"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Edmonton,,,,
Global non-response rate (GNR) =   5.7 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
    63 Service supervisors and specialized service occupations,21230,27094,31293,
      631 Service supervisors,4385,33218,40662,
        6311 Food service supervisors,2405,27048,28581,
        6312 Executive housekeepers,175,38706,43808,
"        6313 Accommodation, travel, tourism and related services supervisors",190,47357,51877,
        6314 Customer and information services supervisors,300,63565,78550,
        6315 Cleaning supervisors,635,55447,60219,
        6316 Other services supervisors,685,40755,44400,
      632 Chefs and cooks,10575,24810,28598,
        6321 Chefs,2155,34322,38992,
        6322 Cooks,8425,22781,25943,
      633 Butchers and bakers,2005,29910,32479,
"        6331 Butchers, meat cutters and fishmongers - retail and wholesale",535,35093,36956,
        6332 Bakers,1470,28169,30852,
      634 Specialized occupations in personal and customer services,4260,22401,27782,
        6341 Hairstylists and barbers,3410,21898,27358,
"        6342 Tailors, dressmakers, furriers and milliners",530,23978,23981,
        6343 Shoe repairers and shoemakers,50,20520,21023,
"        6344 Jewellers, jewellery and watch repairers and related occupations",90,20395,33229,
        6345 Upholsterers,60,27488,33218,
        6346 Funeral directors and embalmers,120,57846,52598,
    64 Sales representatives and salespersons - wholesale and retail trade,35025,19878,34994,
      641 Sales and account representatives - wholesale trade (non-technical),4245,64355,91260,
        6411 Sales and account representatives - wholesale trade (non-technical),4245,64355,91260,
      642 Retail salespersons,30785,17176,27239,
        6421 Retail salespersons,30785,17176,27239,
    65 Service representatives and other customer and personal services occupations,34625,20870,27986,
      651 Occupations in food and beverage service,13595,12037,15016,
        6511 Maîtres d'hôtel and hosts/hostesses,1575,5514,7891,
        6512 Bartenders,1990,15919,18529,
        6513 Food and beverage servers,10025,12425,15439,
      652 Occupations in travel and accommodation,2430,30796,34567,
        6521 Travel counsellors,740,32992,37872,
        6522 Pursers and flight attendants,225,54484,57046,
        6523 Airline ticket and service agents,455,32614,39824,
"        6524 Ground and water transport ticket agents, cargo service representatives and related clerks",85,30458,31940,
        6525 Hotel front desk clerks,920,23181,24017,
      653 Tourism and amusement services occupations,975,27158,30347,
        6531 Tour and travel guides,40,0,0,
        6532 Outdoor sport and recreational guides,65,17797,23107,
        6533 Casino occupations,870,28013,31714,
      654 Security guards and related security service occupations,4220,37979,39345,
        6541 Security guards and related security service occupations,4225,37979,39345,
      655 Customer and information services representatives,9975,37772,40900,
        6551 Customer services representatives - financial institutions,2355,29098,32817,
        6552 Other customer and information services representatives,7620,41748,43402,
      656 Other occupations in personal service,3430,18375,22531,
"        6561 Image, social and other personal consultants",110,26365,26359,
"        6562 Estheticians, electrologists and related occupations",2350,19127,22861,
        6563 Pet groomers and animal care workers,835,16317,21527,
        6564 Other personal service occupations,135,12676,19941,
    66 Sales support occupations,22505,12803,18415,
      661 Cashiers,13485,10824,15192,
        6611 Cashiers,13485,10824,15192,
      662 Other sales support and related occupations,9020,17569,23233,
        6621 Service station attendants,575,19335,29228,
"        6622 Store shelf stockers, clerks and order fillers",7150,18743,22658,
        6623 Other sales related occupations,1295,11611,23745,
"    67 Service support and other service occupations, n.e.c.",39985,18592,25634,
"      671 Food counter attendants, kitchen helpers and related support occupations",16610,11628,17002,
"        6711 Food counter attendants, kitchen helpers and related support occupations",16610,11628,17002,
"      672 Support occupations in accommodation, travel and amusement services",2085,10998,20641,
"        6721 Support occupations in accommodation, travel and facilities set-up services",165,23229,23169,
"        6722 Operators and attendants in amusement, recreation and sport",1925,10535,20426,
      673 Cleaners,19210,28155,33688,
        6731 Light duty cleaners,8130,21180,24546,
        6732 Specialized cleaners,2240,29581,35979,
"        6733 Janitors, caretakers and building superintendents",8840,38615,41515,
"      674 Other service support and related occupations, n.e.c.",2085,22292,25218,
"        6741 Dry cleaning, laundry and related occupations",855,27306,29250,
"        6742 Other service support occupations, n.e.c.",1225,13694,22393,
"  7 Trades, transport and equipment operators and related occupations",138730,57487,65109,
"    72 Industrial, electrical and construction trades",58335,63232,71318,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",6135,83921,96631,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1305,100503,128964,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",1115,106149,111940,
"        7203 Contractors and supervisors, pipefitting trades",635,106013,104696,
"        7204 Contractors and supervisors, carpentry trades",955,64800,72369,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",2120,60158,77172,
"      723 Machining, metal forming, shaping and erecting trades",14470,68002,73425,
        7231 Machinists and machining and tooling inspectors,2445,60391,69182,
        7232 Tool and die makers,105,45025,46389,
        7233 Sheet metal workers,1345,54607,68552,
        7234 Boilermakers,835,101563,103814,
        7235 Structural metal and platework fabricators and fitters,340,67965,75225,
        7236 Ironworkers,1395,83041,82664,
        7237 Welders and related machine operators,8010,68757,71031,
      724 Electrical trades and electrical power line and telecommunications workers,12150,73028,79539,
        7241 Electricians (except industrial and power system),7190,62573,70724,
        7242 Industrial electricians,2560,94924,99665,
        7243 Power system electricians,480,105757,100755,
        7244 Electrical power line and cable workers,590,112254,111747,
        7245 Telecommunications line and cable workers,400,64465,63601,
        7246 Telecommunications installation and repair workers,915,66356,67930,
        7247 Cable television service and maintenance technicians,20,0,0,
"      725 Plumbers, pipefitters and gas fitters",7915,74435,80725,
        7251 Plumbers,3510,58692,73763,
"        7252 Steamfitters, pipefitters and sprinkler system installers",4025,85550,86201,
        7253 Gas fitters,375,87581,87166,
      727 Carpenters and cabinetmakers,7355,49852,54063,
        7271 Carpenters,6820,51210,54994,
        7272 Cabinetmakers,540,41892,42291,
      728 Masonry and plastering trades,3790,41558,46748,
        7281 Bricklayers,600,60546,63702,
        7282 Concrete finishers,980,52572,56127,
        7283 Tilesetters,440,31722,33964,
"        7284 Plasterers, drywall installers and finishers and lathers",1765,31653,38952,
      729 Other construction trades,6520,42191,49845,
        7291 Roofers and shinglers,905,47761,50092,
        7292 Glaziers,590,46766,54099,
        7293 Insulators,1860,70860,73243,
        7294 Painters and decorators (except interior decorators),2345,26974,33645,
        7295 Floor covering installers,820,32936,39768,
    73 Maintenance and equipment operation trades,24435,76372,83341,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",4380,91901,103381,
"        7301 Contractors and supervisors, mechanic trades",1190,96445,105028,
"        7302 Contractors and supervisors, heavy equipment operator crews",2380,96699,107458,
"        7303 Supervisors, printing and related occupations",70,58367,69111,
"        7304 Supervisors, railway transport operations",125,106082,101899,
"        7305 Supervisors, motor transport and other ground transit operators",625,71520,88623,
      731 Machinery and transportation equipment mechanics (except motor vehicles),8460,85106,89989,
        7311 Construction millwrights and industrial mechanics,2940,87132,93719,
        7312 Heavy-duty equipment mechanics,3520,88632,94070,
"        7313 Heating, refrigeration and air conditioning mechanics",1105,77544,73822,
        7314 Railway carmen/women,185,75674,72704,
        7315 Aircraft mechanics and aircraft inspectors,335,72511,76909,
        7316 Machine fitters,55,42322,45860,
        7318 Elevator constructors and mechanics,325,96189,97405,
      732 Automotive service technicians,7740,60709,66474,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",6475,60937,63880,
        7322 Motor vehicle body repairers,1265,59118,79723,
      733 Other mechanics and related repairers,945,59947,65312,
        7331 Oil and solid fuel heating mechanics,95,59474,62107,
        7332 Appliance servicers and repairers,300,51241,54818,
        7333 Electrical mechanics,245,90329,93296,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",185,61100,60569,
        7335 Other small engine and small equipment repairers,110,46523,42764,
      736 Train crew operating occupations,600,98590,95997,
        7361 Railway and yard locomotive engineers,255,110283,105650,
        7362 Railway conductors and brakemen/women,340,94672,88815,
"      737 Crane operators, drillers and blasters",1420,94069,99140,
        7371 Crane operators,1255,97619,103535,
"        7372 Drillers and blasters - surface mining, quarrying and construction",130,55482,63682,
        7373 Water well drillers,35,67928,72381,
"      738 Printing press operators and other trades and related occupations, n.e.c.",885,48992,53516,
        7381 Printing press operators,445,47491,50328,
"        7384 Other trades and related occupations, n.e.c.",440,56315,56749,
"    74 Other installers, repairers and servicers and material handlers",11725,43364,46018,
"      744 Other installers, repairers and servicers",3720,47471,50235,
        7441 Residential and commercial installers and servicers,2300,41941,45066,
        7442 Waterworks and gas maintenance workers,415,76654,75204,
        7444 Pest controllers and fumigators,175,41235,42895,
        7445 Other repairers and servicers,830,53239,53568,
      745 Longshore workers and material handlers,8000,42208,44055,
        7451 Longshore workers,40,46660,41941,
        7452 Material handlers,7960,42199,44066,
    75 Transport and heavy equipment operation and related maintenance occupations,30645,48032,52795,
      751 Motor vehicle and transit drivers,23055,42631,47830,
        7511 Transport truck drivers,13010,52551,55787,
"        7512 Bus drivers, subway operators and other transit operators",4050,43560,45374,
        7513 Taxi and limousine drivers and chauffeurs,2495,16267,26569,
        7514 Delivery and courier service drivers,3505,33345,36252,
      752 Heavy equipment operators,5755,70220,73791,
        7521 Heavy equipment operators (except crane),4875,71558,75636,
        7522 Public works maintenance equipment operators and related workers,885,64463,63603,
      753 Other transport equipment operators and related maintenance workers,1830,43878,49305,
        7531 Railway yard and track maintenance workers,355,78741,80169,
        7532 Water transport deck and engine room crew,0,0,0,
        7533 Boat and cable ferry operators and related occupations,0,0,0,
        7534 Air transport ramp attendants,450,39242,39319,
        7535 Other automotive mechanical installers and servicers,1020,37223,42762,
"    76 Trades helpers, construction labourers and related occupations",13595,43724,49917,
      761 Trades helpers and labourers,12140,43491,50106,
        7611 Construction trades helpers and labourers,11695,43754,50309,
        7612 Other trades helpers and labourers,445,36750,44771,
"      762 Public works and other labourers, n.e.c.",1455,46046,48337,
        7621 Public works and maintenance labourers,1220,49699,50628,
        7622 Railway and motor transport labourers,240,25539,36613,
"  8 Natural resources, agriculture and related production occupations",14060,39631,60470,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",4925,80214,98058,
"      821 Supervisors, logging and forestry",65,60657,70402,
"        8211 Supervisors, logging and forestry",70,60657,70402,
"      822 Contractors and supervisors, mining, oil and gas",2225,100838,127748,
"        8221 Supervisors, mining and quarrying",220,144636,139736,
"        8222 Contractors and supervisors, oil and gas drilling and services",2010,97119,126459,
"      823 Underground miners, oil and gas drillers and related occupations",1510,83521,93220,
        8231 Underground production and development miners,195,96916,94868,
"        8232 Oil and gas well drillers, servicers, testers and related workers",1315,82040,92977,
      824 Logging machinery operators,85,66607,60403,
        8241 Logging machinery operators,90,66607,60403,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",1005,35827,45414,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",215,28392,31981,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",785,41636,49118,
      826 Fishing vessel masters and fishermen/women,25,0,0,
        8261 Fishing masters and officers,10,0,0,
        8262 Fishermen/women,20,0,0,
"    84 Workers in natural resources, agriculture and related production",3205,36100,49981,
      841 Mine service workers and operators in oil and gas drilling,1255,84392,86577,
        8411 Underground mine service and support workers,20,0,0,
        8412 Oil and gas well drilling and related workers and services operators,1235,85037,87143,
      842 Logging and forestry workers,210,31308,40111,
        8421 Chain saw and skidder operators,50,59152,53652,
        8422 Silviculture and forestry workers,165,26827,36025,
      843 Agriculture and horticulture workers,1735,14615,24766,
        8431 General farm workers,1320,16525,27761,
        8432 Nursery and greenhouse workers,410,11564,15112,
      844 Other workers in fishing and trapping and hunting occupations,0,0,0,
        8441 Fishing vessel deckhands,0,0,0,
        8442 Trappers and hunters,10,0,0,
"    86 Harvesting, landscaping and natural resources labourers",5940,21737,34976,
"      861 Harvesting, landscaping and natural resources labourers",5935,21737,34976,
        8611 Harvesting labourers,55,8242,17881,
        8612 Landscaping and grounds maintenance labourers,4710,17669,25209,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,75,33018,57790,
"        8615 Oil and gas drilling, servicing and related labourers",1055,56177,77674,
        8616 Logging and forestry labourers,35,42649,39473,
  9 Occupations in manufacturing and utilities,22345,52337,70844,
"    92 Processing, manufacturing and utilities supervisors and central control operators",7635,112489,121177,
"      921 Supervisors, processing and manufacturing occupations",1945,91526,107761,
"        9211 Supervisors, mineral and metal processing",275,90156,93958,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",1135,116765,128245,
"        9213 Supervisors, food and beverage processing",210,57084,58954,
"        9214 Supervisors, plastic and rubber products manufacturing",155,68897,73474,
"        9215 Supervisors, forest products processing",125,62674,88200,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",40,49699,67093,
"      922 Supervisors, assembly and fabrication",505,69212,74629,
"        9221 Supervisors, motor vehicle assembling",40,80425,75824,
"        9222 Supervisors, electronics manufacturing",25,0,68502,
"        9223 Supervisors, electrical products manufacturing",45,83484,81664,
"        9224 Supervisors, furniture and fixtures manufacturing",60,67798,84047,
"        9226 Supervisors, other mechanical and metal products manufacturing",145,76451,76895,
"        9227 Supervisors, other products manufacturing and assembly",180,64395,68571,
      923 Central control and process operators in processing and manufacturing,2220,135026,135974,
"        9231 Central control and process operators, mineral and metal processing",150,131558,124806,
"        9232 Central control and process operators, petroleum, gas and chemical processing",2065,135445,136911,
"        9235 Pulping, papermaking and coating control operators",0,0,0,
      924 Utilities equipment operators and controllers,2970,119012,126773,
        9241 Power engineers and power systems operators,2415,140654,139008,
        9243 Water and waste treatment plant operators,555,68590,73608,
    94 Processing and manufacturing machine operators and related production workers,5395,44370,49698,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,1990,51647,54054,
"        9411 Machine operators, mineral and metal processing",250,79492,74016,
        9412 Foundry workers,45,60464,61537,
        9413 Glass forming and finishing machine operators and glass cutters,60,28343,28544,
"        9414 Concrete, clay and stone forming operators",260,46668,51646,
"        9415 Inspectors and testers, mineral and metal processing",95,50258,57057,
        9416 Metalworking and forging machine operators,525,53125,51942,
        9417 Machining tool operators,445,50062,49621,
        9418 Other metal products machine operators,315,49848,52855,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",845,54055,65997,
        9421 Chemical plant machine operators,345,67464,83300,
        9422 Plastics processing machine operators,350,43818,52961,
        9423 Rubber processing machine operators and related workers,150,48311,57044,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,400,54181,53081,
        9431 Sawmill machine operators,75,64345,61994,
        9432 Pulp mill machine operators,15,0,0,
        9433 Papermaking and finishing machine operators,30,0,40894,
        9434 Other wood processing machine operators,115,69370,56702,
        9435 Paper converting machine operators,30,36743,42949,
        9436 Lumber graders and other wood processing inspectors and graders,35,40976,65619,
        9437 Woodworking machine operators,95,38956,39551,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",650,28052,28143,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",60,34013,40056,
"        9442 Weavers, knitters and other fabric making occupations",125,21148,19961,
"        9445 Fabric, fur and leather cutters",60,28809,30152,
        9446 Industrial sewing machine operators,375,28830,28521,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",35,23498,31131,
"      946 Machine operators and related workers in food, beverage and associated products processing",910,41067,45800,
"        9461 Process control and machine operators, food and beverage processing",665,45798,48880,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",160,32207,31663,
        9463 Fish and seafood plant workers,10,0,0,
"        9465 Testers and graders, food and beverage processing",75,44974,51183,
      947 Printing equipment operators and related occupations,595,38444,39314,
        9471 Plateless printing equipment operators,205,38482,37712,
"        9472 Camera, platemaking and other prepress occupations",80,49644,53194,
        9473 Binding and finishing machine operators,215,37440,38712,
        9474 Photographic and film processors,100,28618,32994,
    95 Assemblers in manufacturing,3590,44550,48229,
"      952 Mechanical, electrical and electronics assemblers",1095,45445,50555,
        9521 Aircraft assemblers and aircraft assembly inspectors,10,0,0,
"        9522 Motor vehicle assemblers, inspectors and testers",185,48568,51945,
"        9523 Electronics assemblers, fabricators, inspectors and testers",275,38599,38760,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",195,45713,48928,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",80,51100,63679,
        9526 Mechanical assemblers and inspectors,320,48108,55757,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",35,49405,63678,
      953 Other assembly and related occupations,2495,43733,47206,
        9531 Boat assemblers and inspectors,10,0,0,
        9532 Furniture and fixture assemblers and inspectors,170,37672,40354,
        9533 Other wood products assemblers and inspectors,330,38534,36128,
        9534 Furniture finishers and refinishers,130,51272,51758,
"        9535 Plastic products assemblers, finishers and inspectors",375,40074,42730,
"        9536 Industrial painters, coaters and metal finishing process operators",675,54783,59761,
"        9537 Other products assemblers, finishers and inspectors",810,41762,43749,
"    96 Labourers in processing, manufacturing and utilities",5720,34395,37813,
"      961 Labourers in processing, manufacturing and utilities",5720,34395,37813,
        9611 Labourers in mineral and metal processing,310,42649,46808,
        9612 Labourers in metal fabrication,775,39554,42424,
        9613 Labourers in chemical products processing and utilities,350,46984,59948,
"        9614 Labourers in wood, pulp and paper processing",175,31939,36392,
        9615 Labourers in rubber and plastic products manufacturing,160,37624,41511,
        9616 Labourers in textile processing,50,28545,29507,
        9617 Labourers in food and beverage processing,1790,31429,31184,
        9618 Labourers in fish and seafood processing,10,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",2100,33811,36823,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
