"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Kelowna,,,,
Global non-response rate (GNR) =   6.0 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",135,84086,86597,
"        7203 Contractors and supervisors, pipefitting trades",65,79953,85580,
"        7204 Contractors and supervisors, carpentry trades",135,51776,52643,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",360,43696,48113,
"      723 Machining, metal forming, shaping and erecting trades",950,53748,59583,
        7231 Machinists and machining and tooling inspectors,85,51544,55063,
        7232 Tool and die makers,20,0,0,
        7233 Sheet metal workers,165,53697,57126,
        7234 Boilermakers,45,82004,78267,
        7235 Structural metal and platework fabricators and fitters,45,57815,57750,
        7236 Ironworkers,100,76330,73086,
        7237 Welders and related machine operators,500,51105,57712,
      724 Electrical trades and electrical power line and telecommunications workers,1445,62333,71065,
        7241 Electricians (except industrial and power system),815,42784,51660,
        7242 Industrial electricians,260,91748,95672,
        7243 Power system electricians,20,0,0,
        7244 Electrical power line and cable workers,130,142608,133557,
        7245 Telecommunications line and cable workers,65,74991,78015,
        7246 Telecommunications installation and repair workers,150,74003,70348,
        7247 Cable television service and maintenance technicians,0,0,0,
"      725 Plumbers, pipefitters and gas fitters",585,53488,54898,
        7251 Plumbers,370,44418,45810,
"        7252 Steamfitters, pipefitters and sprinkler system installers",190,61192,69048,
        7253 Gas fitters,25,0,81182,
      727 Carpenters and cabinetmakers,1495,37675,41843,
        7271 Carpenters,1345,37256,41903,
        7272 Cabinetmakers,145,42245,41305,
      728 Masonry and plastering trades,565,32709,35521,
        7281 Bricklayers,90,35124,38769,
        7282 Concrete finishers,115,40899,37310,
        7283 Tilesetters,95,32154,34541,
"        7284 Plasterers, drywall installers and finishers and lathers",270,30202,33994,
      729 Other construction trades,985,25698,30415,
        7291 Roofers and shinglers,125,30939,34905,
        7292 Glaziers,80,43543,44128,
        7293 Insulators,95,33993,36578,
        7294 Painters and decorators (except interior decorators),490,16952,24385,
        7295 Floor covering installers,195,33936,33888,
    73 Maintenance and equipment operation trades,2920,58507,63866,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",455,54970,67111,
"        7301 Contractors and supervisors, mechanic trades",160,62370,66427,
"        7302 Contractors and supervisors, heavy equipment operator crews",245,51833,69807,
"        7303 Supervisors, printing and related occupations",0,0,0,
"        7304 Supervisors, railway transport operations",0,0,0,
"        7305 Supervisors, motor transport and other ground transit operators",50,57873,51072,
      731 Machinery and transportation equipment mechanics (except motor vehicles),1140,70132,77148,
        7311 Construction millwrights and industrial mechanics,330,73334,80221,
        7312 Heavy-duty equipment mechanics,225,67616,83221,
"        7313 Heating, refrigeration and air conditioning mechanics",210,65010,65923,
        7314 Railway carmen/women,0,0,0,
        7315 Aircraft mechanics and aircraft inspectors,340,73427,73778,
        7316 Machine fitters,10,0,0,
        7318 Elevator constructors and mechanics,30,119591,120147,
      732 Automotive service technicians,905,52055,51041,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",670,53466,52579,
        7322 Motor vehicle body repairers,230,40899,46561,
      733 Other mechanics and related repairers,130,25056,33068,
        7331 Oil and solid fuel heating mechanics,0,0,0,
        7332 Appliance servicers and repairers,70,15285,25803,
        7333 Electrical mechanics,20,0,0,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",40,37855,28462,
        7335 Other small engine and small equipment repairers,10,0,0,
      736 Train crew operating occupations,0,0,0,
        7361 Railway and yard locomotive engineers,0,0,0,
        7362 Railway conductors and brakemen/women,10,0,0,
"      737 Crane operators, drillers and blasters",120,57473,64563,
        7371 Crane operators,85,43838,61656,
"        7372 Drillers and blasters - surface mining, quarrying and construction",30,0,72084,
        7373 Water well drillers,0,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",165,49618,58013,
        7381 Printing press operators,30,0,0,
"        7384 Other trades and related occupations, n.e.c.",135,49424,61805,
"    74 Other installers, repairers and servicers and material handlers",1575,33450,37728,
"      744 Other installers, repairers and servicers",730,33633,37785,
        7441 Residential and commercial installers and servicers,580,33289,34920,
        7442 Waterworks and gas maintenance workers,30,0,0,
        7444 Pest controllers and fumigators,25,0,0,
        7445 Other repairers and servicers,100,37120,49699,
      745 Longshore workers and material handlers,845,32944,37679,
        7451 Longshore workers,10,0,0,
        7452 Material handlers,835,32948,37250,
    75 Transport and heavy equipment operation and related maintenance occupations,3820,43292,47620,
      751 Motor vehicle and transit drivers,2640,39260,43446,
        7511 Transport truck drivers,1430,50008,51962,
"        7512 Bus drivers, subway operators and other transit operators",350,46932,43553,
        7513 Taxi and limousine drivers and chauffeurs,265,18522,21752,
        7514 Delivery and courier service drivers,590,25778,32520,
      752 Heavy equipment operators,880,59763,63296,
        7521 Heavy equipment operators (except crane),725,61214,64908,
        7522 Public works maintenance equipment operators and related workers,160,59426,56083,
      753 Other transport equipment operators and related maintenance workers,300,26397,38137,
        7531 Railway yard and track maintenance workers,35,0,71745,
        7532 Water transport deck and engine room crew,30,0,0,
        7533 Boat and cable ferry operators and related occupations,20,0,0,
        7534 Air transport ramp attendants,70,25104,27416,
        7535 Other automotive mechanical installers and servicers,155,16324,36119,
"    76 Trades helpers, construction labourers and related occupations",1490,31847,41121,
      761 Trades helpers and labourers,1380,31375,40762,
        7611 Construction trades helpers and labourers,1330,31501,40991,
        7612 Other trades helpers and labourers,50,31130,34361,
"      762 Public works and other labourers, n.e.c.",115,43559,45446,
        7621 Public works and maintenance labourers,95,45830,46223,
        7622 Railway and motor transport labourers,20,0,0,
"  8 Natural resources, agriculture and related production occupations",2955,20352,38155,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",770,47852,71134,
"      821 Supervisors, logging and forestry",35,59154,53415,
"        8211 Supervisors, logging and forestry",40,59154,53415,
"      822 Contractors and supervisors, mining, oil and gas",140,115471,155391,
"        8221 Supervisors, mining and quarrying",40,115465,119446,
"        8222 Contractors and supervisors, oil and gas drilling and services",95,121357,171389,
"      823 Underground miners, oil and gas drillers and related occupations",170,78721,88203,
        8231 Underground production and development miners,45,84786,87643,
"        8232 Oil and gas well drillers, servicers, testers and related workers",125,78445,88411,
      824 Logging machinery operators,80,62185,58676,
        8241 Logging machinery operators,75,62185,58676,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",310,28769,35312,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",75,15580,21696,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",235,33980,39738,
      826 Fishing vessel masters and fishermen/women,35,0,0,
        8261 Fishing masters and officers,10,0,0,
        8262 Fishermen/women,30,0,0,
"    84 Workers in natural resources, agriculture and related production",770,17417,29131,
      841 Mine service workers and operators in oil and gas drilling,90,62261,72390,
        8411 Underground mine service and support workers,10,0,0,
        8412 Oil and gas well drilling and related workers and services operators,85,60291,69458,
      842 Logging and forestry workers,90,49829,53883,
        8421 Chain saw and skidder operators,50,74359,65014,
        8422 Silviculture and forestry workers,35,38343,39139,
      843 Agriculture and horticulture workers,590,13386,19105,
        8431 General farm workers,485,12002,18287,
        8432 Nursery and greenhouse workers,100,16582,22922,
      844 Other workers in fishing and trapping and hunting occupations,10,0,0,
        8441 Fishing vessel deckhands,10,0,0,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",1415,16471,25232,
"      861 Harvesting, landscaping and natural resources labourers",1415,16471,25232,
        8611 Harvesting labourers,105,14090,16495,
        8612 Landscaping and grounds maintenance labourers,1185,16352,23692,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,15,0,0,
"        8615 Oil and gas drilling, servicing and related labourers",55,43313,49952,
        8616 Logging and forestry labourers,60,27275,29309,
  9 Occupations in manufacturing and utilities,2855,40985,52489,
"    92 Processing, manufacturing and utilities supervisors and central control operators",685,72415,95612,
"      921 Supervisors, processing and manufacturing occupations",225,67739,78715,
"        9211 Supervisors, mineral and metal processing",0,0,0,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",75,86427,103157,
"        9213 Supervisors, food and beverage processing",95,44221,52690,
"        9214 Supervisors, plastic and rubber products manufacturing",20,0,0,
"        9215 Supervisors, forest products processing",30,100434,88344,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",0,0,0,
"      922 Supervisors, assembly and fabrication",35,47941,44540,
"        9221 Supervisors, motor vehicle assembling",10,0,0,
"        9222 Supervisors, electronics manufacturing",0,0,0,
"        9223 Supervisors, electrical products manufacturing",0,0,0,
"        9224 Supervisors, furniture and fixtures manufacturing",15,0,0,
"        9226 Supervisors, other mechanical and metal products manufacturing",10,0,0,
"        9227 Supervisors, other products manufacturing and assembly",10,0,0,
      923 Central control and process operators in processing and manufacturing,110,91157,123847,
"        9231 Central control and process operators, mineral and metal processing",0,0,0,
"        9232 Central control and process operators, petroleum, gas and chemical processing",110,91393,127967,
"        9235 Pulping, papermaking and coating control operators",0,0,0,
      924 Utilities equipment operators and controllers,315,80774,103229,
        9241 Power engineers and power systems operators,185,109373,134445,
        9243 Water and waste treatment plant operators,130,59438,57541,
    94 Processing and manufacturing machine operators and related production workers,840,41811,46167,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,195,40162,42790,
"        9411 Machine operators, mineral and metal processing",20,0,0,
        9412 Foundry workers,0,0,0,
        9413 Glass forming and finishing machine operators and glass cutters,15,0,0,
"        9414 Concrete, clay and stone forming operators",40,41808,43352,
"        9415 Inspectors and testers, mineral and metal processing",0,0,0,
        9416 Metalworking and forging machine operators,85,46303,52970,
        9417 Machining tool operators,10,0,0,
        9418 Other metal products machine operators,25,0,0,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",95,39783,39263,
        9421 Chemical plant machine operators,35,23534,38758,
        9422 Plastics processing machine operators,35,39836,37714,
        9423 Rubber processing machine operators and related workers,20,0,0,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,190,62653,51743,
        9431 Sawmill machine operators,85,61124,51948,
        9432 Pulp mill machine operators,0,0,0,
        9433 Papermaking and finishing machine operators,0,0,0,
        9434 Other wood processing machine operators,35,70134,57460,
        9435 Paper converting machine operators,0,0,0,
        9436 Lumber graders and other wood processing inspectors and graders,35,67408,60906,
        9437 Woodworking machine operators,35,30198,36913,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",40,25006,22785,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",0,0,0,
"        9442 Weavers, knitters and other fabric making occupations",25,0,0,
"        9445 Fabric, fur and leather cutters",0,0,0,
        9446 Industrial sewing machine operators,15,0,0,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",0,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",280,49970,52559,
"        9461 Process control and machine operators, food and beverage processing",240,55600,57137,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",0,0,0,
        9463 Fish and seafood plant workers,10,0,0,
"        9465 Testers and graders, food and beverage processing",35,0,0,
      947 Printing equipment operators and related occupations,45,23134,29883,
        9471 Plateless printing equipment operators,0,0,0,
"        9472 Camera, platemaking and other prepress occupations",10,0,0,
        9473 Binding and finishing machine operators,10,0,0,
        9474 Photographic and film processors,30,0,0,
    95 Assemblers in manufacturing,500,37525,41704,
"      952 Mechanical, electrical and electronics assemblers",105,30742,32301,
        9521 Aircraft assemblers and aircraft assembly inspectors,0,0,0,
"        9522 Motor vehicle assemblers, inspectors and testers",30,30807,31861,
"        9523 Electronics assemblers, fabricators, inspectors and testers",25,0,0,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",15,0,0,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,
        9526 Mechanical assemblers and inspectors,35,0,26835,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",0,0,0,
      953 Other assembly and related occupations,395,39488,44270,
        9531 Boat assemblers and inspectors,35,0,49095,
        9532 Furniture and fixture assemblers and inspectors,40,41380,40947,
        9533 Other wood products assemblers and inspectors,80,31169,33670,
        9534 Furniture finishers and refinishers,45,36908,30026,
"        9535 Plastic products assemblers, finishers and inspectors",35,41011,37292,
"        9536 Industrial painters, coaters and metal finishing process operators",70,50312,48528,
"        9537 Other products assemblers, finishers and inspectors",90,34494,60732,
"    96 Labourers in processing, manufacturing and utilities",825,27492,29582,
"      961 Labourers in processing, manufacturing and utilities",825,27492,29582,
        9611 Labourers in mineral and metal processing,20,0,0,
        9612 Labourers in metal fabrication,60,32350,28887,
        9613 Labourers in chemical products processing and utilities,45,19443,24072,
"        9614 Labourers in wood, pulp and paper processing",160,40690,46393,
        9615 Labourers in rubber and plastic products manufacturing,10,0,0,
        9616 Labourers in textile processing,10,0,0,
        9617 Labourers in food and beverage processing,295,26269,25705,
        9618 Labourers in fish and seafood processing,0,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",220,14983,19841,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
