"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Montréal [1],,,,
Global non-response rate (GNR) =   3.7 %,,,,
Visible minority (15) = Total - Visible minority [2],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [3]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [4],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [5],Median employment income in 2015 ($) [6],Average employment income in 2015 ($) [7], 
"        6711 Food counter attendants, kitchen helpers and related support occupations",41200,10625,13616,
"      672 Support occupations in accommodation, travel and amusement services",4275,11041,19234,
"        6721 Support occupations in accommodation, travel and facilities set-up services",645,23801,29822,
"        6722 Operators and attendants in amusement, recreation and sport",3630,9920,17346,
      673 Cleaners,59135,21607,24036,
        6731 Light duty cleaners,34290,18684,21343,
        6732 Specialized cleaners,4860,20390,24811,
"        6733 Janitors, caretakers and building superintendents",19980,27697,28468,
"      674 Other service support and related occupations, n.e.c.",7550,18508,21815,
"        6741 Dry cleaning, laundry and related occupations",2870,22603,22621,
"        6742 Other service support occupations, n.e.c.",4680,15941,21321,
"  7 Trades, transport and equipment operators and related occupations",246225,37727,41373,
"    72 Industrial, electrical and construction trades",81230,43347,45728,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",6605,53626,56892,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1150,58898,60395,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",1860,75707,76260,
"        7203 Contractors and supervisors, pipefitting trades",390,68227,70126,
"        7204 Contractors and supervisors, carpentry trades",905,36437,40823,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",2295,38955,43485,
"      723 Machining, metal forming, shaping and erecting trades",17250,45142,46950,
        7231 Machinists and machining and tooling inspectors,5830,48483,50224,
        7232 Tool and die makers,540,53759,53302,
        7233 Sheet metal workers,2610,56815,54817,
        7234 Boilermakers,190,51708,59432,
        7235 Structural metal and platework fabricators and fitters,360,35663,38611,
        7236 Ironworkers,1255,48005,50242,
        7237 Welders and related machine operators,6465,38793,39749,
      724 Electrical trades and electrical power line and telecommunications workers,17600,53449,54283,
        7241 Electricians (except industrial and power system),7810,52384,52175,
        7242 Industrial electricians,1560,66374,61622,
        7243 Power system electricians,705,70999,70181,
        7244 Electrical power line and cable workers,655,61403,65946,
        7245 Telecommunications line and cable workers,830,47591,50270,
        7246 Telecommunications installation and repair workers,5420,52101,54269,
        7247 Cable television service and maintenance technicians,620,32499,37606,
"      725 Plumbers, pipefitters and gas fitters",5905,54273,51986,
        7251 Plumbers,4060,50973,48917,
"        7252 Steamfitters, pipefitters and sprinkler system installers",1675,60707,57608,
        7253 Gas fitters,165,73111,70567,
      727 Carpenters and cabinetmakers,16430,35939,38177,
        7271 Carpenters,13675,37912,39831,
        7272 Cabinetmakers,2750,28015,29945,
      728 Masonry and plastering trades,7910,36533,38687,
        7281 Bricklayers,2625,33292,36633,
        7282 Concrete finishers,1180,40610,41869,
        7283 Tilesetters,1345,33574,36055,
"        7284 Plasterers, drywall installers and finishers and lathers",2765,40915,40560,
      729 Other construction trades,9540,31193,34974,
        7291 Roofers and shinglers,2510,33329,36738,
        7292 Glaziers,1240,47765,48721,
        7293 Insulators,640,58686,55259,
        7294 Painters and decorators (except interior decorators),4275,23754,27732,
        7295 Floor covering installers,870,27261,30855,
    73 Maintenance and equipment operation trades,50120,49380,51885,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",7035,62258,64080,
"        7301 Contractors and supervisors, mechanic trades",2845,60410,62367,
"        7302 Contractors and supervisors, heavy equipment operator crews",2495,62951,62746,
"        7303 Supervisors, printing and related occupations",560,55377,58295,
"        7304 Supervisors, railway transport operations",275,82958,94103,
"        7305 Supervisors, motor transport and other ground transit operators",865,65879,67862,
      731 Machinery and transportation equipment mechanics (except motor vehicles),14650,61357,60977,
        7311 Construction millwrights and industrial mechanics,5245,55046,57885,
        7312 Heavy-duty equipment mechanics,2005,56166,55242,
"        7313 Heating, refrigeration and air conditioning mechanics",2695,54852,54747,
        7314 Railway carmen/women,240,65568,60231,
        7315 Aircraft mechanics and aircraft inspectors,3250,74921,71040,
        7316 Machine fitters,595,76096,67526,
        7318 Elevator constructors and mechanics,625,80042,73929,
      732 Automotive service technicians,17910,39199,41188,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",15220,39268,41431,
        7322 Motor vehicle body repairers,2690,38982,39814,
      733 Other mechanics and related repairers,4880,47386,47523,
        7331 Oil and solid fuel heating mechanics,315,39151,41701,
        7332 Appliance servicers and repairers,1015,37030,39726,
        7333 Electrical mechanics,2850,53010,52422,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",520,44675,44213,
        7335 Other small engine and small equipment repairers,180,33229,33574,
      736 Train crew operating occupations,715,80372,79435,
        7361 Railway and yard locomotive engineers,340,89157,88929,
        7362 Railway conductors and brakemen/women,375,74800,70808,
"      737 Crane operators, drillers and blasters",1045,55513,59819,
        7371 Crane operators,985,56408,60254,
"        7372 Drillers and blasters - surface mining, quarrying and construction",60,49105,52752,
        7373 Water well drillers,0,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",3885,42539,43104,
        7381 Printing press operators,2750,43038,43679,
"        7384 Other trades and related occupations, n.e.c.",1135,39723,41711,
"    74 Other installers, repairers and servicers and material handlers",28935,28336,32114,
"      744 Other installers, repairers and servicers",6905,26115,31398,
        7441 Residential and commercial installers and servicers,4555,24933,29502,
        7442 Waterworks and gas maintenance workers,210,63846,66469,
        7444 Pest controllers and fumigators,460,33301,35393,
        7445 Other repairers and servicers,1680,25207,31097,
      745 Longshore workers and material handlers,22030,28798,32339,
        7451 Longshore workers,790,109432,96567,
        7452 Material handlers,21245,28220,29952,
    75 Transport and heavy equipment operation and related maintenance occupations,66525,29818,34288,
      751 Motor vehicle and transit drivers,57890,28371,33216,
        7511 Transport truck drivers,24175,36924,37760,
"        7512 Bus drivers, subway operators and other transit operators",11040,35098,42705,
        7513 Taxi and limousine drivers and chauffeurs,8015,11682,15227,
        7514 Delivery and courier service drivers,14660,23758,28408,
      752 Heavy equipment operators,5925,44011,43693,
        7521 Heavy equipment operators (except crane),3600,45713,46897,
        7522 Public works maintenance equipment operators and related workers,2320,40416,38731,
      753 Other transport equipment operators and related maintenance workers,2710,33030,36643,
        7531 Railway yard and track maintenance workers,345,65306,59605,
        7532 Water transport deck and engine room crew,185,50840,53781,
        7533 Boat and cable ferry operators and related occupations,180,33453,41438,
        7534 Air transport ramp attendants,1060,33192,34732,
        7535 Other automotive mechanical installers and servicers,940,20567,26138,
"    76 Trades helpers, construction labourers and related occupations",19425,31221,34098,
      761 Trades helpers and labourers,13960,27833,31974,
        7611 Construction trades helpers and labourers,13160,27974,32068,
        7612 Other trades helpers and labourers,795,25768,30421,
"      762 Public works and other labourers, n.e.c.",5460,39416,39530,
        7621 Public works and maintenance labourers,4410,44075,42093,
        7622 Railway and motor transport labourers,1050,25525,28776,
"  8 Natural resources, agriculture and related production occupations",15160,16691,24051,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",2400,29905,42652,
"      821 Supervisors, logging and forestry",60,37381,44926,
"        8211 Supervisors, logging and forestry",60,37381,44926,
"      822 Contractors and supervisors, mining, oil and gas",180,106056,110358,
"        8221 Supervisors, mining and quarrying",145,106201,101963,
"        8222 Contractors and supervisors, oil and gas drilling and services",35,101674,144889,
"      823 Underground miners, oil and gas drillers and related occupations",300,51705,57314,
        8231 Underground production and development miners,200,64312,64812,
"        8232 Oil and gas well drillers, servicers, testers and related workers",95,30955,41544,
      824 Logging machinery operators,10,0,0,
        8241 Logging machinery operators,10,0,0,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",1835,24811,33567,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",345,23690,37684,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1490,25250,32617,
      826 Fishing vessel masters and fishermen/women,25,0,0,
        8261 Fishing masters and officers,0,0,0,
        8262 Fishermen/women,20,0,0,
"    84 Workers in natural resources, agriculture and related production",3630,15918,23037,
      841 Mine service workers and operators in oil and gas drilling,355,45459,44233,
        8411 Underground mine service and support workers,240,47552,45190,
        8412 Oil and gas well drilling and related workers and services operators,115,41829,42197,
      842 Logging and forestry workers,470,18058,21197,
        8421 Chain saw and skidder operators,165,11179,14673,
        8422 Silviculture and forestry workers,305,20244,24714,
      843 Agriculture and horticulture workers,2790,13604,20536,
        8431 General farm workers,2270,14870,21544,
        8432 Nursery and greenhouse workers,520,10310,16133,
      844 Other workers in fishing and trapping and hunting occupations,20,0,0,
        8441 Fishing vessel deckhands,10,0,0,
        8442 Trappers and hunters,15,0,0,
"    86 Harvesting, landscaping and natural resources labourers",9125,15180,19558,
"      861 Harvesting, landscaping and natural resources labourers",9130,15180,19558,
        8611 Harvesting labourers,265,10620,16619,
        8612 Landscaping and grounds maintenance labourers,8380,15192,18986,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,30,0,0,
"        8615 Oil and gas drilling, servicing and related labourers",195,37506,44620,
        8616 Logging and forestry labourers,245,12266,17073,
  9 Occupations in manufacturing and utilities,90235,30776,36148,
"    92 Processing, manufacturing and utilities supervisors and central control operators",11385,56504,62162,
"      921 Supervisors, processing and manufacturing occupations",5930,54324,61449,
"        9211 Supervisors, mineral and metal processing",705,59725,61315,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",1480,71181,76402,
"        9213 Supervisors, food and beverage processing",1905,50592,53437,
"        9214 Supervisors, plastic and rubber products manufacturing",825,46322,48504,
"        9215 Supervisors, forest products processing",465,60426,90769,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",555,41729,43670,
"      922 Supervisors, assembly and fabrication",2495,57852,61554,
"        9221 Supervisors, motor vehicle assembling",160,52019,52925,
"        9222 Supervisors, electronics manufacturing",235,51838,56111,
"        9223 Supervisors, electrical products manufacturing",195,39601,50629,
"        9224 Supervisors, furniture and fixtures manufacturing",365,47920,48118,
"        9226 Supervisors, other mechanical and metal products manufacturing",945,80103,75653,
"        9227 Supervisors, other products manufacturing and assembly",605,48689,55413,
      923 Central control and process operators in processing and manufacturing,905,59068,67383,
"        9231 Central control and process operators, mineral and metal processing",50,79039,82247,
"        9232 Central control and process operators, petroleum, gas and chemical processing",745,61129,70495,
"        9235 Pulping, papermaking and coating control operators",110,32836,39421,
      924 Utilities equipment operators and controllers,2055,60485,62659,
        9241 Power engineers and power systems operators,1260,62907,67571,
        9243 Water and waste treatment plant operators,790,54465,54843,
    94 Processing and manufacturing machine operators and related production workers,30990,31659,34957,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,6395,37517,40500,
"        9411 Machine operators, mineral and metal processing",755,47123,47650,
        9412 Foundry workers,595,38471,45143,
        9413 Glass forming and finishing machine operators and glass cutters,480,31799,35628,
"        9414 Concrete, clay and stone forming operators",620,35990,36678,
"        9415 Inspectors and testers, mineral and metal processing",305,48724,48231,
        9416 Metalworking and forging machine operators,1125,36976,38163,
        9417 Machining tool operators,1455,35641,39608,
        9418 Other metal products machine operators,1055,36897,38745,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",5100,38103,41160,
        9421 Chemical plant machine operators,2215,44558,45678,
        9422 Plastics processing machine operators,2265,33820,35903,
        9423 Rubber processing machine operators and related workers,615,41861,44289,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,2835,36341,37587,
        9431 Sawmill machine operators,455,33587,32271,
        9432 Pulp mill machine operators,140,46323,49957,
        9433 Papermaking and finishing machine operators,340,46100,46457,
        9434 Other wood processing machine operators,220,31384,33544,
        9435 Paper converting machine operators,920,43322,41109,
        9436 Lumber graders and other wood processing inspectors and graders,170,36982,37568,
        9437 Woodworking machine operators,600,29429,29704,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",7315,21797,22942,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",945,25575,28488,
"        9442 Weavers, knitters and other fabric making occupations",520,24242,25448,
"        9445 Fabric, fur and leather cutters",560,25229,25600,
        9446 Industrial sewing machine operators,4560,20024,19861,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",735,29569,31168,
"      946 Machine operators and related workers in food, beverage and associated products processing",6870,34534,36940,
"        9461 Process control and machine operators, food and beverage processing",4970,36793,39717,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",1345,30820,28911,
        9463 Fish and seafood plant workers,140,20482,18708,
"        9465 Testers and graders, food and beverage processing",420,34757,35700,
      947 Printing equipment operators and related occupations,2475,31381,34848,
        9471 Plateless printing equipment operators,1160,33772,36361,
"        9472 Camera, platemaking and other prepress occupations",415,36194,41144,
        9473 Binding and finishing machine operators,670,25486,27966,
        9474 Photographic and film processors,220,30175,35822,
    95 Assemblers in manufacturing,20945,34071,38786,
"      952 Mechanical, electrical and electronics assemblers",10385,40093,45674,
        9521 Aircraft assemblers and aircraft assembly inspectors,3150,71451,64499,
"        9522 Motor vehicle assemblers, inspectors and testers",1215,36508,39792,
"        9523 Electronics assemblers, fabricators, inspectors and testers",2520,32049,35645,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",1755,30558,32964,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",280,32745,38171,
        9526 Mechanical assemblers and inspectors,1095,43766,45879,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",360,32680,38199,
      953 Other assembly and related occupations,10565,28975,32017,
        9531 Boat assemblers and inspectors,75,23610,21788,
        9532 Furniture and fixture assemblers and inspectors,1660,25798,26469,
        9533 Other wood products assemblers and inspectors,985,23537,23965,
        9534 Furniture finishers and refinishers,755,29274,30410,
"        9535 Plastic products assemblers, finishers and inspectors",1415,28995,31756,
"        9536 Industrial painters, coaters and metal finishing process operators",2015,41937,45023,
"        9537 Other products assemblers, finishers and inspectors",3665,27822,30189,
"    96 Labourers in processing, manufacturing and utilities",26915,21807,24462,
"      961 Labourers in processing, manufacturing and utilities",26910,21807,24462,
        9611 Labourers in mineral and metal processing,890,30955,33949,
        9612 Labourers in metal fabrication,1410,31137,33862,
        9613 Labourers in chemical products processing and utilities,1260,33209,36649,
"        9614 Labourers in wood, pulp and paper processing",1470,25175,28266,
        9615 Labourers in rubber and plastic products manufacturing,1240,25280,25653,
        9616 Labourers in textile processing,780,21468,21048,
        9617 Labourers in food and beverage processing,9075,19991,22419,
        9618 Labourers in fish and seafood processing,100,20233,16844,
"        9619 Other labourers in processing, manufacturing and utilities",10685,20337,22379,
Note,,,,
[1] Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements.,,,,
"[2] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[2] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[2] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[3] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[4] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[5] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[6] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
