"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Quebec / QuÈbec [1],,,,
Global non-response rate (GNR) =   4.3 %,,,,
Visible minority (15) = Total - Visible minority [2],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [3]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [4],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [5],Median employment income in 2015 ($) [6],Average employment income in 2015 ($) [7], 
"    67 Service support and other service occupations, n.e.c.",237365,15467,19487,
"      671 Food counter attendants, kitchen helpers and related support occupations",81955,10206,13313,
"        6711 Food counter attendants, kitchen helpers and related support occupations",81950,10206,13313,
"      672 Support occupations in accommodation, travel and amusement services",9415,11273,18036,
"        6721 Support occupations in accommodation, travel and facilities set-up services",1225,21746,25940,
"        6722 Operators and attendants in amusement, recreation and sport",8195,10386,16855,
      673 Cleaners,132220,20443,23189,
        6731 Light duty cleaners,75100,17653,20307,
        6732 Specialized cleaners,10665,19725,23623,
"        6733 Janitors, caretakers and building superintendents",46450,26410,27749,
"      674 Other service support and related occupations, n.e.c.",13775,18475,21682,
"        6741 Dry cleaning, laundry and related occupations",5570,23623,23633,
"        6742 Other service support occupations, n.e.c.",8210,14789,20360,
"  7 Trades, transport and equipment operators and related occupations",587735,38485,41597,
"    72 Industrial, electrical and construction trades",196510,42638,45258,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",14905,53955,57494,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",3240,55756,59509,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",3910,76454,76276,
"        7203 Contractors and supervisors, pipefitting trades",870,65054,67803,
"        7204 Contractors and supervisors, carpentry trades",2270,43979,45571,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",4620,39842,44117,
"      723 Machining, metal forming, shaping and erecting trades",46895,43539,45226,
        7231 Machinists and machining and tooling inspectors,13040,45859,47284,
        7232 Tool and die makers,1315,48668,51713,
        7233 Sheet metal workers,5235,52071,51508,
        7234 Boilermakers,585,57041,61441,
        7235 Structural metal and platework fabricators and fitters,965,38907,41388,
        7236 Ironworkers,3440,49659,50669,
        7237 Welders and related machine operators,22310,40293,41068,
      724 Electrical trades and electrical power line and telecommunications workers,36590,55502,56671,
        7241 Electricians (except industrial and power system),16125,51812,51898,
        7242 Industrial electricians,4185,67799,67647,
        7243 Power system electricians,1870,76508,73761,
        7244 Electrical power line and cable workers,2480,74738,75086,
        7245 Telecommunications line and cable workers,1550,50604,52234,
        7246 Telecommunications installation and repair workers,9260,51780,54175,
        7247 Cable television service and maintenance technicians,1125,39392,41819,
"      725 Plumbers, pipefitters and gas fitters",12975,51278,50970,
        7251 Plumbers,9095,49344,48645,
"        7252 Steamfitters, pipefitters and sprinkler system installers",3570,56434,55645,
        7253 Gas fitters,305,64462,65391,
      727 Carpenters and cabinetmakers,48605,35802,38027,
        7271 Carpenters,41665,37547,39638,
        7272 Cabinetmakers,6940,28056,28360,
      728 Masonry and plastering trades,16700,35949,38144,
        7281 Bricklayers,5585,33594,36861,
        7282 Concrete finishers,2630,41242,42575,
        7283 Tilesetters,2595,33971,36236,
"        7284 Plasterers, drywall installers and finishers and lathers",5895,37548,38226,
      729 Other construction trades,19845,31908,35066,
        7291 Roofers and shinglers,5535,33276,36356,
        7292 Glaziers,2495,44432,45518,
        7293 Insulators,1335,54460,53415,
        7294 Painters and decorators (except interior decorators),8450,25024,28784,
        7295 Floor covering installers,2030,29531,32773,
    73 Maintenance and equipment operation trades,127550,47181,50595,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",17460,58425,61411,
"        7301 Contractors and supervisors, mechanic trades",7540,57151,60111,
"        7302 Contractors and supervisors, heavy equipment operator crews",7120,59195,61932,
"        7303 Supervisors, printing and related occupations",990,51614,54073,
"        7304 Supervisors, railway transport operations",400,85697,94088,
"        7305 Supervisors, motor transport and other ground transit operators",1400,60225,61575,
      731 Machinery and transportation equipment mechanics (except motor vehicles),40400,56179,59125,
        7311 Construction millwrights and industrial mechanics,20360,54972,59476,
        7312 Heavy-duty equipment mechanics,8165,49478,52927,
"        7313 Heating, refrigeration and air conditioning mechanics",4815,54814,55197,
        7314 Railway carmen/women,420,68717,71736,
        7315 Aircraft mechanics and aircraft inspectors,4590,71666,68132,
        7316 Machine fitters,1005,65029,61762,
        7318 Elevator constructors and mechanics,1040,76577,71715,
      732 Automotive service technicians,44405,38153,39269,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",37200,38524,39820,
        7322 Motor vehicle body repairers,7205,36569,36427,
      733 Other mechanics and related repairers,12000,45243,45897,
        7331 Oil and solid fuel heating mechanics,780,40516,41969,
        7332 Appliance servicers and repairers,2355,36790,39526,
        7333 Electrical mechanics,6810,50879,50978,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",1385,38246,40131,
        7335 Other small engine and small equipment repairers,665,30575,33073,
      736 Train crew operating occupations,1445,89188,87991,
        7361 Railway and yard locomotive engineers,790,95952,95386,
        7362 Railway conductors and brakemen/women,655,84362,79099,
"      737 Crane operators, drillers and blasters",3350,60821,63155,
        7371 Crane operators,2630,61060,62724,
"        7372 Drillers and blasters - surface mining, quarrying and construction",665,62726,66565,
        7373 Water well drillers,60,44267,43598,
"      738 Printing press operators and other trades and related occupations, n.e.c.",8485,41320,42306,
        7381 Printing press operators,5375,42891,43929,
"        7384 Other trades and related occupations, n.e.c.",3110,38167,39503,
"    74 Other installers, repairers and servicers and material handlers",52500,28979,32170,
"      744 Other installers, repairers and servicers",13855,26092,30409,
        7441 Residential and commercial installers and servicers,9175,25394,29078,
        7442 Waterworks and gas maintenance workers,375,58873,63153,
        7444 Pest controllers and fumigators,915,28350,31298,
        7445 Other repairers and servicers,3390,26184,30163,
      745 Longshore workers and material handlers,38645,30000,32801,
        7451 Longshore workers,1505,77989,76571,
        7452 Material handlers,37145,29392,31030,
    75 Transport and heavy equipment operation and related maintenance occupations,162455,32369,35643,
      751 Motor vehicle and transit drivers,131230,30465,33995,
        7511 Transport truck drivers,65595,38962,39147,
"        7512 Bus drivers, subway operators and other transit operators",22470,27434,36855,
        7513 Taxi and limousine drivers and chauffeurs,12070,12287,15967,
        7514 Delivery and courier service drivers,31095,24137,28060,
      752 Heavy equipment operators,24695,42741,43666,
        7521 Heavy equipment operators (except crane),17630,45227,47238,
        7522 Public works maintenance equipment operators and related workers,7070,33731,34760,
      753 Other transport equipment operators and related maintenance workers,6535,33262,38421,
        7531 Railway yard and track maintenance workers,920,67282,64125,
        7532 Water transport deck and engine room crew,1035,43809,44497,
        7533 Boat and cable ferry operators and related occupations,500,33505,50661,
        7534 Air transport ramp attendants,1435,33124,34622,
        7535 Other automotive mechanical installers and servicers,2640,23272,26788,
"    76 Trades helpers, construction labourers and related occupations",48725,30189,33282,
      761 Trades helpers and labourers,34995,27863,31855,
        7611 Construction trades helpers and labourers,32695,28018,31808,
        7612 Other trades helpers and labourers,2300,25984,32510,
"      762 Public works and other labourers, n.e.c.",13725,35942,36920,
        7621 Public works and maintenance labourers,11435,38243,38227,
        7622 Railway and motor transport labourers,2295,26778,30393,
"  8 Natural resources, agriculture and related production occupations",70795,19278,29175,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",15500,44720,55746,
"      821 Supervisors, logging and forestry",1300,40359,43077,
"        8211 Supervisors, logging and forestry",1300,40359,43077,
"      822 Contractors and supervisors, mining, oil and gas",1420,110065,109667,
"        8221 Supervisors, mining and quarrying",1310,112367,109424,
"        8222 Contractors and supervisors, oil and gas drilling and services",110,78155,112553,
"      823 Underground miners, oil and gas drillers and related occupations",3915,85388,83349,
        8231 Underground production and development miners,3600,88373,86095,
"        8232 Oil and gas well drillers, servicers, testers and related workers",310,44595,51610,
      824 Logging machinery operators,2045,44900,43902,
        8241 Logging machinery operators,2050,44900,43902,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",5195,25267,31596,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",1935,25725,32306,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",3260,24813,31174,
      826 Fishing vessel masters and fishermen/women,1615,31534,44360,
        8261 Fishing masters and officers,385,52715,61496,
        8262 Fishermen/women,1235,24582,39043,
"    84 Workers in natural resources, agriculture and related production",31700,17454,22803,
      841 Mine service workers and operators in oil and gas drilling,1575,54815,61225,
        8411 Underground mine service and support workers,1290,59774,65185,
        8412 Oil and gas well drilling and related workers and services operators,280,38810,43284,
      842 Logging and forestry workers,6005,18229,22021,
        8421 Chain saw and skidder operators,2635,16685,22500,
        8422 Silviculture and forestry workers,3375,19202,21647,
      843 Agriculture and horticulture workers,23085,16335,20351,
        8431 General farm workers,20780,17099,20916,
        8432 Nursery and greenhouse workers,2305,11893,15255,
      844 Other workers in fishing and trapping and hunting occupations,1035,13985,23661,
        8441 Fishing vessel deckhands,860,14603,25301,
        8442 Trappers and hunters,185,6596,15971,
"    86 Harvesting, landscaping and natural resources labourers",23595,15477,20284,
"      861 Harvesting, landscaping and natural resources labourers",23595,15477,20284,
        8611 Harvesting labourers,865,10382,12248,
        8612 Landscaping and grounds maintenance labourers,19895,15050,18435,
        8613 Aquaculture and marine harvest labourers,95,14188,24762,
        8614 Mine labourers,415,40274,47337,
"        8615 Oil and gas drilling, servicing and related labourers",910,49604,54565,
        8616 Logging and forestry labourers,1420,16680,20956,
  9 Occupations in manufacturing and utilities,213620,32965,37803,
"    92 Processing, manufacturing and utilities supervisors and central control operators",28470,57377,62549,
"      921 Supervisors, processing and manufacturing occupations",14500,55757,62159,
"        9211 Supervisors, mineral and metal processing",2625,68398,74855,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",2665,71060,76043,
"        9213 Supervisors, food and beverage processing",4045,48450,50850,
"        9214 Supervisors, plastic and rubber products manufacturing",1935,47822,51730,
"        9215 Supervisors, forest products processing",2330,60445,68642,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",900,39065,40553,
"      922 Supervisors, assembly and fabrication",5225,53531,57140,
"        9221 Supervisors, motor vehicle assembling",465,58883,59535,
"        9222 Supervisors, electronics manufacturing",400,51847,55291,
"        9223 Supervisors, electrical products manufacturing",385,52219,57026,
"        9224 Supervisors, furniture and fixtures manufacturing",1205,44800,44872,
"        9226 Supervisors, other mechanical and metal products manufacturing",1465,72606,70584,
"        9227 Supervisors, other products manufacturing and assembly",1305,47374,53118,
      923 Central control and process operators in processing and manufacturing,2480,70378,72111,
"        9231 Central control and process operators, mineral and metal processing",245,78924,80007,
"        9232 Central control and process operators, petroleum, gas and chemical processing",1385,65757,73015,
"        9235 Pulping, papermaking and coating control operators",850,71033,68388,
      924 Utilities equipment operators and controllers,6265,60888,64182,
        9241 Power engineers and power systems operators,4095,66068,69677,
        9243 Water and waste treatment plant operators,2165,54216,53807,
    94 Processing and manufacturing machine operators and related production workers,75845,34413,38491,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,18820,41759,49477,
"        9411 Machine operators, mineral and metal processing",4605,76467,72250,
        9412 Foundry workers,2065,45134,52834,
        9413 Glass forming and finishing machine operators and glass cutters,1145,33513,33934,
"        9414 Concrete, clay and stone forming operators",1960,35700,36603,
"        9415 Inspectors and testers, mineral and metal processing",765,42190,45994,
        9416 Metalworking and forging machine operators,2720,37454,39597,
        9417 Machining tool operators,3180,38940,43775,
        9418 Other metal products machine operators,2380,35700,40612,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",10890,37892,40969,
        9421 Chemical plant machine operators,3650,44171,46547,
        9422 Plastics processing machine operators,4525,33164,34683,
        9423 Rubber processing machine operators and related workers,2715,41319,43957,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,12670,39249,41395,
        9431 Sawmill machine operators,2870,34127,34262,
        9432 Pulp mill machine operators,975,61914,61750,
        9433 Papermaking and finishing machine operators,1330,60534,57817,
        9434 Other wood processing machine operators,1295,38213,38553,
        9435 Paper converting machine operators,2070,46259,45243,
        9436 Lumber graders and other wood processing inspectors and graders,1315,39403,38804,
        9437 Woodworking machine operators,2805,33356,33489,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",12475,21904,23243,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",1820,27473,29424,
"        9442 Weavers, knitters and other fabric making occupations",1115,26732,27645,
"        9445 Fabric, fur and leather cutters",710,24527,24373,
        9446 Industrial sewing machine operators,7725,20293,20042,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",1105,28268,30278,
"      946 Machine operators and related workers in food, beverage and associated products processing",16820,34472,35143,
"        9461 Process control and machine operators, food and beverage processing",10325,37988,39202,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",4725,33124,30095,
        9463 Fish and seafood plant workers,795,12310,15619,
"        9465 Testers and graders, food and beverage processing",980,32685,32470,
      947 Printing equipment operators and related occupations,4165,30646,32719,
        9471 Plateless printing equipment operators,1795,33241,34318,
"        9472 Camera, platemaking and other prepress occupations",635,36576,40515,
        9473 Binding and finishing machine operators,1355,25798,27634,
        9474 Photographic and film processors,380,22635,30249,
    95 Assemblers in manufacturing,41350,33003,36497,
"      952 Mechanical, electrical and electronics assemblers",17695,39144,43320,
        9521 Aircraft assemblers and aircraft assembly inspectors,3865,71275,64263,
"        9522 Motor vehicle assemblers, inspectors and testers",2335,36128,38678,
"        9523 Electronics assemblers, fabricators, inspectors and testers",4405,32508,35004,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",2675,32139,34369,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",735,38684,38636,
        9526 Mechanical assemblers and inspectors,3090,42115,42287,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",585,35970,38562,
      953 Other assembly and related occupations,23650,29485,31392,
        9531 Boat assemblers and inspectors,215,28716,27934,
        9532 Furniture and fixture assemblers and inspectors,4315,27827,28029,
        9533 Other wood products assemblers and inspectors,3030,26663,27172,
        9534 Furniture finishers and refinishers,1890,27882,28629,
"        9535 Plastic products assemblers, finishers and inspectors",3090,30137,31412,
"        9536 Industrial painters, coaters and metal finishing process operators",4540,37962,40265,
"        9537 Other products assemblers, finishers and inspectors",6570,27582,30321,
"    96 Labourers in processing, manufacturing and utilities",67960,24676,27467,
"      961 Labourers in processing, manufacturing and utilities",67960,24676,27467,
        9611 Labourers in mineral and metal processing,3080,33392,41116,
        9612 Labourers in metal fabrication,3145,32182,35553,
        9613 Labourers in chemical products processing and utilities,2405,32378,35518,
"        9614 Labourers in wood, pulp and paper processing",10245,30061,32899,
        9615 Labourers in rubber and plastic products manufacturing,3380,27372,27914,
        9616 Labourers in textile processing,1265,22089,22999,
        9617 Labourers in food and beverage processing,20905,23713,25518,
        9618 Labourers in fish and seafood processing,1780,11322,13335,
"        9619 Other labourers in processing, manufacturing and utilities",21755,22366,24135,
Note,,,,
[1] Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements.,,,,
"[2] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[2] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[2] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[3] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[4] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[5] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[6] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
