"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = New Brunswick / Nouveau-Brunswick,,,,
Global non-response rate (GNR) =   4.9 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
"      723 Machining, metal forming, shaping and erecting trades",4015,45848,50207,
        7231 Machinists and machining and tooling inspectors,495,45901,47074,
        7232 Tool and die makers,35,40946,40379,
        7233 Sheet metal workers,375,34163,35842,
        7234 Boilermakers,345,73312,73558,
        7235 Structural metal and platework fabricators and fitters,200,41541,40737,
        7236 Ironworkers,345,59688,62676,
        7237 Welders and related machine operators,2210,45237,48782,
      724 Electrical trades and electrical power line and telecommunications workers,4300,50042,53895,
        7241 Electricians (except industrial and power system),2125,36289,42822,
        7242 Industrial electricians,745,70620,72461,
        7243 Power system electricians,120,73039,65341,
        7244 Electrical power line and cable workers,485,79653,73075,
        7245 Telecommunications line and cable workers,270,46176,46835,
        7246 Telecommunications installation and repair workers,490,65149,55734,
        7247 Cable television service and maintenance technicians,65,60962,52062,
"      725 Plumbers, pipefitters and gas fitters",1750,43655,50445,
        7251 Plumbers,890,35032,40826,
"        7252 Steamfitters, pipefitters and sprinkler system installers",780,53468,60444,
        7253 Gas fitters,80,57117,60433,
      727 Carpenters and cabinetmakers,4845,25422,29488,
        7271 Carpenters,4570,24753,29370,
        7272 Cabinetmakers,270,33905,31471,
      728 Masonry and plastering trades,1065,26955,31008,
        7281 Bricklayers,350,28552,37676,
        7282 Concrete finishers,155,25947,31565,
        7283 Tilesetters,60,22487,25952,
"        7284 Plasterers, drywall installers and finishers and lathers",500,26404,26775,
      729 Other construction trades,2225,24563,30206,
        7291 Roofers and shinglers,435,24535,28347,
        7292 Glaziers,110,35554,38176,
        7293 Insulators,315,38558,49000,
        7294 Painters and decorators (except interior decorators),995,21125,27048,
        7295 Floor covering installers,370,19116,22396,
    73 Maintenance and equipment operation trades,11920,45906,51375,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",1710,57405,64910,
"        7301 Contractors and supervisors, mechanic trades",405,57741,62605,
"        7302 Contractors and supervisors, heavy equipment operator crews",1065,60283,67863,
"        7303 Supervisors, printing and related occupations",20,0,0,
"        7304 Supervisors, railway transport operations",35,87523,89555,
"        7305 Supervisors, motor transport and other ground transit operators",185,47379,52032,
      731 Machinery and transportation equipment mechanics (except motor vehicles),3600,57647,61451,
        7311 Construction millwrights and industrial mechanics,1945,61821,65054,
        7312 Heavy-duty equipment mechanics,925,49956,55880,
"        7313 Heating, refrigeration and air conditioning mechanics",495,47579,52434,
        7314 Railway carmen/women,45,79868,77530,
        7315 Aircraft mechanics and aircraft inspectors,120,67891,67730,
        7316 Machine fitters,15,0,0,
        7318 Elevator constructors and mechanics,50,88512,86999,
      732 Automotive service technicians,4835,38786,39311,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",4155,39182,40057,
        7322 Motor vehicle body repairers,680,35526,34761,
      733 Other mechanics and related repairers,665,35685,39038,
        7331 Oil and solid fuel heating mechanics,80,36128,34246,
        7332 Appliance servicers and repairers,180,37393,38721,
        7333 Electrical mechanics,80,36849,46656,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",185,40030,38623,
        7335 Other small engine and small equipment repairers,140,17150,38451,
      736 Train crew operating occupations,145,97182,93779,
        7361 Railway and yard locomotive engineers,70,116818,104165,
        7362 Railway conductors and brakemen/women,75,78027,83892,
"      737 Crane operators, drillers and blasters",455,54090,65936,
        7371 Crane operators,335,63430,71824,
"        7372 Drillers and blasters - surface mining, quarrying and construction",80,49548,55286,
        7373 Water well drillers,35,35325,33746,
"      738 Printing press operators and other trades and related occupations, n.e.c.",505,35525,40311,
        7381 Printing press operators,180,30675,31969,
"        7384 Other trades and related occupations, n.e.c.",325,39733,44861,
"    74 Other installers, repairers and servicers and material handlers",5210,29240,31371,
"      744 Other installers, repairers and servicers",1455,29614,31870,
        7441 Residential and commercial installers and servicers,955,26431,28913,
        7442 Waterworks and gas maintenance workers,50,42629,45842,
        7444 Pest controllers and fumigators,60,30272,32891,
        7445 Other repairers and servicers,390,34662,37102,
      745 Longshore workers and material handlers,3755,29083,31177,
        7451 Longshore workers,175,31676,49561,
        7452 Material handlers,3575,29024,30282,
    75 Transport and heavy equipment operation and related maintenance occupations,18235,36277,39456,
      751 Motor vehicle and transit drivers,13175,35670,38368,
        7511 Transport truck drivers,9115,42153,42835,
"        7512 Bus drivers, subway operators and other transit operators",1750,28078,30501,
        7513 Taxi and limousine drivers and chauffeurs,625,9984,14902,
        7514 Delivery and courier service drivers,1680,29600,31078,
      752 Heavy equipment operators,3890,40435,44107,
        7521 Heavy equipment operators (except crane),3055,40500,45947,
        7522 Public works maintenance equipment operators and related workers,835,40198,37400,
      753 Other transport equipment operators and related maintenance workers,1175,30506,36256,
        7531 Railway yard and track maintenance workers,130,49548,54746,
        7532 Water transport deck and engine room crew,140,34477,40536,
        7533 Boat and cable ferry operators and related occupations,90,39650,39664,
        7534 Air transport ramp attendants,80,44951,39162,
        7535 Other automotive mechanical installers and servicers,735,21476,31442,
"    76 Trades helpers, construction labourers and related occupations",7385,23505,31302,
      761 Trades helpers and labourers,6320,22671,31267,
        7611 Construction trades helpers and labourers,5995,22526,31232,
        7612 Other trades helpers and labourers,325,26753,31912,
"      762 Public works and other labourers, n.e.c.",1065,30292,31506,
        7621 Public works and maintenance labourers,935,30808,31458,
        7622 Railway and motor transport labourers,125,28499,31856,
"  8 Natural resources, agriculture and related production occupations",15660,18778,32668,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",5925,38853,52648,
"      821 Supervisors, logging and forestry",285,48319,45559,
"        8211 Supervisors, logging and forestry",290,48319,45559,
"      822 Contractors and supervisors, mining, oil and gas",265,94132,105663,
"        8221 Supervisors, mining and quarrying",160,95812,102810,
"        8222 Contractors and supervisors, oil and gas drilling and services",105,93980,109911,
"      823 Underground miners, oil and gas drillers and related occupations",635,89208,93089,
        8231 Underground production and development miners,445,98696,100873,
"        8232 Oil and gas well drillers, servicers, testers and related workers",190,58503,74975,
      824 Logging machinery operators,495,41588,42980,
        8241 Logging machinery operators,495,41588,42980,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",615,35203,40484,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",205,36662,40540,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",410,32975,40456,
      826 Fishing vessel masters and fishermen/women,3625,30029,45651,
        8261 Fishing masters and officers,525,53161,69004,
        8262 Fishermen/women,3100,27438,41680,
"    84 Workers in natural resources, agriculture and related production",5310,15252,22428,
      841 Mine service workers and operators in oil and gas drilling,130,64048,73789,
        8411 Underground mine service and support workers,60,52714,62150,
        8412 Oil and gas well drilling and related workers and services operators,70,64252,83641,
      842 Logging and forestry workers,1330,18775,25298,
        8421 Chain saw and skidder operators,755,21592,25693,
        8422 Silviculture and forestry workers,575,17758,24778,
      843 Agriculture and horticulture workers,2995,13495,17835,
        8431 General farm workers,2510,13355,18146,
        8432 Nursery and greenhouse workers,485,14125,16219,
      844 Other workers in fishing and trapping and hunting occupations,860,13776,26188,
        8441 Fishing vessel deckhands,860,13781,26230,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",4425,12542,18189,
"      861 Harvesting, landscaping and natural resources labourers",4420,12542,18189,
        8611 Harvesting labourers,250,6863,10077,
        8612 Landscaping and grounds maintenance labourers,2810,11554,14210,
        8613 Aquaculture and marine harvest labourers,655,15620,24597,
        8614 Mine labourers,145,40686,48779,
"        8615 Oil and gas drilling, servicing and related labourers",155,48366,53865,
        8616 Logging and forestry labourers,415,12985,16064,
  9 Occupations in manufacturing and utilities,19360,26481,35437,
"    92 Processing, manufacturing and utilities supervisors and central control operators",3465,67295,72387,
"      921 Supervisors, processing and manufacturing occupations",1345,55057,62224,
"        9211 Supervisors, mineral and metal processing",160,45982,51332,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",315,95243,94235,
"        9213 Supervisors, food and beverage processing",505,38728,41374,
"        9214 Supervisors, plastic and rubber products manufacturing",60,39663,48527,
"        9215 Supervisors, forest products processing",310,67784,72550,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",0,0,0,
"      922 Supervisors, assembly and fabrication",200,50457,54458,
"        9221 Supervisors, motor vehicle assembling",20,0,53674,
"        9222 Supervisors, electronics manufacturing",0,0,0,
"        9223 Supervisors, electrical products manufacturing",10,0,0,
"        9224 Supervisors, furniture and fixtures manufacturing",30,0,57206,
"        9226 Supervisors, other mechanical and metal products manufacturing",25,0,54660,
"        9227 Supervisors, other products manufacturing and assembly",110,50671,52399,
      923 Central control and process operators in processing and manufacturing,520,88350,87272,
"        9231 Central control and process operators, mineral and metal processing",35,0,65686,
"        9232 Central control and process operators, petroleum, gas and chemical processing",310,89669,92041,
"        9235 Pulping, papermaking and coating control operators",180,87983,82818,
      924 Utilities equipment operators and controllers,1395,75279,79174,
        9241 Power engineers and power systems operators,1115,85589,86156,
        9243 Water and waste treatment plant operators,285,55883,51761,
    94 Processing and manufacturing machine operators and related production workers,5685,28184,32950,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,565,35537,38149,
"        9411 Machine operators, mineral and metal processing",85,65100,62383,
        9412 Foundry workers,20,0,0,
        9413 Glass forming and finishing machine operators and glass cutters,80,32242,31265,
"        9414 Concrete, clay and stone forming operators",60,13943,23885,
"        9415 Inspectors and testers, mineral and metal processing",35,46919,51884,
        9416 Metalworking and forging machine operators,110,34697,32990,
        9417 Machining tool operators,95,37221,35562,
        9418 Other metal products machine operators,85,31876,33188,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",415,34403,40400,
        9421 Chemical plant machine operators,115,30632,43845,
        9422 Plastics processing machine operators,195,37194,37130,
        9423 Rubber processing machine operators and related workers,100,31268,42876,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,1830,42923,46402,
        9431 Sawmill machine operators,525,39245,40080,
        9432 Pulp mill machine operators,145,90909,88242,
        9433 Papermaking and finishing machine operators,140,77063,71944,
        9434 Other wood processing machine operators,260,43081,41518,
        9435 Paper converting machine operators,170,56988,58448,
        9436 Lumber graders and other wood processing inspectors and graders,175,38195,39129,
        9437 Woodworking machine operators,405,35557,32172,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",200,16682,19419,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",40,16737,31166,
"        9442 Weavers, knitters and other fabric making occupations",35,20935,18681,
"        9445 Fabric, fur and leather cutters",15,0,0,
        9446 Industrial sewing machine operators,105,12467,16385,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",0,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",2495,17610,22225,
"        9461 Process control and machine operators, food and beverage processing",790,29240,30903,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",95,28445,28651,
        9463 Fish and seafood plant workers,1385,13417,16261,
"        9465 Testers and graders, food and beverage processing",220,19363,25927,
      947 Printing equipment operators and related occupations,180,28009,26535,
        9471 Plateless printing equipment operators,75,28237,25075,
"        9472 Camera, platemaking and other prepress occupations",30,0,41616,
        9473 Binding and finishing machine operators,35,34307,31225,
        9474 Photographic and film processors,40,12883,14852,
    95 Assemblers in manufacturing,1950,27219,30060,
"      952 Mechanical, electrical and electronics assemblers",525,27535,31993,
        9521 Aircraft assemblers and aircraft assembly inspectors,10,0,0,
"        9522 Motor vehicle assemblers, inspectors and testers",85,27365,33167,
"        9523 Electronics assemblers, fabricators, inspectors and testers",160,23895,24676,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",110,31979,38423,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",65,35198,34560,
        9526 Mechanical assemblers and inspectors,90,26527,33017,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",10,0,0,
      953 Other assembly and related occupations,1425,26816,29352,
        9531 Boat assemblers and inspectors,50,12523,14129,
        9532 Furniture and fixture assemblers and inspectors,125,28974,27317,
        9533 Other wood products assemblers and inspectors,305,22381,24976,
        9534 Furniture finishers and refinishers,130,23995,25644,
"        9535 Plastic products assemblers, finishers and inspectors",55,26974,33250,
"        9536 Industrial painters, coaters and metal finishing process operators",190,36942,38474,
"        9537 Other products assemblers, finishers and inspectors",580,28582,30870,
"    96 Labourers in processing, manufacturing and utilities",8255,17352,22925,
"      961 Labourers in processing, manufacturing and utilities",8260,17352,22925,
        9611 Labourers in mineral and metal processing,235,31651,39537,
        9612 Labourers in metal fabrication,210,35747,36435,
        9613 Labourers in chemical products processing and utilities,195,43290,49158,
"        9614 Labourers in wood, pulp and paper processing",1100,29905,32126,
        9615 Labourers in rubber and plastic products manufacturing,125,24838,26688,
        9616 Labourers in textile processing,35,0,16259,
        9617 Labourers in food and beverage processing,1725,22218,23988,
        9618 Labourers in fish and seafood processing,3425,13584,15626,
"        9619 Other labourers in processing, manufacturing and utilities",1220,20316,23673,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
