"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Saskatchewan,,,,
Global non-response rate (GNR) =   6.3 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
"      723 Machining, metal forming, shaping and erecting trades",7650,57833,63346,
        7231 Machinists and machining and tooling inspectors,725,62107,66889,
        7232 Tool and die makers,50,54834,53176,
        7233 Sheet metal workers,815,51836,54195,
        7234 Boilermakers,225,89819,91854,
        7235 Structural metal and platework fabricators and fitters,135,66127,59248,
        7236 Ironworkers,675,76044,76531,
        7237 Welders and related machine operators,5025,55791,61511,
      724 Electrical trades and electrical power line and telecommunications workers,7670,70408,76074,
        7241 Electricians (except industrial and power system),4010,51627,59193,
        7242 Industrial electricians,1650,104269,111311,
        7243 Power system electricians,120,112841,110731,
        7244 Electrical power line and cable workers,750,109353,101558,
        7245 Telecommunications line and cable workers,315,65605,58471,
        7246 Telecommunications installation and repair workers,800,71725,66174,
        7247 Cable television service and maintenance technicians,20,0,0,
"      725 Plumbers, pipefitters and gas fitters",3930,59072,63462,
        7251 Plumbers,2865,51943,55219,
"        7252 Steamfitters, pipefitters and sprinkler system installers",900,82438,86206,
        7253 Gas fitters,165,86488,82440,
      727 Carpenters and cabinetmakers,6755,40199,43574,
        7271 Carpenters,6425,40112,43643,
        7272 Cabinetmakers,330,41447,42230,
      728 Masonry and plastering trades,2080,36004,40293,
        7281 Bricklayers,355,46474,47971,
        7282 Concrete finishers,450,41890,46470,
        7283 Tilesetters,200,28129,37100,
"        7284 Plasterers, drywall installers and finishers and lathers",1075,30294,35756,
      729 Other construction trades,3590,33396,36707,
        7291 Roofers and shinglers,670,30073,35323,
        7292 Glaziers,235,45464,46396,
        7293 Insulators,440,52744,54732,
        7294 Painters and decorators (except interior decorators),1630,22147,29620,
        7295 Floor covering installers,610,35837,40284,
    73 Maintenance and equipment operation trades,19515,65548,70584,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",2975,82591,88064,
"        7301 Contractors and supervisors, mechanic trades",655,89509,93401,
"        7302 Contractors and supervisors, heavy equipment operator crews",1810,82936,87954,
"        7303 Supervisors, printing and related occupations",40,47958,44282,
"        7304 Supervisors, railway transport operations",80,98340,94255,
"        7305 Supervisors, motor transport and other ground transit operators",395,67244,82982,
      731 Machinery and transportation equipment mechanics (except motor vehicles),6800,76344,79486,
        7311 Construction millwrights and industrial mechanics,2885,88947,89551,
        7312 Heavy-duty equipment mechanics,2750,68090,73586,
"        7313 Heating, refrigeration and air conditioning mechanics",570,66507,65281,
        7314 Railway carmen/women,190,67912,71124,
        7315 Aircraft mechanics and aircraft inspectors,255,72391,67282,
        7316 Machine fitters,45,50783,56154,
        7318 Elevator constructors and mechanics,105,97668,88770,
      732 Automotive service technicians,6770,51696,53586,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",5500,51460,52482,
        7322 Motor vehicle body repairers,1270,52977,58359,
      733 Other mechanics and related repairers,635,44560,46089,
        7331 Oil and solid fuel heating mechanics,35,55439,50026,
        7332 Appliance servicers and repairers,205,36024,40841,
        7333 Electrical mechanics,95,62395,62834,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",170,53960,54373,
        7335 Other small engine and small equipment repairers,125,18376,29837,
      736 Train crew operating occupations,1135,99552,93107,
        7361 Railway and yard locomotive engineers,460,116039,103293,
        7362 Railway conductors and brakemen/women,675,92787,86138,
"      737 Crane operators, drillers and blasters",620,82798,84151,
        7371 Crane operators,515,86443,89281,
"        7372 Drillers and blasters - surface mining, quarrying and construction",60,62256,61539,
        7373 Water well drillers,45,53022,54497,
"      738 Printing press operators and other trades and related occupations, n.e.c.",580,42962,43108,
        7381 Printing press operators,230,44802,40998,
"        7384 Other trades and related occupations, n.e.c.",355,42959,44464,
"    74 Other installers, repairers and servicers and material handlers",7445,36703,40687,
"      744 Other installers, repairers and servicers",2500,35988,40982,
        7441 Residential and commercial installers and servicers,1520,32590,37431,
        7442 Waterworks and gas maintenance workers,345,55395,60104,
        7444 Pest controllers and fumigators,195,30013,30943,
        7445 Other repairers and servicers,435,37848,42709,
      745 Longshore workers and material handlers,4945,37312,40538,
        7451 Longshore workers,15,0,0,
        7452 Material handlers,4930,37223,40476,
    75 Transport and heavy equipment operation and related maintenance occupations,28225,43907,47608,
      751 Motor vehicle and transit drivers,19830,39169,43596,
        7511 Transport truck drivers,12755,51849,52136,
"        7512 Bus drivers, subway operators and other transit operators",3370,22509,29469,
        7513 Taxi and limousine drivers and chauffeurs,1390,17531,20182,
        7514 Delivery and courier service drivers,2320,28645,31180,
      752 Heavy equipment operators,6640,57314,60106,
        7521 Heavy equipment operators (except crane),5770,58897,61683,
        7522 Public works maintenance equipment operators and related workers,870,52594,49640,
      753 Other transport equipment operators and related maintenance workers,1750,41160,45652,
        7531 Railway yard and track maintenance workers,440,69933,68128,
        7532 Water transport deck and engine room crew,0,0,0,
        7533 Boat and cable ferry operators and related occupations,10,0,0,
        7534 Air transport ramp attendants,175,29761,31090,
        7535 Other automotive mechanical installers and servicers,1120,36010,39045,
"    76 Trades helpers, construction labourers and related occupations",9965,32894,39466,
      761 Trades helpers and labourers,8300,32426,39903,
        7611 Construction trades helpers and labourers,7850,32407,39659,
        7612 Other trades helpers and labourers,455,32745,44099,
"      762 Public works and other labourers, n.e.c.",1665,36591,37289,
        7621 Public works and maintenance labourers,1505,36134,36157,
        7622 Railway and motor transport labourers,160,44524,47915,
"  8 Natural resources, agriculture and related production occupations",27805,30916,48001,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",7490,84650,92734,
"      821 Supervisors, logging and forestry",85,45471,47959,
"        8211 Supervisors, logging and forestry",85,45471,47959,
"      822 Contractors and supervisors, mining, oil and gas",2355,117830,127226,
"        8221 Supervisors, mining and quarrying",805,149502,145221,
"        8222 Contractors and supervisors, oil and gas drilling and services",1550,92999,117874,
"      823 Underground miners, oil and gas drillers and related occupations",3120,100068,99362,
        8231 Underground production and development miners,1905,111710,109860,
"        8232 Oil and gas well drillers, servicers, testers and related workers",1220,79182,83007,
      824 Logging machinery operators,265,54992,54297,
        8241 Logging machinery operators,270,54992,54297,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",1575,36679,41371,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",935,38152,42985,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",645,34371,39019,
      826 Fishing vessel masters and fishermen/women,85,11919,13408,
        8261 Fishing masters and officers,0,0,0,
        8262 Fishermen/women,80,11704,13366,
"    84 Workers in natural resources, agriculture and related production",14290,21717,31588,
      841 Mine service workers and operators in oil and gas drilling,1200,79638,81790,
        8411 Underground mine service and support workers,340,104251,99123,
        8412 Oil and gas well drilling and related workers and services operators,855,74480,74946,
      842 Logging and forestry workers,290,25161,36888,
        8421 Chain saw and skidder operators,125,25020,35259,
        8422 Silviculture and forestry workers,165,25178,38122,
      843 Agriculture and horticulture workers,12775,18747,26814,
        8431 General farm workers,12190,19772,27537,
        8432 Nursery and greenhouse workers,585,7506,11800,
      844 Other workers in fishing and trapping and hunting occupations,30,0,0,
        8441 Fishing vessel deckhands,0,0,0,
        8442 Trappers and hunters,30,0,0,
"    86 Harvesting, landscaping and natural resources labourers",6025,19441,31337,
"      861 Harvesting, landscaping and natural resources labourers",6020,19441,31337,
        8611 Harvesting labourers,140,9931,21950,
        8612 Landscaping and grounds maintenance labourers,3975,13415,20390,
        8613 Aquaculture and marine harvest labourers,10,0,0,
        8614 Mine labourers,465,67795,66856,
"        8615 Oil and gas drilling, servicing and related labourers",1315,47098,52982,
        8616 Logging and forestry labourers,125,23379,31569,
  9 Occupations in manufacturing and utilities,16370,48551,62593,
"    92 Processing, manufacturing and utilities supervisors and central control operators",6030,86749,97378,
"      921 Supervisors, processing and manufacturing occupations",1525,80357,93554,
"        9211 Supervisors, mineral and metal processing",230,94008,106424,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",795,96381,109063,
"        9213 Supervisors, food and beverage processing",340,51854,59392,
"        9214 Supervisors, plastic and rubber products manufacturing",50,57972,79946,
"        9215 Supervisors, forest products processing",100,65346,65957,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",15,0,0,
"      922 Supervisors, assembly and fabrication",245,64804,71477,
"        9221 Supervisors, motor vehicle assembling",25,0,74807,
"        9222 Supervisors, electronics manufacturing",35,70253,78067,
"        9223 Supervisors, electrical products manufacturing",10,0,0,
"        9224 Supervisors, furniture and fixtures manufacturing",30,0,67773,
"        9226 Supervisors, other mechanical and metal products manufacturing",115,65540,72551,
"        9227 Supervisors, other products manufacturing and assembly",40,55163,64845,
      923 Central control and process operators in processing and manufacturing,1930,109516,106232,
"        9231 Central control and process operators, mineral and metal processing",140,111760,111416,
"        9232 Central control and process operators, petroleum, gas and chemical processing",1765,109913,106316,
"        9235 Pulping, papermaking and coating control operators",30,0,0,
      924 Utilities equipment operators and controllers,2325,81348,95283,
        9241 Power engineers and power systems operators,1590,106810,113276,
        9243 Water and waste treatment plant operators,730,55515,56008,
    94 Processing and manufacturing machine operators and related production workers,4090,43146,48810,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,1160,57963,62595,
"        9411 Machine operators, mineral and metal processing",300,78120,82911,
        9412 Foundry workers,20,0,0,
        9413 Glass forming and finishing machine operators and glass cutters,25,0,0,
"        9414 Concrete, clay and stone forming operators",160,47648,46494,
"        9415 Inspectors and testers, mineral and metal processing",90,89257,80542,
        9416 Metalworking and forging machine operators,375,55980,54942,
        9417 Machining tool operators,85,45821,46040,
        9418 Other metal products machine operators,110,59105,63891,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",510,49130,62428,
        9421 Chemical plant machine operators,150,50353,62142,
        9422 Plastics processing machine operators,140,34438,36819,
        9423 Rubber processing machine operators and related workers,225,79831,78022,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,440,46574,47574,
        9431 Sawmill machine operators,145,44006,43065,
        9432 Pulp mill machine operators,40,57825,75138,
        9433 Papermaking and finishing machine operators,0,0,0,
        9434 Other wood processing machine operators,95,39093,47352,
        9435 Paper converting machine operators,45,52525,51643,
        9436 Lumber graders and other wood processing inspectors and graders,25,0,0,
        9437 Woodworking machine operators,80,41745,41968,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",290,27910,29254,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",25,0,0,
"        9442 Weavers, knitters and other fabric making occupations",95,26532,26100,
"        9445 Fabric, fur and leather cutters",10,0,0,
        9446 Industrial sewing machine operators,155,28450,31292,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",10,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",1360,38272,39566,
"        9461 Process control and machine operators, food and beverage processing",840,42329,43543,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",415,35901,31923,
        9463 Fish and seafood plant workers,20,0,0,
"        9465 Testers and graders, food and beverage processing",85,47566,43169,
      947 Printing equipment operators and related occupations,325,29070,35851,
        9471 Plateless printing equipment operators,150,32336,37560,
"        9472 Camera, platemaking and other prepress occupations",40,42569,40616,
        9473 Binding and finishing machine operators,65,32278,32925,
        9474 Photographic and film processors,75,22959,32235,
    95 Assemblers in manufacturing,2185,40793,42065,
"      952 Mechanical, electrical and electronics assemblers",1000,41429,42952,
        9521 Aircraft assemblers and aircraft assembly inspectors,0,0,0,
"        9522 Motor vehicle assemblers, inspectors and testers",120,33106,36568,
"        9523 Electronics assemblers, fabricators, inspectors and testers",160,32609,37210,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",75,41111,40764,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",45,58491,54055,
        9526 Mechanical assemblers and inspectors,545,43357,43621,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",60,59335,57385,
      953 Other assembly and related occupations,1180,40198,41311,
        9531 Boat assemblers and inspectors,10,0,0,
        9532 Furniture and fixture assemblers and inspectors,100,23384,27421,
        9533 Other wood products assemblers and inspectors,175,38540,39225,
        9534 Furniture finishers and refinishers,90,37432,34036,
"        9535 Plastic products assemblers, finishers and inspectors",105,40588,50180,
"        9536 Industrial painters, coaters and metal finishing process operators",435,48622,48557,
"        9537 Other products assemblers, finishers and inspectors",260,31201,35159,
"    96 Labourers in processing, manufacturing and utilities",4070,28872,35912,
"      961 Labourers in processing, manufacturing and utilities",4065,28872,35912,
        9611 Labourers in mineral and metal processing,325,50340,54857,
        9612 Labourers in metal fabrication,365,38500,40212,
        9613 Labourers in chemical products processing and utilities,205,29524,38505,
"        9614 Labourers in wood, pulp and paper processing",205,39087,45357,
        9615 Labourers in rubber and plastic products manufacturing,45,37686,50091,
        9616 Labourers in textile processing,10,0,0,
        9617 Labourers in food and beverage processing,1625,28708,30618,
        9618 Labourers in fish and seafood processing,25,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",1265,25144,34580,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
