"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Newfoundland and Labrador / Terre-Neuve-et-Labrador,,,,
Global non-response rate (GNR) =   6.8 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
        6321 Chefs,415,34707,40840,
        6322 Cooks,3910,18161,24640,
      633 Butchers and bakers,1165,23943,24712,
"        6331 Butchers, meat cutters and fishmongers - retail and wholesale",300,28549,27711,
        6332 Bakers,860,22722,23648,
      634 Specialized occupations in personal and customer services,1840,18400,23144,
        6341 Hairstylists and barbers,1535,17435,20564,
"        6342 Tailors, dressmakers, furriers and milliners",130,9741,16216,
        6343 Shoe repairers and shoemakers,10,0,0,
"        6344 Jewellers, jewellery and watch repairers and related occupations",40,0,0,
        6345 Upholsterers,25,0,0,
        6346 Funeral directors and embalmers,105,41622,63414,
    64 Sales representatives and salespersons - wholesale and retail trade,11575,17527,24863,
      641 Sales and account representatives - wholesale trade (non-technical),940,53450,53681,
        6411 Sales and account representatives - wholesale trade (non-technical),940,53450,53681,
      642 Retail salespersons,10635,15876,22316,
        6421 Retail salespersons,10640,15876,22316,
    65 Service representatives and other customer and personal services occupations,11040,17776,23955,
      651 Occupations in food and beverage service,4085,12096,14740,
        6511 MaÓtres d'hÙtel and hosts/hostesses,235,5983,7415,
        6512 Bartenders,910,15491,17461,
        6513 Food and beverage servers,2940,12009,14479,
      652 Occupations in travel and accommodation,1360,26156,29964,
        6521 Travel counsellors,280,32292,33600,
        6522 Pursers and flight attendants,205,49453,47232,
        6523 Airline ticket and service agents,295,22315,26887,
"        6524 Ground and water transport ticket agents, cargo service representatives and related clerks",65,22206,29714,
        6525 Hotel front desk clerks,520,21379,22908,
      653 Tourism and amusement services occupations,360,12229,21761,
        6531 Tour and travel guides,130,6352,8513,
        6532 Outdoor sport and recreational guides,225,12959,29174,
        6533 Casino occupations,0,0,0,
      654 Security guards and related security service occupations,1765,28605,35104,
        6541 Security guards and related security service occupations,1765,28605,35104,
      655 Customer and information services representatives,2680,27800,29908,
        6551 Customer services representatives - financial institutions,740,24763,24759,
        6552 Other customer and information services representatives,1940,29788,31874,
      656 Other occupations in personal service,795,13772,17142,
"        6561 Image, social and other personal consultants",35,0,0,
"        6562 Estheticians, electrologists and related occupations",500,15461,16892,
        6563 Pet groomers and animal care workers,255,12824,17561,
        6564 Other personal service occupations,0,0,0,
    66 Sales support occupations,11090,11260,14621,
      661 Cashiers,7755,10339,12890,
        6611 Cashiers,7755,10339,12890,
      662 Other sales support and related occupations,3335,15137,18646,
        6621 Service station attendants,445,15056,18535,
"        6622 Store shelf stockers, clerks and order fillers",2685,15266,18110,
        6623 Other sales related occupations,210,11419,25789,
"    67 Service support and other service occupations, n.e.c.",15405,17312,23796,
"      671 Food counter attendants, kitchen helpers and related support occupations",5355,11014,16941,
"        6711 Food counter attendants, kitchen helpers and related support occupations",5355,11014,16941,
"      672 Support occupations in accommodation, travel and amusement services",610,9782,17995,
"        6721 Support occupations in accommodation, travel and facilities set-up services",80,17386,23738,
"        6722 Operators and attendants in amusement, recreation and sport",530,9464,17154,
      673 Cleaners,8650,22763,28404,
        6731 Light duty cleaners,3750,18598,22585,
        6732 Specialized cleaners,595,19699,25695,
"        6733 Janitors, caretakers and building superintendents",4305,30452,33841,
"      674 Other service support and related occupations, n.e.c.",795,21563,24294,
"        6741 Dry cleaning, laundry and related occupations",355,37933,35937,
"        6742 Other service support occupations, n.e.c.",440,10244,14856,
"  7 Trades, transport and equipment operators and related occupations",51660,48220,58150,
"    72 Industrial, electrical and construction trades",18805,56773,65298,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",1735,91626,96356,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",345,121197,119912,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",355,111113,109781,
"        7203 Contractors and supervisors, pipefitting trades",135,134376,136732,
"        7204 Contractors and supervisors, carpentry trades",430,68783,78832,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",470,52616,73420,
"      723 Machining, metal forming, shaping and erecting trades",3635,70841,76605,
        7231 Machinists and machining and tooling inspectors,145,63039,71720,
        7232 Tool and die makers,15,0,0,
        7233 Sheet metal workers,365,67265,69091,
        7234 Boilermakers,130,91203,81939,
        7235 Structural metal and platework fabricators and fitters,95,70903,66310,
        7236 Ironworkers,1045,83673,83682,
        7237 Welders and related machine operators,1835,67784,74685,
      724 Electrical trades and electrical power line and telecommunications workers,4395,67589,73028,
        7241 Electricians (except industrial and power system),2220,55726,62342,
        7242 Industrial electricians,965,87631,91535,
        7243 Power system electricians,195,113772,116912,
        7244 Electrical power line and cable workers,450,95984,85898,
        7245 Telecommunications line and cable workers,215,50835,53847,
        7246 Telecommunications installation and repair workers,335,62715,59597,
        7247 Cable television service and maintenance technicians,15,0,0,
"      725 Plumbers, pipefitters and gas fitters",1680,66595,72137,
        7251 Plumbers,580,57288,58195,
"        7252 Steamfitters, pipefitters and sprinkler system installers",1090,75676,79408,
        7253 Gas fitters,10,0,0,
      727 Carpenters and cabinetmakers,4985,35196,45125,
        7271 Carpenters,4815,35443,45621,
        7272 Cabinetmakers,170,33381,31356,
      728 Masonry and plastering trades,815,44488,49398,
        7281 Bricklayers,125,38244,42463,
        7282 Concrete finishers,300,72321,67643,
        7283 Tilesetters,70,21601,28514,
"        7284 Plasterers, drywall installers and finishers and lathers",320,42242,39747,
      729 Other construction trades,1560,33524,48014,
        7291 Roofers and shinglers,265,18694,28436,
        7292 Glaziers,90,43529,42430,
        7293 Insulators,440,69867,71642,
        7294 Painters and decorators (except interior decorators),570,28001,45737,
        7295 Floor covering installers,190,25174,29613,
    73 Maintenance and equipment operation trades,8265,61729,73036,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",1340,77120,95015,
"        7301 Contractors and supervisors, mechanic trades",375,90658,107364,
"        7302 Contractors and supervisors, heavy equipment operator crews",820,78404,94312,
"        7303 Supervisors, printing and related occupations",15,0,0,
"        7304 Supervisors, railway transport operations",10,0,0,
"        7305 Supervisors, motor transport and other ground transit operators",120,57323,69394,
      731 Machinery and transportation equipment mechanics (except motor vehicles),2870,82115,84761,
        7311 Construction millwrights and industrial mechanics,1440,90071,88471,
        7312 Heavy-duty equipment mechanics,810,83053,89522,
"        7313 Heating, refrigeration and air conditioning mechanics",230,55250,59090,
        7314 Railway carmen/women,0,0,0,
        7315 Aircraft mechanics and aircraft inspectors,370,74662,76581,
        7316 Machine fitters,10,0,0,
        7318 Elevator constructors and mechanics,10,0,0,
      732 Automotive service technicians,2755,43927,47761,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",2350,43846,48396,
        7322 Motor vehicle body repairers,400,44081,44064,
      733 Other mechanics and related repairers,405,37331,44386,
        7331 Oil and solid fuel heating mechanics,110,43508,47043,
        7332 Appliance servicers and repairers,50,32643,36621,
        7333 Electrical mechanics,70,62931,62784,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",85,34389,41469,
        7335 Other small engine and small equipment repairers,90,29755,34728,
      736 Train crew operating occupations,30,0,0,
        7361 Railway and yard locomotive engineers,10,0,0,
        7362 Railway conductors and brakemen/women,15,0,0,
"      737 Crane operators, drillers and blasters",480,104940,108301,
        7371 Crane operators,410,108784,110050,
"        7372 Drillers and blasters - surface mining, quarrying and construction",45,60641,62482,
        7373 Water well drillers,25,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",400,58972,75983,
        7381 Printing press operators,95,41532,39068,
"        7384 Other trades and related occupations, n.e.c.",305,72446,87266,
"    74 Other installers, repairers and servicers and material handlers",3900,22969,32932,
"      744 Other installers, repairers and servicers",745,27832,34135,
        7441 Residential and commercial installers and servicers,460,24367,29162,
        7442 Waterworks and gas maintenance workers,80,44484,58743,
        7444 Pest controllers and fumigators,35,42302,41664,
        7445 Other repairers and servicers,165,16359,34185,
      745 Longshore workers and material handlers,3155,21872,32647,
        7451 Longshore workers,520,28723,39311,
        7452 Material handlers,2635,21764,31338,
    75 Transport and heavy equipment operation and related maintenance occupations,13240,45063,52017,
      751 Motor vehicle and transit drivers,7190,36982,44784,
        7511 Transport truck drivers,4520,48040,54353,
"        7512 Bus drivers, subway operators and other transit operators",1080,27358,33103,
        7513 Taxi and limousine drivers and chauffeurs,525,8741,16844,
        7514 Delivery and courier service drivers,1065,27738,29873,
      752 Heavy equipment operators,4430,57528,63450,
        7521 Heavy equipment operators (except crane),3900,59475,65902,
        7522 Public works maintenance equipment operators and related workers,530,44907,45371,
      753 Other transport equipment operators and related maintenance workers,1615,49854,52846,
        7531 Railway yard and track maintenance workers,40,49394,62396,
        7532 Water transport deck and engine room crew,860,62099,63813,
        7533 Boat and cable ferry operators and related occupations,165,43371,52408,
        7534 Air transport ramp attendants,260,33161,35565,
        7535 Other automotive mechanical installers and servicers,290,32276,34612,
"    76 Trades helpers, construction labourers and related occupations",7445,34631,47674,
      761 Trades helpers and labourers,6365,36730,50622,
        7611 Construction trades helpers and labourers,6170,37140,50955,
        7612 Other trades helpers and labourers,195,31354,40124,
"      762 Public works and other labourers, n.e.c.",1080,22526,30379,
        7621 Public works and maintenance labourers,1035,22915,30935,
        7622 Railway and motor transport labourers,50,14681,17962,
"  8 Natural resources, agriculture and related production occupations",13800,26099,46911,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",8360,27668,51672,
"      821 Supervisors, logging and forestry",35,72487,78339,
"        8211 Supervisors, logging and forestry",35,72487,78339,
"      822 Contractors and supervisors, mining, oil and gas",630,135862,154138,
"        8221 Supervisors, mining and quarrying",280,136371,131787,
"        8222 Contractors and supervisors, oil and gas drilling and services",355,134398,171812,
"      823 Underground miners, oil and gas drillers and related occupations",950,100119,104523,
        8231 Underground production and development miners,505,102994,101763,
"        8232 Oil and gas well drillers, servicers, testers and related workers",440,88987,107680,
      824 Logging machinery operators,110,49740,46387,
        8241 Logging machinery operators,115,49740,46387,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",165,33068,37405,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",60,38165,37755,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",110,30512,37218,
      826 Fishing vessel masters and fishermen/women,6465,21759,34221,
        8261 Fishing masters and officers,350,67428,91886,
        8262 Fishermen/women,6110,20880,30913,
"    84 Workers in natural resources, agriculture and related production",3040,23965,40629,
      841 Mine service workers and operators in oil and gas drilling,490,85146,90011,
        8411 Underground mine service and support workers,155,76314,76997,
        8412 Oil and gas well drilling and related workers and services operators,335,93722,96047,
      842 Logging and forestry workers,340,17511,31336,
        8421 Chain saw and skidder operators,190,16425,33407,
        8422 Silviculture and forestry workers,155,19445,28722,
      843 Agriculture and horticulture workers,995,15160,21382,
        8431 General farm workers,835,15876,22849,
        8432 Nursery and greenhouse workers,160,12180,13714,
      844 Other workers in fishing and trapping and hunting occupations,1210,25091,39060,
        8441 Fishing vessel deckhands,1210,25091,39060,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",2405,21782,38292,
"      861 Harvesting, landscaping and natural resources labourers",2400,21782,38292,
        8611 Harvesting labourers,75,8064,9850,
        8612 Landscaping and grounds maintenance labourers,1260,14319,23306,
        8613 Aquaculture and marine harvest labourers,225,23544,31799,
        8614 Mine labourers,210,56575,62487,
"        8615 Oil and gas drilling, servicing and related labourers",520,76390,76013,
        8616 Logging and forestry labourers,110,11867,18967,
  9 Occupations in manufacturing and utilities,11230,16987,36105,
"    92 Processing, manufacturing and utilities supervisors and central control operators",2160,79860,87885,
"      921 Supervisors, processing and manufacturing occupations",720,60035,77495,
"        9211 Supervisors, mineral and metal processing",100,105359,103064,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",245,109488,124456,
"        9213 Supervisors, food and beverage processing",300,25653,36332,
"        9214 Supervisors, plastic and rubber products manufacturing",10,0,0,
"        9215 Supervisors, forest products processing",40,61996,71720,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",25,0,41394,
"      922 Supervisors, assembly and fabrication",50,63712,80276,
"        9221 Supervisors, motor vehicle assembling",10,0,0,
"        9222 Supervisors, electronics manufacturing",0,0,0,
"        9223 Supervisors, electrical products manufacturing",0,0,0,
"        9224 Supervisors, furniture and fixtures manufacturing",15,0,0,
"        9226 Supervisors, other mechanical and metal products manufacturing",25,0,0,
"        9227 Supervisors, other products manufacturing and assembly",10,0,0,
      923 Central control and process operators in processing and manufacturing,445,99897,109256,
"        9231 Central control and process operators, mineral and metal processing",55,89520,94207,
"        9232 Central control and process operators, petroleum, gas and chemical processing",350,113169,117871,
"        9235 Pulping, papermaking and coating control operators",50,62002,63388,
      924 Utilities equipment operators and controllers,935,79750,86061,
        9241 Power engineers and power systems operators,730,84278,93355,
        9243 Water and waste treatment plant operators,205,61730,59892,
    94 Processing and manufacturing machine operators and related production workers,3420,14056,25844,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,275,65439,73754,
"        9411 Machine operators, mineral and metal processing",120,91248,82496,
        9412 Foundry workers,0,0,0,
        9413 Glass forming and finishing machine operators and glass cutters,20,0,0,
"        9414 Concrete, clay and stone forming operators",40,44953,60579,
"        9415 Inspectors and testers, mineral and metal processing",25,0,111379,
        9416 Metalworking and forging machine operators,40,44199,67188,
        9417 Machining tool operators,15,0,0,
        9418 Other metal products machine operators,15,0,0,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",100,42020,49431,
        9421 Chemical plant machine operators,30,0,0,
        9422 Plastics processing machine operators,25,0,31697,
        9423 Rubber processing machine operators and related workers,45,42226,48113,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,175,33658,34039,
        9431 Sawmill machine operators,30,27546,23699,
        9432 Pulp mill machine operators,10,0,0,
        9433 Papermaking and finishing machine operators,25,0,0,
        9434 Other wood processing machine operators,20,0,0,
        9435 Paper converting machine operators,10,0,0,
        9436 Lumber graders and other wood processing inspectors and graders,25,0,0,
        9437 Woodworking machine operators,60,33682,31659,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",150,21164,23388,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",25,0,0,
"        9442 Weavers, knitters and other fabric making occupations",60,20222,23205,
"        9445 Fabric, fur and leather cutters",10,0,0,
        9446 Industrial sewing machine operators,50,21125,25136,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",10,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",2585,12371,19405,
"        9461 Process control and machine operators, food and beverage processing",230,33008,36150,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",95,15094,21806,
        9463 Fish and seafood plant workers,2035,11618,17263,
"        9465 Testers and graders, food and beverage processing",220,14026,20623,
      947 Printing equipment operators and related occupations,140,25238,26246,
        9471 Plateless printing equipment operators,55,35940,35728,
"        9472 Camera, platemaking and other prepress occupations",10,0,0,
        9473 Binding and finishing machine operators,25,0,0,
        9474 Photographic and film processors,50,19271,18577,
    95 Assemblers in manufacturing,755,29071,34763,
"      952 Mechanical, electrical and electronics assemblers",160,37577,45102,
        9521 Aircraft assemblers and aircraft assembly inspectors,0,0,0,
"        9522 Motor vehicle assemblers, inspectors and testers",75,37511,36146,
"        9523 Electronics assemblers, fabricators, inspectors and testers",15,0,0,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",20,0,0,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,
        9526 Mechanical assemblers and inspectors,35,26082,30187,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",0,0,0,
      953 Other assembly and related occupations,595,27263,31999,
        9531 Boat assemblers and inspectors,75,20219,31752,
        9532 Furniture and fixture assemblers and inspectors,35,22910,26169,
        9533 Other wood products assemblers and inspectors,95,21698,26544,
        9534 Furniture finishers and refinishers,35,28048,23521,
"        9535 Plastic products assemblers, finishers and inspectors",40,21990,21724,
"        9536 Industrial painters, coaters and metal finishing process operators",120,41826,56238,
"        9537 Other products assemblers, finishers and inspectors",205,26447,24857,
"    96 Labourers in processing, manufacturing and utilities",4895,12258,20656,
"      961 Labourers in processing, manufacturing and utilities",4895,12258,20656,
        9611 Labourers in mineral and metal processing,145,45205,52610,
        9612 Labourers in metal fabrication,90,38958,48417,
        9613 Labourers in chemical products processing and utilities,120,40647,50910,
"        9614 Labourers in wood, pulp and paper processing",150,13217,27560,
        9615 Labourers in rubber and plastic products manufacturing,50,20039,22738,
        9616 Labourers in textile processing,40,19728,19041,
        9617 Labourers in food and beverage processing,725,20174,24110,
        9618 Labourers in fish and seafood processing,2990,10874,13983,
"        9619 Other labourers in processing, manufacturing and utilities",585,17475,30138,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
