"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Alberta [1],,,,
Global non-response rate (GNR) =   6.1 %,,,,
Visible minority (15) = Total - Visible minority [2],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [3]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [4],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [5],Median employment income in 2015 ($) [6],Average employment income in 2015 ($) [7], 
    64 Sales representatives and salespersons - wholesale and retail trade,100975,20107,34822,
      641 Sales and account representatives - wholesale trade (non-technical),12175,63463,85652,
        6411 Sales and account representatives - wholesale trade (non-technical),12175,63463,85652,
      642 Retail salespersons,88800,17334,27852,
        6421 Retail salespersons,88800,17334,27852,
    65 Service representatives and other customer and personal services occupations,104000,21009,28000,
      651 Occupations in food and beverage service,40135,12012,15189,
        6511 MaÓtres d'hÙtel and hosts/hostesses,4385,5463,8312,
        6512 Bartenders,5745,15753,18681,
        6513 Food and beverage servers,30010,12334,15526,
      652 Occupations in travel and accommodation,10240,34514,38345,
        6521 Travel counsellors,2125,34654,38649,
        6522 Pursers and flight attendants,2400,53026,51833,
        6523 Airline ticket and service agents,2320,41122,43009,
"        6524 Ground and water transport ticket agents, cargo service representatives and related clerks",215,29722,33799,
        6525 Hotel front desk clerks,3180,24737,24856,
      653 Tourism and amusement services occupations,3080,24760,28321,
        6531 Tour and travel guides,280,11965,20846,
        6532 Outdoor sport and recreational guides,485,15496,23609,
        6533 Casino occupations,2325,26277,30187,
      654 Security guards and related security service occupations,12575,36268,39585,
        6541 Security guards and related security service occupations,12575,36268,39585,
      655 Customer and information services representatives,27585,35168,39438,
        6551 Customer services representatives - financial institutions,7645,29571,32676,
        6552 Other customer and information services representatives,19935,38822,42032,
      656 Other occupations in personal service,10395,17679,22813,
"        6561 Image, social and other personal consultants",320,15884,24259,
"        6562 Estheticians, electrologists and related occupations",6625,19116,23658,
        6563 Pet groomers and animal care workers,3110,15553,21187,
        6564 Other personal service occupations,335,12690,19805,
    66 Sales support occupations,66675,12634,18106,
      661 Cashiers,39305,10780,14868,
        6611 Cashiers,39305,10780,14868,
      662 Other sales support and related occupations,27370,16464,22755,
        6621 Service station attendants,2435,13501,24069,
"        6622 Store shelf stockers, clerks and order fillers",21245,18097,22196,
        6623 Other sales related occupations,3695,11322,25105,
"    67 Service support and other service occupations, n.e.c.",123195,17734,24532,
"      671 Food counter attendants, kitchen helpers and related support occupations",48795,11179,16138,
"        6711 Food counter attendants, kitchen helpers and related support occupations",48795,11179,16138,
"      672 Support occupations in accommodation, travel and amusement services",6040,9605,19584,
"        6721 Support occupations in accommodation, travel and facilities set-up services",495,18213,23155,
"        6722 Operators and attendants in amusement, recreation and sport",5545,9021,19266,
      673 Cleaners,61890,25869,31663,
        6731 Light duty cleaners,27695,19695,23551,
        6732 Specialized cleaners,6320,26606,33198,
"        6733 Janitors, caretakers and building superintendents",27880,35235,39372,
"      674 Other service support and related occupations, n.e.c.",6465,19804,24252,
"        6741 Dry cleaning, laundry and related occupations",2860,27110,30559,
"        6742 Other service support occupations, n.e.c.",3600,10562,19243,
"  7 Trades, transport and equipment operators and related occupations",402395,54943,62744,
"    72 Industrial, electrical and construction trades",149105,58100,65862,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",16735,75952,85211,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",2995,92879,110314,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",2875,101290,108105,
"        7203 Contractors and supervisors, pipefitting trades",1635,97465,100390,
"        7204 Contractors and supervisors, carpentry trades",2865,58590,63582,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",6365,57760,68880,
"      723 Machining, metal forming, shaping and erecting trades",33070,63024,68767,
        7231 Machinists and machining and tooling inspectors,4360,60492,67412,
        7232 Tool and die makers,320,52411,58201,
        7233 Sheet metal workers,3290,55243,65423,
        7234 Boilermakers,1145,89857,97124,
        7235 Structural metal and platework fabricators and fitters,605,67067,73275,
        7236 Ironworkers,2905,75367,77796,
        7237 Welders and related machine operators,20455,62424,66754,
      724 Electrical trades and electrical power line and telecommunications workers,32200,72758,78979,
        7241 Electricians (except industrial and power system),18245,60274,67561,
        7242 Industrial electricians,6650,97371,102605,
        7243 Power system electricians,1115,100523,101239,
        7244 Electrical power line and cable workers,2195,123891,116471,
        7245 Telecommunications line and cable workers,1180,63813,64426,
        7246 Telecommunications installation and repair workers,2780,66209,65097,
        7247 Cable television service and maintenance technicians,35,66924,77314,
"      725 Plumbers, pipefitters and gas fitters",18185,68070,73179,
        7251 Plumbers,9890,58368,64745,
"        7252 Steamfitters, pipefitters and sprinkler system installers",7160,81416,83718,
        7253 Gas fitters,1135,82650,80198,
      727 Carpenters and cabinetmakers,21790,44296,48389,
        7271 Carpenters,19910,44686,48945,
        7272 Cabinetmakers,1880,41704,42503,
      728 Masonry and plastering trades,10150,39806,43813,
        7281 Bricklayers,1525,50089,55635,
        7282 Concrete finishers,2325,47322,52391,
        7283 Tilesetters,1280,29993,33679,
"        7284 Plasterers, drywall installers and finishers and lathers",5020,32939,38837,
      729 Other construction trades,16965,37197,44010,
        7291 Roofers and shinglers,2775,39795,42931,
        7292 Glaziers,1600,48821,53138,
        7293 Insulators,3795,63117,67539,
        7294 Painters and decorators (except interior decorators),6640,24027,30894,
        7295 Floor covering installers,2150,28626,37581,
    73 Maintenance and equipment operation trades,74000,73774,81314,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",13020,88194,98723,
"        7301 Contractors and supervisors, mechanic trades",3330,91038,101080,
"        7302 Contractors and supervisors, heavy equipment operator crews",7485,90161,101768,
"        7303 Supervisors, printing and related occupations",170,52581,57496,
"        7304 Supervisors, railway transport operations",395,100514,96576,
"        7305 Supervisors, motor transport and other ground transit operators",1640,72300,84809,
      731 Machinery and transportation equipment mechanics (except motor vehicles),26420,82410,90730,
        7311 Construction millwrights and industrial mechanics,9635,86407,96973,
        7312 Heavy-duty equipment mechanics,10650,86548,94235,
"        7313 Heating, refrigeration and air conditioning mechanics",2960,71426,71409,
        7314 Railway carmen/women,355,72572,70912,
        7315 Aircraft mechanics and aircraft inspectors,1910,71541,72621,
        7316 Machine fitters,170,63946,64359,
        7318 Elevator constructors and mechanics,745,101483,98401,
      732 Automotive service technicians,24125,59793,64505,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",20190,60262,64032,
        7322 Motor vehicle body repairers,3940,56072,66935,
      733 Other mechanics and related repairers,2580,55587,59559,
        7331 Oil and solid fuel heating mechanics,275,51131,57960,
        7332 Appliance servicers and repairers,825,46082,50049,
        7333 Electrical mechanics,530,87935,89205,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",590,53642,55339,
        7335 Other small engine and small equipment repairers,355,45003,45652,
      736 Train crew operating occupations,1610,98313,93661,
        7361 Railway and yard locomotive engineers,765,112146,105746,
        7362 Railway conductors and brakemen/women,850,89420,82774,
"      737 Crane operators, drillers and blasters",3470,89813,95982,
        7371 Crane operators,2915,95800,100630,
"        7372 Drillers and blasters - surface mining, quarrying and construction",365,63387,70516,
        7373 Water well drillers,195,68166,73356,
"      738 Printing press operators and other trades and related occupations, n.e.c.",2765,46669,50774,
        7381 Printing press operators,1120,45284,47113,
"        7384 Other trades and related occupations, n.e.c.",1650,48558,53268,
"    74 Other installers, repairers and servicers and material handlers",33630,41080,44791,
"      744 Other installers, repairers and servicers",11190,43678,48619,
        7441 Residential and commercial installers and servicers,6875,38776,42095,
        7442 Waterworks and gas maintenance workers,1555,74688,80838,
        7444 Pest controllers and fumigators,470,40136,43150,
        7445 Other repairers and servicers,2285,43625,47460,
      745 Longshore workers and material handlers,22440,40394,42883,
        7451 Longshore workers,115,37526,41164,
        7452 Material handlers,22325,40414,42891,
    75 Transport and heavy equipment operation and related maintenance occupations,106890,50696,57248,
      751 Motor vehicle and transit drivers,75795,43993,49443,
        7511 Transport truck drivers,46815,54964,58266,
"        7512 Bus drivers, subway operators and other transit operators",12630,32830,41691,
        7513 Taxi and limousine drivers and chauffeurs,7145,15417,22297,
        7514 Delivery and courier service drivers,9205,33304,36278,
      752 Heavy equipment operators,24585,72118,82727,
        7521 Heavy equipment operators (except crane),21385,75371,85727,
        7522 Public works maintenance equipment operators and related workers,3200,62648,62655,
      753 Other transport equipment operators and related maintenance workers,6510,40698,51904,
        7531 Railway yard and track maintenance workers,890,73732,77596,
        7532 Water transport deck and engine room crew,25,0,0,
        7533 Boat and cable ferry operators and related occupations,30,0,0,
        7534 Air transport ramp attendants,1690,38955,42124,
        7535 Other automotive mechanical installers and servicers,3875,36596,50152,
"    76 Trades helpers, construction labourers and related occupations",38775,39256,46038,
      761 Trades helpers and labourers,33900,39050,46319,
        7611 Construction trades helpers and labourers,32480,39187,46478,
        7612 Other trades helpers and labourers,1420,34764,42689,
"      762 Public works and other labourers, n.e.c.",4875,41418,44087,
        7621 Public works and maintenance labourers,4105,43401,45316,
        7622 Railway and motor transport labourers,770,31885,37566,
"  8 Natural resources, agriculture and related production occupations",71795,39961,59546,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",24545,82915,99384,
"      821 Supervisors, logging and forestry",430,79686,83884,
"        8211 Supervisors, logging and forestry",430,79686,83884,
"      822 Contractors and supervisors, mining, oil and gas",11785,109859,128014,
"        8221 Supervisors, mining and quarrying",940,145492,148852,
"        8222 Contractors and supervisors, oil and gas drilling and services",10845,105836,126210,
"      823 Underground miners, oil and gas drillers and related occupations",7010,86480,91862,
        8231 Underground production and development miners,625,100562,100277,
"        8232 Oil and gas well drillers, servicers, testers and related workers",6380,84302,91041,
      824 Logging machinery operators,770,63668,61694,
        8241 Logging machinery operators,765,63668,61694,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",4485,37748,44132,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",1720,36124,40299,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",2765,38477,46511,
      826 Fishing vessel masters and fishermen/women,65,82783,79571,
        8261 Fishing masters and officers,0,0,0,
        8262 Fishermen/women,65,87127,83471,
"    84 Workers in natural resources, agriculture and related production",23775,30883,43716,
      841 Mine service workers and operators in oil and gas drilling,6055,83131,89112,
        8411 Underground mine service and support workers,115,94599,98993,
        8412 Oil and gas well drilling and related workers and services operators,5935,83009,88920,
      842 Logging and forestry workers,1260,33437,40825,
        8421 Chain saw and skidder operators,400,44075,46368,
        8422 Silviculture and forestry workers,860,30624,38256,
      843 Agriculture and horticulture workers,16395,19468,27279,
        8431 General farm workers,14915,20639,28407,
        8432 Nursery and greenhouse workers,1480,11817,15909,
      844 Other workers in fishing and trapping and hunting occupations,70,4516,21283,
        8441 Fishing vessel deckhands,10,0,0,
        8442 Trappers and hunters,65,4297,19094,
"    86 Harvesting, landscaping and natural resources labourers",23470,21329,33923,
"      861 Harvesting, landscaping and natural resources labourers",23470,21329,33923,
        8611 Harvesting labourers,345,16024,22433,
        8612 Landscaping and grounds maintenance labourers,16335,15437,22969,
        8613 Aquaculture and marine harvest labourers,15,0,0,
        8614 Mine labourers,340,52388,63046,
"        8615 Oil and gas drilling, servicing and related labourers",5995,52411,62667,
        8616 Logging and forestry labourers,440,25502,34811,
  9 Occupations in manufacturing and utilities,74440,53225,74043,
"    92 Processing, manufacturing and utilities supervisors and central control operators",28865,109362,121098,
"      921 Supervisors, processing and manufacturing occupations",6820,95015,113083,
"        9211 Supervisors, mineral and metal processing",850,86898,90532,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",3895,122918,138018,
"        9213 Supervisors, food and beverage processing",950,60172,63132,
"        9214 Supervisors, plastic and rubber products manufacturing",355,61792,69818,
"        9215 Supervisors, forest products processing",685,88767,99367,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",105,46630,54178,
"      922 Supervisors, assembly and fabrication",1155,66345,74839,
"        9221 Supervisors, motor vehicle assembling",90,69649,69819,
"        9222 Supervisors, electronics manufacturing",85,68427,86391,
"        9223 Supervisors, electrical products manufacturing",120,83675,99673,
"        9224 Supervisors, furniture and fixtures manufacturing",185,57737,64455,
"        9226 Supervisors, other mechanical and metal products manufacturing",295,76383,79683,
"        9227 Supervisors, other products manufacturing and assembly",375,62190,66674,
      923 Central control and process operators in processing and manufacturing,10785,122336,126928,
"        9231 Central control and process operators, mineral and metal processing",275,111213,111215,
"        9232 Central control and process operators, petroleum, gas and chemical processing",10355,122957,127864,
"        9235 Pulping, papermaking and coating control operators",155,90622,92992,
      924 Utilities equipment operators and controllers,10105,111630,125566,
        9241 Power engineers and power systems operators,8025,136596,139086,
        9243 Water and waste treatment plant operators,2080,67361,73349,
    94 Processing and manufacturing machine operators and related production workers,17970,43228,49535,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,4835,52061,55740,
"        9411 Machine operators, mineral and metal processing",740,75582,77529,
        9412 Foundry workers,105,46515,54284,
        9413 Glass forming and finishing machine operators and glass cutters,205,36711,36972,
"        9414 Concrete, clay and stone forming operators",765,46623,49444,
"        9415 Inspectors and testers, mineral and metal processing",250,69323,70191,
        9416 Metalworking and forging machine operators,1310,52541,52675,
        9417 Machining tool operators,735,50373,50820,
        9418 Other metal products machine operators,725,49082,51274,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",2075,51137,64998,
        9421 Chemical plant machine operators,755,60618,79859,
        9422 Plastics processing machine operators,895,43926,55014,
        9423 Rubber processing machine operators and related workers,425,53705,59543,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,2420,62720,63896,
        9431 Sawmill machine operators,745,62745,68672,
        9432 Pulp mill machine operators,250,98223,100172,
        9433 Papermaking and finishing machine operators,90,64684,72838,
        9434 Other wood processing machine operators,485,59856,56112,
        9435 Paper converting machine operators,155,53257,54535,
        9436 Lumber graders and other wood processing inspectors and graders,270,73267,69010,
        9437 Woodworking machine operators,415,38677,40806,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",1390,25983,26451,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",150,32042,32335,
"        9442 Weavers, knitters and other fabric making occupations",290,25963,22599,
"        9445 Fabric, fur and leather cutters",115,23362,23927,
        9446 Industrial sewing machine operators,770,26435,27428,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",65,19640,22932,
"      946 Machine operators and related workers in food, beverage and associated products processing",5810,40297,41357,
"        9461 Process control and machine operators, food and beverage processing",2295,46937,48083,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",3010,38889,36904,
        9463 Fish and seafood plant workers,30,0,0,
"        9465 Testers and graders, food and beverage processing",480,39212,38339,
      947 Printing equipment operators and related occupations,1435,35372,37553,
        9471 Plateless printing equipment operators,470,37847,37519,
"        9472 Camera, platemaking and other prepress occupations",195,49452,50439,
        9473 Binding and finishing machine operators,475,35366,40261,
        9474 Photographic and film processors,295,21280,24846,
    95 Assemblers in manufacturing,9805,42763,45958,
"      952 Mechanical, electrical and electronics assemblers",3305,43945,47140,
        9521 Aircraft assemblers and aircraft assembly inspectors,60,69274,58698,
"        9522 Motor vehicle assemblers, inspectors and testers",555,44170,45881,
"        9523 Electronics assemblers, fabricators, inspectors and testers",865,36216,38999,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",680,44770,47126,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",195,46649,62450,
        9526 Mechanical assemblers and inspectors,835,48036,52329,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",115,42687,44866,
      953 Other assembly and related occupations,6500,41810,45357,
        9531 Boat assemblers and inspectors,40,36897,43455,
        9532 Furniture and fixture assemblers and inspectors,675,35583,38594,
        9533 Other wood products assemblers and inspectors,935,41128,42959,
        9534 Furniture finishers and refinishers,540,38785,38815,
"        9535 Plastic products assemblers, finishers and inspectors",680,41082,46313,
"        9536 Industrial painters, coaters and metal finishing process operators",1715,50518,54093,
"        9537 Other products assemblers, finishers and inspectors",1915,39546,42651,
"    96 Labourers in processing, manufacturing and utilities",17800,34677,37943,
"      961 Labourers in processing, manufacturing and utilities",17805,34677,37943,
        9611 Labourers in mineral and metal processing,750,38913,43907,
        9612 Labourers in metal fabrication,1885,36694,41299,
        9613 Labourers in chemical products processing and utilities,980,48144,60364,
"        9614 Labourers in wood, pulp and paper processing",1155,45930,48980,
        9615 Labourers in rubber and plastic products manufacturing,310,39574,39640,
        9616 Labourers in textile processing,155,28365,30612,
        9617 Labourers in food and beverage processing,6555,34205,33942,
        9618 Labourers in fish and seafood processing,40,25774,20053,
"        9619 Other labourers in processing, manufacturing and utilities",5965,31099,34909,
Note,,,,
[1] Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements.,,,,
"[2] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[2] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[2] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[3] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[4] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[5] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[6] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
