"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Ottawa - Gatineau,,,,
Global non-response rate (GNR) =   4.0 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
"        6561 Image, social and other personal consultants",140,28744,35886,
"        6562 Estheticians, electrologists and related occupations",2035,17282,20170,
        6563 Pet groomers and animal care workers,810,12957,15879,
        6564 Other personal service occupations,55,9211,10128,
    66 Sales support occupations,22320,9936,13984,
      661 Cashiers,13815,8568,11518,
        6611 Cashiers,13815,8568,11518,
      662 Other sales support and related occupations,8505,13479,17992,
        6621 Service station attendants,395,15130,16772,
"        6622 Store shelf stockers, clerks and order fillers",6595,13341,16357,
        6623 Other sales related occupations,1510,14448,25438,
"    67 Service support and other service occupations, n.e.c.",35135,15899,21173,
"      671 Food counter attendants, kitchen helpers and related support occupations",13710,9590,13179,
"        6711 Food counter attendants, kitchen helpers and related support occupations",13710,9590,13179,
"      672 Support occupations in accommodation, travel and amusement services",1580,6761,13114,
"        6721 Support occupations in accommodation, travel and facilities set-up services",230,11145,19161,
"        6722 Operators and attendants in amusement, recreation and sport",1345,5985,12075,
      673 Cleaners,17950,24390,27684,
        6731 Light duty cleaners,9710,21034,22855,
        6732 Specialized cleaners,1325,19335,23759,
"        6733 Janitors, caretakers and building superintendents",6915,33061,35219,
"      674 Other service support and related occupations, n.e.c.",1895,19001,24031,
"        6741 Dry cleaning, laundry and related occupations",615,26664,27078,
"        6742 Other service support occupations, n.e.c.",1280,14902,22565,
"  7 Trades, transport and equipment operators and related occupations",63340,37829,41950,
"    72 Industrial, electrical and construction trades",21815,41218,44898,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",2670,50959,54113,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",130,68668,69155,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",490,73200,78254,
"        7203 Contractors and supervisors, pipefitting trades",120,70973,72482,
"        7204 Contractors and supervisors, carpentry trades",580,37467,43196,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",1355,44623,47101,
"      723 Machining, metal forming, shaping and erecting trades",2105,48142,48988,
        7231 Machinists and machining and tooling inspectors,440,46107,45514,
        7232 Tool and die makers,50,53397,50184,
        7233 Sheet metal workers,635,53025,54475,
        7234 Boilermakers,10,0,0,
        7235 Structural metal and platework fabricators and fitters,15,0,0,
        7236 Ironworkers,220,67660,65553,
        7237 Welders and related machine operators,730,40036,40925,
      724 Electrical trades and electrical power line and telecommunications workers,4230,57895,60123,
        7241 Electricians (except industrial and power system),2140,56183,55908,
        7242 Industrial electricians,240,70049,69099,
        7243 Power system electricians,100,83485,88619,
        7244 Electrical power line and cable workers,200,92685,88475,
        7245 Telecommunications line and cable workers,305,52573,59045,
        7246 Telecommunications installation and repair workers,1165,55286,59968,
        7247 Cable television service and maintenance technicians,75,42082,43964,
"      725 Plumbers, pipefitters and gas fitters",1900,48126,51104,
        7251 Plumbers,1360,48365,49478,
"        7252 Steamfitters, pipefitters and sprinkler system installers",275,66497,67615,
        7253 Gas fitters,265,38230,42275,
      727 Carpenters and cabinetmakers,4585,34691,36585,
        7271 Carpenters,4155,34787,36933,
        7272 Cabinetmakers,425,33534,33211,
      728 Masonry and plastering trades,2530,36705,38860,
        7281 Bricklayers,845,38007,42532,
        7282 Concrete finishers,280,40671,45358,
        7283 Tilesetters,355,27566,32707,
"        7284 Plasterers, drywall installers and finishers and lathers",1055,35849,36261,
      729 Other construction trades,3795,26564,30133,
        7291 Roofers and shinglers,890,30798,33762,
        7292 Glaziers,345,44002,44217,
        7293 Insulators,270,33893,39039,
        7294 Painters and decorators (except interior decorators),1665,20225,25312,
        7295 Floor covering installers,625,22678,26138,
    73 Maintenance and equipment operation trades,11470,51254,53889,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",2070,63544,64834,
"        7301 Contractors and supervisors, mechanic trades",590,66789,65926,
"        7302 Contractors and supervisors, heavy equipment operator crews",1040,63129,65877,
"        7303 Supervisors, printing and related occupations",145,47654,47685,
"        7304 Supervisors, railway transport operations",45,87213,83178,
"        7305 Supervisors, motor transport and other ground transit operators",245,72307,64665,
      731 Machinery and transportation equipment mechanics (except motor vehicles),2760,63814,64791,
        7311 Construction millwrights and industrial mechanics,560,64536,63385,
        7312 Heavy-duty equipment mechanics,430,55157,56884,
"        7313 Heating, refrigeration and air conditioning mechanics",1165,55192,58015,
        7314 Railway carmen/women,10,0,0,
        7315 Aircraft mechanics and aircraft inspectors,335,78479,75461,
        7316 Machine fitters,15,0,0,
        7318 Elevator constructors and mechanics,245,102881,98086,
      732 Automotive service technicians,4910,42855,45155,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",4215,43273,45517,
        7322 Motor vehicle body repairers,695,40316,42949,
      733 Other mechanics and related repairers,630,39900,42857,
        7331 Oil and solid fuel heating mechanics,110,35302,38574,
        7332 Appliance servicers and repairers,220,34399,37815,
        7333 Electrical mechanics,130,65172,66005,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",110,33148,38338,
        7335 Other small engine and small equipment repairers,70,32807,28858,
      736 Train crew operating occupations,30,0,96377,
        7361 Railway and yard locomotive engineers,30,0,96377,
        7362 Railway conductors and brakemen/women,0,0,0,
"      737 Crane operators, drillers and blasters",200,55476,56485,
        7371 Crane operators,175,59579,59378,
"        7372 Drillers and blasters - surface mining, quarrying and construction",20,0,0,
        7373 Water well drillers,10,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",875,45810,48587,
        7381 Printing press operators,545,46958,50383,
"        7384 Other trades and related occupations, n.e.c.",330,42188,45615,
"    74 Other installers, repairers and servicers and material handlers",5645,26444,30340,
"      744 Other installers, repairers and servicers",2345,28842,33094,
        7441 Residential and commercial installers and servicers,1610,29004,32595,
        7442 Waterworks and gas maintenance workers,80,61329,58894,
        7444 Pest controllers and fumigators,85,43165,42539,
        7445 Other repairers and servicers,570,23739,29263,
      745 Longshore workers and material handlers,3300,25537,28381,
        7451 Longshore workers,0,0,0,
        7452 Material handlers,3295,25562,28412,
    75 Transport and heavy equipment operation and related maintenance occupations,17695,31580,37099,
      751 Motor vehicle and transit drivers,14785,29251,35510,
        7511 Transport truck drivers,4830,40447,40857,
"        7512 Bus drivers, subway operators and other transit operators",4230,50099,45402,
        7513 Taxi and limousine drivers and chauffeurs,2660,13921,17929,
        7514 Delivery and courier service drivers,3065,24296,28698,
      752 Heavy equipment operators,2070,53972,51433,
        7521 Heavy equipment operators (except crane),1420,55567,52890,
        7522 Public works maintenance equipment operators and related workers,650,52767,48259,
      753 Other transport equipment operators and related maintenance workers,845,25161,29799,
        7531 Railway yard and track maintenance workers,25,0,0,
        7532 Water transport deck and engine room crew,25,0,0,
        7533 Boat and cable ferry operators and related occupations,80,26098,31254,
        7534 Air transport ramp attendants,280,27358,29961,
        7535 Other automotive mechanical installers and servicers,435,24163,27622,
"    76 Trades helpers, construction labourers and related occupations",6715,29913,34534,
      761 Trades helpers and labourers,5870,28172,33142,
        7611 Construction trades helpers and labourers,5685,28061,32962,
        7612 Other trades helpers and labourers,185,31495,38651,
"      762 Public works and other labourers, n.e.c.",845,48830,44202,
        7621 Public works and maintenance labourers,800,50737,45371,
        7622 Railway and motor transport labourers,45,17441,22937,
"  8 Natural resources, agriculture and related production occupations",6480,15774,23044,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",1370,30329,41642,
"      821 Supervisors, logging and forestry",45,67112,62191,
"        8211 Supervisors, logging and forestry",45,67112,62191,
"      822 Contractors and supervisors, mining, oil and gas",95,69686,82135,
"        8221 Supervisors, mining and quarrying",65,62605,68813,
"        8222 Contractors and supervisors, oil and gas drilling and services",30,0,0,
"      823 Underground miners, oil and gas drillers and related occupations",140,68777,69868,
        8231 Underground production and development miners,75,75723,80746,
"        8232 Oil and gas well drillers, servicers, testers and related workers",65,44715,56894,
      824 Logging machinery operators,35,38691,34763,
        8241 Logging machinery operators,30,38691,34763,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",1055,26291,33691,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",130,16218,28681,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",925,26627,34411,
      826 Fishing vessel masters and fishermen/women,0,0,0,
        8261 Fishing masters and officers,0,0,0,
        8262 Fishermen/women,0,0,0,
"    84 Workers in natural resources, agriculture and related production",1170,14454,20180,
      841 Mine service workers and operators in oil and gas drilling,35,54326,47782,
        8411 Underground mine service and support workers,40,54326,47782,
        8412 Oil and gas well drilling and related workers and services operators,0,0,0,
      842 Logging and forestry workers,155,22152,23086,
        8421 Chain saw and skidder operators,70,12620,14900,
        8422 Silviculture and forestry workers,85,26402,29285,
      843 Agriculture and horticulture workers,970,12599,18372,
        8431 General farm workers,800,12342,18002,
        8432 Nursery and greenhouse workers,170,14430,20074,
      844 Other workers in fishing and trapping and hunting occupations,10,0,0,
        8441 Fishing vessel deckhands,0,0,0,
        8442 Trappers and hunters,10,0,0,
"    86 Harvesting, landscaping and natural resources labourers",3940,13245,17440,
"      861 Harvesting, landscaping and natural resources labourers",3940,13245,17440,
        8611 Harvesting labourers,65,25847,29198,
        8612 Landscaping and grounds maintenance labourers,3630,13078,17033,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,10,0,0,
"        8615 Oil and gas drilling, servicing and related labourers",25,0,0,
        8616 Logging and forestry labourers,210,10686,15235,
  9 Occupations in manufacturing and utilities,8170,36011,41121,
"    92 Processing, manufacturing and utilities supervisors and central control operators",1505,66471,65826,
"      921 Supervisors, processing and manufacturing occupations",440,65628,64632,
"        9211 Supervisors, mineral and metal processing",55,51818,50056,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",175,83666,78506,
"        9213 Supervisors, food and beverage processing",100,35051,44591,
"        9214 Supervisors, plastic and rubber products manufacturing",10,0,0,
"        9215 Supervisors, forest products processing",90,67796,74597,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",10,0,0,
"      922 Supervisors, assembly and fabrication",265,51607,59600,
"        9221 Supervisors, motor vehicle assembling",25,0,0,
"        9222 Supervisors, electronics manufacturing",90,55942,76772,
"        9223 Supervisors, electrical products manufacturing",15,0,0,
"        9224 Supervisors, furniture and fixtures manufacturing",40,35489,46380,
"        9226 Supervisors, other mechanical and metal products manufacturing",35,54358,52423,
"        9227 Supervisors, other products manufacturing and assembly",70,49292,55241,
      923 Central control and process operators in processing and manufacturing,140,70936,77616,
"        9231 Central control and process operators, mineral and metal processing",0,0,0,
"        9232 Central control and process operators, petroleum, gas and chemical processing",70,90595,84853,
"        9235 Pulping, papermaking and coating control operators",75,69551,71058,
      924 Utilities equipment operators and controllers,655,70316,66687,
        9241 Power engineers and power systems operators,390,73156,72997,
        9243 Water and waste treatment plant operators,265,62983,57383,
    94 Processing and manufacturing machine operators and related production workers,2595,35657,38115,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,530,38590,38652,
"        9411 Machine operators, mineral and metal processing",60,51898,48260,
        9412 Foundry workers,45,25221,31503,
        9413 Glass forming and finishing machine operators and glass cutters,40,40063,34243,
"        9414 Concrete, clay and stone forming operators",105,44325,40402,
"        9415 Inspectors and testers, mineral and metal processing",10,0,0,
        9416 Metalworking and forging machine operators,105,39126,32861,
        9417 Machining tool operators,70,32868,35173,
        9418 Other metal products machine operators,85,37718,44568,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",215,35414,40446,
        9421 Chemical plant machine operators,95,41271,43498,
        9422 Plastics processing machine operators,80,30436,43356,
        9423 Rubber processing machine operators and related workers,40,19018,27588,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,575,49477,48167,
        9431 Sawmill machine operators,95,24134,24262,
        9432 Pulp mill machine operators,100,61361,63304,
        9433 Papermaking and finishing machine operators,155,61621,56399,
        9434 Other wood processing machine operators,60,34681,35525,
        9435 Paper converting machine operators,80,63819,57351,
        9436 Lumber graders and other wood processing inspectors and graders,35,41638,45014,
        9437 Woodworking machine operators,55,34275,39241,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",270,23411,27420,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",50,33174,37121,
"        9442 Weavers, knitters and other fabric making occupations",65,29892,28393,
"        9445 Fabric, fur and leather cutters",0,0,0,
        9446 Industrial sewing machine operators,130,20802,20461,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",15,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",400,25463,31382,
"        9461 Process control and machine operators, food and beverage processing",340,25717,32821,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",30,0,0,
        9463 Fish and seafood plant workers,20,0,0,
"        9465 Testers and graders, food and beverage processing",15,0,0,
      947 Printing equipment operators and related occupations,605,33204,36501,
        9471 Plateless printing equipment operators,180,30205,31591,
"        9472 Camera, platemaking and other prepress occupations",120,45547,56143,
        9473 Binding and finishing machine operators,205,30963,31242,
        9474 Photographic and film processors,100,23247,32196,
    95 Assemblers in manufacturing,1965,34335,39524,
"      952 Mechanical, electrical and electronics assemblers",1075,36005,42496,
        9521 Aircraft assemblers and aircraft assembly inspectors,25,0,0,
"        9522 Motor vehicle assemblers, inspectors and testers",120,19468,25532,
"        9523 Electronics assemblers, fabricators, inspectors and testers",705,37590,44275,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",135,35987,46267,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",0,0,0,
        9526 Mechanical assemblers and inspectors,70,34985,36309,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",20,0,0,
      953 Other assembly and related occupations,890,32010,35941,
        9531 Boat assemblers and inspectors,15,0,0,
        9532 Furniture and fixture assemblers and inspectors,95,32602,32583,
        9533 Other wood products assemblers and inspectors,110,29303,35344,
        9534 Furniture finishers and refinishers,90,23187,27370,
"        9535 Plastic products assemblers, finishers and inspectors",60,32123,33665,
"        9536 Industrial painters, coaters and metal finishing process operators",115,36292,38781,
"        9537 Other products assemblers, finishers and inspectors",400,32110,36144,
"    96 Labourers in processing, manufacturing and utilities",2115,25366,28741,
"      961 Labourers in processing, manufacturing and utilities",2115,25366,28741,
        9611 Labourers in mineral and metal processing,65,33609,31756,
        9612 Labourers in metal fabrication,115,34889,34598,
        9613 Labourers in chemical products processing and utilities,75,37579,39247,
"        9614 Labourers in wood, pulp and paper processing",255,33511,39079,
        9615 Labourers in rubber and plastic products manufacturing,40,37087,35092,
        9616 Labourers in textile processing,40,47896,43940,
        9617 Labourers in food and beverage processing,490,19563,21226,
        9618 Labourers in fish and seafood processing,15,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",1010,23162,27401,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
