"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Calgary,,,,
Global non-response rate (GNR) =   4.9 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
      673 Cleaners,19210,25968,31019,
        6731 Light duty cleaners,10020,20442,23611,
        6732 Specialized cleaners,1765,26716,30853,
"        6733 Janitors, caretakers and building superintendents",7420,38124,41066,
"      674 Other service support and related occupations, n.e.c.",2680,15934,22419,
"        6741 Dry cleaning, laundry and related occupations",1010,25786,32254,
"        6742 Other service support occupations, n.e.c.",1670,8198,16455,
"  7 Trades, transport and equipment operators and related occupations",111150,47919,53665,
"    72 Industrial, electrical and construction trades",43125,52694,58492,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",5065,69287,73134,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",570,84262,90094,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",865,98203,103445,
"        7203 Contractors and supervisors, pipefitting trades",355,97552,97424,
"        7204 Contractors and supervisors, carpentry trades",995,58212,60783,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",2285,51885,59036,
"      723 Machining, metal forming, shaping and erecting trades",7265,61939,64250,
        7231 Machinists and machining and tooling inspectors,955,58531,59099,
        7232 Tool and die makers,105,52476,54291,
        7233 Sheet metal workers,1160,54250,58016,
        7234 Boilermakers,110,70662,67995,
        7235 Structural metal and platework fabricators and fitters,160,70151,73840,
        7236 Ironworkers,880,69594,71924,
        7237 Welders and related machine operators,3895,63700,65410,
      724 Electrical trades and electrical power line and telecommunications workers,9510,66864,71855,
        7241 Electricians (except industrial and power system),5920,56805,64192,
        7242 Industrial electricians,1400,90135,90804,
        7243 Power system electricians,305,103754,108413,
        7244 Electrical power line and cable workers,340,134358,130048,
        7245 Telecommunications line and cable workers,435,55209,59352,
        7246 Telecommunications installation and repair workers,1095,69120,65584,
        7247 Cable television service and maintenance technicians,15,0,0,
"      725 Plumbers, pipefitters and gas fitters",4780,60957,63531,
        7251 Plumbers,3385,57070,59168,
"        7252 Steamfitters, pipefitters and sprinkler system installers",1150,71829,73724,
        7253 Gas fitters,250,68657,75792,
      727 Carpenters and cabinetmakers,6785,43201,46762,
        7271 Carpenters,5920,43426,47300,
        7272 Cabinetmakers,865,42818,43073,
      728 Masonry and plastering trades,3910,38750,41839,
        7281 Bricklayers,605,50266,54132,
        7282 Concrete finishers,730,44578,48856,
        7283 Tilesetters,625,28896,34051,
"        7284 Plasterers, drywall installers and finishers and lathers",1950,33497,37931,
      729 Other construction trades,5805,31427,37377,
        7291 Roofers and shinglers,1000,33262,38897,
        7292 Glaziers,675,49258,51633,
        7293 Insulators,785,50209,54110,
        7294 Painters and decorators (except interior decorators),2625,22659,30068,
        7295 Floor covering installers,720,26011,30392,
    73 Maintenance and equipment operation trades,17965,67330,71427,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",3225,82181,86368,
"        7301 Contractors and supervisors, mechanic trades",885,80569,84396,
"        7302 Contractors and supervisors, heavy equipment operator crews",1720,85465,92160,
"        7303 Supervisors, printing and related occupations",75,49982,53615,
"        7304 Supervisors, railway transport operations",120,93793,88166,
"        7305 Supervisors, motor transport and other ground transit operators",415,69070,72011,
      731 Machinery and transportation equipment mechanics (except motor vehicles),5815,74736,78735,
        7311 Construction millwrights and industrial mechanics,1805,74592,79260,
        7312 Heavy-duty equipment mechanics,1305,80635,84280,
"        7313 Heating, refrigeration and air conditioning mechanics",1135,67682,69655,
        7314 Railway carmen/women,100,74805,73430,
        7315 Aircraft mechanics and aircraft inspectors,1065,72566,74788,
        7316 Machine fitters,45,81108,81878,
        7318 Elevator constructors and mechanics,360,101666,97186,
      732 Automotive service technicians,6415,57937,60841,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",5175,57754,59959,
        7322 Motor vehicle body repairers,1240,58861,64508,
      733 Other mechanics and related repairers,800,50040,53796,
        7331 Oil and solid fuel heating mechanics,110,36636,48161,
        7332 Appliance servicers and repairers,290,45986,48726,
        7333 Electrical mechanics,135,78384,73438,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",185,52184,53062,
        7335 Other small engine and small equipment repairers,80,46368,48197,
      736 Train crew operating occupations,235,83849,78763,
        7361 Railway and yard locomotive engineers,110,102267,92219,
        7362 Railway conductors and brakemen/women,125,72607,67344,
"      737 Crane operators, drillers and blasters",615,81676,85287,
        7371 Crane operators,520,84689,86908,
"        7372 Drillers and blasters - surface mining, quarrying and construction",75,63641,73774,
        7373 Water well drillers,20,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",865,44127,49508,
        7381 Printing press operators,470,44629,48752,
"        7384 Other trades and related occupations, n.e.c.",390,40566,50409,
"    74 Other installers, repairers and servicers and material handlers",12435,38558,40261,
"      744 Other installers, repairers and servicers",3535,40985,44590,
        7441 Residential and commercial installers and servicers,2500,38954,41421,
        7442 Waterworks and gas maintenance workers,305,74942,85098,
        7444 Pest controllers and fumigators,85,50840,52984,
        7445 Other repairers and servicers,645,30555,36419,
      745 Longshore workers and material handlers,8900,38089,38541,
        7451 Longshore workers,50,38058,39241,
        7452 Material handlers,8850,38090,38537,
    75 Transport and heavy equipment operation and related maintenance occupations,26745,39086,44891,
      751 Motor vehicle and transit drivers,20955,34860,40680,
        7511 Transport truck drivers,10635,45866,48004,
"        7512 Bus drivers, subway operators and other transit operators",4120,37217,43266,
        7513 Taxi and limousine drivers and chauffeurs,3135,14563,17925,
        7514 Delivery and courier service drivers,3060,33591,35039,
      752 Heavy equipment operators,3605,65562,69441,
        7521 Heavy equipment operators (except crane),2835,66408,70877,
        7522 Public works maintenance equipment operators and related workers,770,63592,64159,
      753 Other transport equipment operators and related maintenance workers,2190,37169,44770,
        7531 Railway yard and track maintenance workers,230,70821,76011,
        7532 Water transport deck and engine room crew,15,0,0,
        7533 Boat and cable ferry operators and related occupations,0,0,0,
        7534 Air transport ramp attendants,1075,38963,43413,
        7535 Other automotive mechanical installers and servicers,870,32151,38461,
"    76 Trades helpers, construction labourers and related occupations",10880,35921,42095,
      761 Trades helpers and labourers,9820,35761,41936,
        7611 Construction trades helpers and labourers,9470,35803,42031,
        7612 Other trades helpers and labourers,350,34585,39387,
"      762 Public works and other labourers, n.e.c.",1055,37560,43571,
        7621 Public works and maintenance labourers,905,47125,46616,
        7622 Railway and motor transport labourers,155,16680,25489,
"  8 Natural resources, agriculture and related production occupations",12175,30959,57667,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",4480,71578,101304,
"      821 Supervisors, logging and forestry",20,0,0,
"        8211 Supervisors, logging and forestry",25,0,0,
"      822 Contractors and supervisors, mining, oil and gas",1795,117706,150160,
"        8221 Supervisors, mining and quarrying",140,116883,132481,
"        8222 Contractors and supervisors, oil and gas drilling and services",1650,117921,151689,
"      823 Underground miners, oil and gas drillers and related occupations",1205,80591,93591,
        8231 Underground production and development miners,55,131827,132909,
"        8232 Oil and gas well drillers, servicers, testers and related workers",1150,77946,91606,
      824 Logging machinery operators,45,46704,48882,
        8241 Logging machinery operators,40,46704,48882,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",1405,38050,47961,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",270,31264,38389,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",1140,39052,50209,
      826 Fishing vessel masters and fishermen/women,0,0,0,
        8261 Fishing masters and officers,0,0,0,
        8262 Fishermen/women,10,0,0,
"    84 Workers in natural resources, agriculture and related production",1840,32260,53453,
      841 Mine service workers and operators in oil and gas drilling,585,80323,110291,
        8411 Underground mine service and support workers,30,0,57986,
        8412 Oil and gas well drilling and related workers and services operators,560,81949,112920,
      842 Logging and forestry workers,140,45868,49803,
        8421 Chain saw and skidder operators,20,0,0,
        8422 Silviculture and forestry workers,120,43652,49209,
      843 Agriculture and horticulture workers,1105,13301,23874,
        8431 General farm workers,890,14200,26100,
        8432 Nursery and greenhouse workers,220,9968,14777,
      844 Other workers in fishing and trapping and hunting occupations,0,0,0,
        8441 Fishing vessel deckhands,0,0,0,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",5855,16450,25610,
"      861 Harvesting, landscaping and natural resources labourers",5855,16450,25610,
        8611 Harvesting labourers,100,34021,32330,
        8612 Landscaping and grounds maintenance labourers,5160,15204,22364,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,65,30514,44968,
"        8615 Oil and gas drilling, servicing and related labourers",425,50803,61304,
        8616 Logging and forestry labourers,100,9853,19300,
  9 Occupations in manufacturing and utilities,18720,44501,57277,
"    92 Processing, manufacturing and utilities supervisors and central control operators",4600,84608,104687,
"      921 Supervisors, processing and manufacturing occupations",1455,80842,96143,
"        9211 Supervisors, mineral and metal processing",250,80252,78869,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",710,99112,124144,
"        9213 Supervisors, food and beverage processing",280,59016,64437,
"        9214 Supervisors, plastic and rubber products manufacturing",95,55534,51934,
"        9215 Supervisors, forest products processing",80,76952,89641,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",45,46632,52462,
"      922 Supervisors, assembly and fabrication",380,61501,76890,
"        9221 Supervisors, motor vehicle assembling",15,0,0,
"        9222 Supervisors, electronics manufacturing",50,65030,89128,
"        9223 Supervisors, electrical products manufacturing",65,82382,110988,
"        9224 Supervisors, furniture and fixtures manufacturing",70,44509,52773,
"        9226 Supervisors, other mechanical and metal products manufacturing",70,86604,84036,
"        9227 Supervisors, other products manufacturing and assembly",110,57549,66812,
      923 Central control and process operators in processing and manufacturing,1185,104137,118221,
"        9231 Central control and process operators, mineral and metal processing",60,74095,71389,
"        9232 Central control and process operators, petroleum, gas and chemical processing",1080,112556,122877,
"        9235 Pulping, papermaking and coating control operators",45,68606,66376,
      924 Utilities equipment operators and controllers,1585,88885,109114,
        9241 Power engineers and power systems operators,1200,97821,122284,
        9243 Water and waste treatment plant operators,385,68159,68177,
    94 Processing and manufacturing machine operators and related production workers,5220,41474,44728,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,1565,51029,53264,
"        9411 Machine operators, mineral and metal processing",140,72079,71784,
        9412 Foundry workers,10,0,0,
        9413 Glass forming and finishing machine operators and glass cutters,110,43752,45553,
"        9414 Concrete, clay and stone forming operators",355,49676,50642,
"        9415 Inspectors and testers, mineral and metal processing",85,76633,75756,
        9416 Metalworking and forging machine operators,470,53555,53732,
        9417 Machining tool operators,155,48827,54620,
        9418 Other metal products machine operators,245,38602,41354,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",530,41930,43929,
        9421 Chemical plant machine operators,135,37626,44946,
        9422 Plastics processing machine operators,335,41840,43320,
        9423 Rubber processing machine operators and related workers,55,45385,45018,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,495,44141,48356,
        9431 Sawmill machine operators,45,41569,62494,
        9432 Pulp mill machine operators,10,0,0,
        9433 Papermaking and finishing machine operators,20,0,0,
        9434 Other wood processing machine operators,80,28130,40361,
        9435 Paper converting machine operators,100,61586,56362,
        9436 Lumber graders and other wood processing inspectors and graders,25,0,49252,
        9437 Woodworking machine operators,215,36571,38433,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",445,25910,28184,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",30,0,33705,
"        9442 Weavers, knitters and other fabric making occupations",80,31843,29929,
"        9445 Fabric, fur and leather cutters",20,0,25926,
        9446 Industrial sewing machine operators,295,25673,28519,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",20,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",1620,39904,41989,
"        9461 Process control and machine operators, food and beverage processing",730,45931,46308,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",735,38513,37292,
        9463 Fish and seafood plant workers,0,0,0,
"        9465 Testers and graders, food and beverage processing",150,41793,43742,
      947 Printing equipment operators and related occupations,570,34465,39566,
        9471 Plateless printing equipment operators,185,32619,37395,
"        9472 Camera, platemaking and other prepress occupations",105,47724,50497,
        9473 Binding and finishing machine operators,215,33688,41773,
        9474 Photographic and film processors,70,19776,21906,
    95 Assemblers in manufacturing,3790,40824,42860,
"      952 Mechanical, electrical and electronics assemblers",1555,42299,44132,
        9521 Aircraft assemblers and aircraft assembly inspectors,40,40222,50271,
"        9522 Motor vehicle assemblers, inspectors and testers",180,42013,40320,
"        9523 Electronics assemblers, fabricators, inspectors and testers",530,35866,39279,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",420,44573,46488,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",100,43701,59978,
        9526 Mechanical assemblers and inspectors,215,49822,49890,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",65,33317,31899,
      953 Other assembly and related occupations,2240,39969,41976,
        9531 Boat assemblers and inspectors,10,0,0,
        9532 Furniture and fixture assemblers and inspectors,390,36312,40288,
        9533 Other wood products assemblers and inspectors,265,43492,42428,
        9534 Furniture finishers and refinishers,245,39866,39939,
"        9535 Plastic products assemblers, finishers and inspectors",185,40812,45055,
"        9536 Industrial painters, coaters and metal finishing process operators",445,41670,43511,
"        9537 Other products assemblers, finishers and inspectors",695,39967,41575,
"    96 Labourers in processing, manufacturing and utilities",5105,34826,38063,
"      961 Labourers in processing, manufacturing and utilities",5105,34826,38063,
        9611 Labourers in mineral and metal processing,180,35112,39295,
        9612 Labourers in metal fabrication,425,37954,44899,
        9613 Labourers in chemical products processing and utilities,195,61316,72189,
"        9614 Labourers in wood, pulp and paper processing",225,42945,40620,
        9615 Labourers in rubber and plastic products manufacturing,75,43746,39334,
        9616 Labourers in textile processing,70,30023,33369,
        9617 Labourers in food and beverage processing,1905,36193,36980,
        9618 Labourers in fish and seafood processing,0,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",2020,31394,34125,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
