"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Manitoba,,,,
Global non-response rate (GNR) =   5.3 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",1645,47781,54256,
"      723 Machining, metal forming, shaping and erecting trades",6965,48255,50481,
        7231 Machinists and machining and tooling inspectors,1090,55227,54616,
        7232 Tool and die makers,185,58974,57288,
        7233 Sheet metal workers,780,48300,49392,
        7234 Boilermakers,105,75076,75708,
        7235 Structural metal and platework fabricators and fitters,145,41724,40845,
        7236 Ironworkers,380,52398,60777,
        7237 Welders and related machine operators,4285,46530,48119,
      724 Electrical trades and electrical power line and telecommunications workers,7010,67020,65622,
        7241 Electricians (except industrial and power system),3755,52727,56265,
        7242 Industrial electricians,905,76155,78168,
        7243 Power system electricians,370,83526,83657,
        7244 Electrical power line and cable workers,765,92203,87064,
        7245 Telecommunications line and cable workers,405,70943,66819,
        7246 Telecommunications installation and repair workers,755,70744,66636,
        7247 Cable television service and maintenance technicians,55,61969,57784,
"      725 Plumbers, pipefitters and gas fitters",3135,50687,56203,
        7251 Plumbers,2285,48350,54792,
"        7252 Steamfitters, pipefitters and sprinkler system installers",620,54089,57639,
        7253 Gas fitters,235,63706,66127,
      727 Carpenters and cabinetmakers,6745,33406,36537,
        7271 Carpenters,6115,33030,36764,
        7272 Cabinetmakers,630,35776,34333,
      728 Masonry and plastering trades,2260,36196,38207,
        7281 Bricklayers,450,37301,40362,
        7282 Concrete finishers,425,40555,43090,
        7283 Tilesetters,220,36123,35912,
"        7284 Plasterers, drywall installers and finishers and lathers",1160,33234,36014,
      729 Other construction trades,3865,28408,32282,
        7291 Roofers and shinglers,1010,26983,30789,
        7292 Glaziers,185,36928,38623,
        7293 Insulators,300,41286,43542,
        7294 Painters and decorators (except interior decorators),1735,25347,29660,
        7295 Floor covering installers,630,30432,34650,
    73 Maintenance and equipment operation trades,21225,54775,58168,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",3275,65279,70869,
"        7301 Contractors and supervisors, mechanic trades",795,64928,64764,
"        7302 Contractors and supervisors, heavy equipment operator crews",1705,66907,74903,
"        7303 Supervisors, printing and related occupations",100,60244,57805,
"        7304 Supervisors, railway transport operations",225,84224,99088,
"        7305 Supervisors, motor transport and other ground transit operators",450,56241,55358,
      731 Machinery and transportation equipment mechanics (except motor vehicles),6940,64670,65467,
        7311 Construction millwrights and industrial mechanics,2180,69474,71558,
        7312 Heavy-duty equipment mechanics,2335,62973,63653,
"        7313 Heating, refrigeration and air conditioning mechanics",1035,56614,57395,
        7314 Railway carmen/women,330,69866,71662,
        7315 Aircraft mechanics and aircraft inspectors,940,62190,61866,
        7316 Machine fitters,45,37040,43775,
        7318 Elevator constructors and mechanics,70,91647,89202,
      732 Automotive service technicians,7680,42400,45218,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",6300,42269,44557,
        7322 Motor vehicle body repairers,1380,43799,48226,
      733 Other mechanics and related repairers,680,41553,43313,
        7331 Oil and solid fuel heating mechanics,50,27624,44907,
        7332 Appliance servicers and repairers,215,37133,41075,
        7333 Electrical mechanics,150,57065,60414,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",145,38370,39224,
        7335 Other small engine and small equipment repairers,120,22430,30163,
      736 Train crew operating occupations,895,92996,92027,
        7361 Railway and yard locomotive engineers,430,108526,103873,
        7362 Railway conductors and brakemen/women,465,80140,81158,
"      737 Crane operators, drillers and blasters",545,59513,68496,
        7371 Crane operators,450,59630,70885,
"        7372 Drillers and blasters - surface mining, quarrying and construction",75,66237,63713,
        7373 Water well drillers,25,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",1210,41286,42850,
        7381 Printing press operators,905,41981,45259,
"        7384 Other trades and related occupations, n.e.c.",305,37117,35698,
"    74 Other installers, repairers and servicers and material handlers",8655,33264,34843,
"      744 Other installers, repairers and servicers",2730,33840,37086,
        7441 Residential and commercial installers and servicers,1760,30734,35280,
        7442 Waterworks and gas maintenance workers,285,49403,51199,
        7444 Pest controllers and fumigators,190,30796,32684,
        7445 Other repairers and servicers,495,37547,37052,
      745 Longshore workers and material handlers,5915,33053,33808,
        7451 Longshore workers,45,26350,31014,
        7452 Material handlers,5875,33127,33830,
    75 Transport and heavy equipment operation and related maintenance occupations,30255,36297,39676,
      751 Motor vehicle and transit drivers,24130,33943,37465,
        7511 Transport truck drivers,15295,40914,42870,
"        7512 Bus drivers, subway operators and other transit operators",3540,28956,33941,
        7513 Taxi and limousine drivers and chauffeurs,2085,15928,17788,
        7514 Delivery and courier service drivers,3210,25005,28379,
      752 Heavy equipment operators,4340,48037,50045,
        7521 Heavy equipment operators (except crane),3555,50185,52314,
        7522 Public works maintenance equipment operators and related workers,785,40720,39760,
      753 Other transport equipment operators and related maintenance workers,1785,37454,44348,
        7531 Railway yard and track maintenance workers,625,68291,67730,
        7532 Water transport deck and engine room crew,0,0,0,
        7533 Boat and cable ferry operators and related occupations,30,50827,44009,
        7534 Air transport ramp attendants,445,30161,33224,
        7535 Other automotive mechanical installers and servicers,680,28594,30355,
"    76 Trades helpers, construction labourers and related occupations",10275,28463,32156,
      761 Trades helpers and labourers,8560,28191,31957,
        7611 Construction trades helpers and labourers,8170,27933,31731,
        7612 Other trades helpers and labourers,390,31298,36689,
"      762 Public works and other labourers, n.e.c.",1720,29495,33149,
        7621 Public works and maintenance labourers,1455,28440,31776,
        7622 Railway and motor transport labourers,260,34478,40842,
"  8 Natural resources, agriculture and related production occupations",18585,22794,34124,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",3995,55507,67182,
"      821 Supervisors, logging and forestry",50,44945,46338,
"        8211 Supervisors, logging and forestry",50,44945,46338,
"      822 Contractors and supervisors, mining, oil and gas",520,116472,119541,
"        8221 Supervisors, mining and quarrying",315,123299,125023,
"        8222 Contractors and supervisors, oil and gas drilling and services",205,102867,111127,
"      823 Underground miners, oil and gas drillers and related occupations",1320,93981,95000,
        8231 Underground production and development miners,990,103106,99849,
"        8232 Oil and gas well drillers, servicers, testers and related workers",330,71951,80485,
      824 Logging machinery operators,130,41615,45320,
        8241 Logging machinery operators,130,41615,45320,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",1360,40692,45229,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",650,42909,47608,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",705,35226,43040,
      826 Fishing vessel masters and fishermen/women,620,10663,18417,
        8261 Fishing masters and officers,30,15445,20837,
        8262 Fishermen/women,590,10635,18294,
"    84 Workers in natural resources, agriculture and related production",9305,21811,26704,
      841 Mine service workers and operators in oil and gas drilling,330,80070,78742,
        8411 Underground mine service and support workers,195,85659,86899,
        8412 Oil and gas well drilling and related workers and services operators,140,70001,67511,
      842 Logging and forestry workers,285,25637,31202,
        8421 Chain saw and skidder operators,140,18782,31427,
        8422 Silviculture and forestry workers,140,28103,30979,
      843 Agriculture and horticulture workers,8580,20249,24705,
        8431 General farm workers,7980,21542,25210,
        8432 Nursery and greenhouse workers,595,11470,17959,
      844 Other workers in fishing and trapping and hunting occupations,105,10611,13051,
        8441 Fishing vessel deckhands,75,13291,17765,
        8442 Trappers and hunters,30,5741,1747,
"    86 Harvesting, landscaping and natural resources labourers",5285,14794,22210,
"      861 Harvesting, landscaping and natural resources labourers",5290,14794,22210,
        8611 Harvesting labourers,335,17082,19664,
        8612 Landscaping and grounds maintenance labourers,4240,12681,17093,
        8613 Aquaculture and marine harvest labourers,20,0,0,
        8614 Mine labourers,340,70038,67911,
"        8615 Oil and gas drilling, servicing and related labourers",230,52735,54134,
        8616 Logging and forestry labourers,120,13801,19209,
  9 Occupations in manufacturing and utilities,30210,37384,42947,
"    92 Processing, manufacturing and utilities supervisors and central control operators",4980,60751,67534,
"      921 Supervisors, processing and manufacturing occupations",1850,61926,69668,
"        9211 Supervisors, mineral and metal processing",300,61552,69834,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",580,85722,87946,
"        9213 Supervisors, food and beverage processing",615,56743,59695,
"        9214 Supervisors, plastic and rubber products manufacturing",160,51173,56954,
"        9215 Supervisors, forest products processing",135,58175,63521,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",50,39334,36020,
"      922 Supervisors, assembly and fabrication",755,56915,61205,
"        9221 Supervisors, motor vehicle assembling",135,65282,66785,
"        9222 Supervisors, electronics manufacturing",40,45803,55704,
"        9223 Supervisors, electrical products manufacturing",55,54427,78722,
"        9224 Supervisors, furniture and fixtures manufacturing",235,51528,52120,
"        9226 Supervisors, other mechanical and metal products manufacturing",180,67584,68987,
"        9227 Supervisors, other products manufacturing and assembly",105,55028,53606,
      923 Central control and process operators in processing and manufacturing,405,73647,78301,
"        9231 Central control and process operators, mineral and metal processing",80,78805,75553,
"        9232 Central control and process operators, petroleum, gas and chemical processing",270,85024,84923,
"        9235 Pulping, papermaking and coating control operators",50,45190,47986,
      924 Utilities equipment operators and controllers,1975,61179,65753,
        9241 Power engineers and power systems operators,1270,71424,76063,
        9243 Water and waste treatment plant operators,705,44975,47209,
    94 Processing and manufacturing machine operators and related production workers,10220,36655,42312,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,2295,41798,43455,
"        9411 Machine operators, mineral and metal processing",300,59194,59602,
        9412 Foundry workers,215,47869,46000,
        9413 Glass forming and finishing machine operators and glass cutters,90,32378,33453,
"        9414 Concrete, clay and stone forming operators",150,36987,36907,
"        9415 Inspectors and testers, mineral and metal processing",75,49307,47468,
        9416 Metalworking and forging machine operators,755,39418,39710,
        9417 Machining tool operators,485,41170,43250,
        9418 Other metal products machine operators,230,38895,40018,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",1330,38410,44746,
        9421 Chemical plant machine operators,445,39299,47737,
        9422 Plastics processing machine operators,670,37366,41610,
        9423 Rubber processing machine operators and related workers,210,41750,48373,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,1090,33585,36029,
        9431 Sawmill machine operators,145,30473,31844,
        9432 Pulp mill machine operators,20,0,75256,
        9433 Papermaking and finishing machine operators,60,43494,50536,
        9434 Other wood processing machine operators,120,31894,31450,
        9435 Paper converting machine operators,185,46581,47850,
        9436 Lumber graders and other wood processing inspectors and graders,50,34078,35924,
        9437 Woodworking machine operators,505,31622,30565,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",1185,23165,22794,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",100,19409,20256,
"        9442 Weavers, knitters and other fabric making occupations",90,21936,21443,
"        9445 Fabric, fur and leather cutters",100,26615,28635,
        9446 Industrial sewing machine operators,855,23092,22525,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",45,32645,22875,
"      946 Machine operators and related workers in food, beverage and associated products processing",3390,39584,52324,
"        9461 Process control and machine operators, food and beverage processing",1235,40849,75760,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",1790,39509,39695,
        9463 Fish and seafood plant workers,65,22820,21723,
"        9465 Testers and graders, food and beverage processing",300,40040,37949,
      947 Printing equipment operators and related occupations,935,30937,31702,
        9471 Plateless printing equipment operators,275,31414,32155,
"        9472 Camera, platemaking and other prepress occupations",95,44030,45596,
        9473 Binding and finishing machine operators,420,30701,31473,
        9474 Photographic and film processors,140,15796,21699,
    95 Assemblers in manufacturing,7580,36693,38816,
"      952 Mechanical, electrical and electronics assemblers",3250,45578,45718,
        9521 Aircraft assemblers and aircraft assembly inspectors,550,63083,64168,
"        9522 Motor vehicle assemblers, inspectors and testers",270,36219,39494,
"        9523 Electronics assemblers, fabricators, inspectors and testers",370,32772,34119,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",305,34936,39017,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",125,48189,42833,
        9526 Mechanical assemblers and inspectors,1565,46517,44718,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",65,40200,42030,
      953 Other assembly and related occupations,4330,32987,33640,
        9531 Boat assemblers and inspectors,10,0,0,
        9532 Furniture and fixture assemblers and inspectors,880,31895,30827,
        9533 Other wood products assemblers and inspectors,315,30317,30790,
        9534 Furniture finishers and refinishers,470,32662,31660,
"        9535 Plastic products assemblers, finishers and inspectors",460,33162,34302,
"        9536 Industrial painters, coaters and metal finishing process operators",1035,39878,42419,
"        9537 Other products assemblers, finishers and inspectors",1155,29915,29267,
"    96 Labourers in processing, manufacturing and utilities",7420,30982,31542,
"      961 Labourers in processing, manufacturing and utilities",7425,30982,31542,
        9611 Labourers in mineral and metal processing,295,39900,41935,
        9612 Labourers in metal fabrication,490,34326,35825,
        9613 Labourers in chemical products processing and utilities,275,34931,36520,
"        9614 Labourers in wood, pulp and paper processing",335,32958,43151,
        9615 Labourers in rubber and plastic products manufacturing,180,25454,27802,
        9616 Labourers in textile processing,60,29774,29840,
        9617 Labourers in food and beverage processing,3450,30775,29714,
        9618 Labourers in fish and seafood processing,150,25483,25237,
"        9619 Other labourers in processing, manufacturing and utilities",2190,29675,30455,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
