"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Québec,,,,
Global non-response rate (GNR) =   4.3 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
"        7252 Steamfitters, pipefitters and sprinkler system installers",435,62928,58507,
        7253 Gas fitters,30,0,0,
      727 Carpenters and cabinetmakers,5070,39238,40089,
        7271 Carpenters,4435,41420,41886,
        7272 Cabinetmakers,640,30002,27645,
      728 Masonry and plastering trades,1520,39995,40040,
        7281 Bricklayers,365,36094,38283,
        7282 Concrete finishers,335,44596,44102,
        7283 Tilesetters,340,40187,40183,
"        7284 Plasterers, drywall installers and finishers and lathers",485,39189,38471,
      729 Other construction trades,1925,37357,39364,
        7291 Roofers and shinglers,435,34818,37692,
        7292 Glaziers,280,45584,46169,
        7293 Insulators,195,52606,56605,
        7294 Painters and decorators (except interior decorators),840,31240,32489,
        7295 Floor covering installers,170,43810,46562,
    73 Maintenance and equipment operation trades,10350,49031,52030,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",1795,59172,62144,
"        7301 Contractors and supervisors, mechanic trades",845,56251,59627,
"        7302 Contractors and supervisors, heavy equipment operator crews",750,67186,66518,
"        7303 Supervisors, printing and related occupations",90,46848,47703,
"        7304 Supervisors, railway transport operations",15,0,0,
"        7305 Supervisors, motor transport and other ground transit operators",90,51502,56582,
      731 Machinery and transportation equipment mechanics (except motor vehicles),2470,53931,57786,
        7311 Construction millwrights and industrial mechanics,1005,51954,57503,
        7312 Heavy-duty equipment mechanics,605,51004,51125,
"        7313 Heating, refrigeration and air conditioning mechanics",455,59354,60044,
        7314 Railway carmen/women,20,0,0,
        7315 Aircraft mechanics and aircraft inspectors,195,63288,61154,
        7316 Machine fitters,15,0,0,
        7318 Elevator constructors and mechanics,170,73974,69481,
      732 Automotive service technicians,3970,44147,44295,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",3275,44639,44855,
        7322 Motor vehicle body repairers,695,42815,41657,
      733 Other mechanics and related repairers,1080,48755,48666,
        7331 Oil and solid fuel heating mechanics,60,68408,64869,
        7332 Appliance servicers and repairers,240,43170,41071,
        7333 Electrical mechanics,580,50664,50637,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",140,43714,45471,
        7335 Other small engine and small equipment repairers,55,47839,50304,
      736 Train crew operating occupations,170,101979,95613,
        7361 Railway and yard locomotive engineers,115,111625,98862,
        7362 Railway conductors and brakemen/women,55,86916,88648,
"      737 Crane operators, drillers and blasters",215,60783,64771,
        7371 Crane operators,175,58540,63117,
"        7372 Drillers and blasters - surface mining, quarrying and construction",40,74946,79425,
        7373 Water well drillers,10,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",655,39650,39558,
        7381 Printing press operators,390,39737,40258,
"        7384 Other trades and related occupations, n.e.c.",270,37768,38552,
"    74 Other installers, repairers and servicers and material handlers",3920,28225,30139,
"      744 Other installers, repairers and servicers",1265,28020,30238,
        7441 Residential and commercial installers and servicers,840,26859,29782,
        7442 Waterworks and gas maintenance workers,10,0,0,
        7444 Pest controllers and fumigators,85,23063,28021,
        7445 Other repairers and servicers,330,29465,30037,
      745 Longshore workers and material handlers,2660,28548,30092,
        7451 Longshore workers,95,57472,56643,
        7452 Material handlers,2570,27483,29130,
    75 Transport and heavy equipment operation and related maintenance occupations,13515,33683,36648,
      751 Motor vehicle and transit drivers,10940,31844,35221,
        7511 Transport truck drivers,4615,41072,41184,
"        7512 Bus drivers, subway operators and other transit operators",2140,30740,41320,
        7513 Taxi and limousine drivers and chauffeurs,1155,13443,16754,
        7514 Delivery and courier service drivers,3035,25658,28889,
      752 Heavy equipment operators,1795,44320,43430,
        7521 Heavy equipment operators (except crane),1175,48305,48437,
        7522 Public works maintenance equipment operators and related workers,620,31063,33964,
      753 Other transport equipment operators and related maintenance workers,780,34887,41059,
        7531 Railway yard and track maintenance workers,60,77319,65417,
        7532 Water transport deck and engine room crew,245,48057,43420,
        7533 Boat and cable ferry operators and related occupations,85,49518,81344,
        7534 Air transport ramp attendants,95,37119,37612,
        7535 Other automotive mechanical installers and servicers,295,19845,23950,
"    76 Trades helpers, construction labourers and related occupations",3365,34219,35774,
      761 Trades helpers and labourers,2460,30713,33450,
        7611 Construction trades helpers and labourers,2265,30745,33244,
        7612 Other trades helpers and labourers,195,30529,35869,
"      762 Public works and other labourers, n.e.c.",905,43822,42078,
        7621 Public works and maintenance labourers,710,47189,46772,
        7622 Railway and motor transport labourers,195,24231,24868,
"  8 Natural resources, agriculture and related production occupations",3600,19631,26061,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",630,40206,48351,
"      821 Supervisors, logging and forestry",45,44829,50879,
"        8211 Supervisors, logging and forestry",45,44829,50879,
"      822 Contractors and supervisors, mining, oil and gas",45,107826,130679,
"        8221 Supervisors, mining and quarrying",35,96508,106931,
"        8222 Contractors and supervisors, oil and gas drilling and services",10,0,0,
"      823 Underground miners, oil and gas drillers and related occupations",65,82346,86578,
        8231 Underground production and development miners,55,82268,87783,
"        8232 Oil and gas well drillers, servicers, testers and related workers",0,0,0,
      824 Logging machinery operators,25,0,0,
        8241 Logging machinery operators,30,0,0,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",410,30247,34305,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",95,20761,29371,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",320,30609,35771,
      826 Fishing vessel masters and fishermen/women,30,0,47034,
        8261 Fishing masters and officers,25,0,0,
        8262 Fishermen/women,10,0,0,
"    84 Workers in natural resources, agriculture and related production",1380,16786,22006,
      841 Mine service workers and operators in oil and gas drilling,75,38592,45146,
        8411 Underground mine service and support workers,55,33959,35699,
        8412 Oil and gas well drilling and related workers and services operators,20,0,0,
      842 Logging and forestry workers,255,16784,20382,
        8421 Chain saw and skidder operators,110,8499,14995,
        8422 Silviculture and forestry workers,140,25102,24662,
      843 Agriculture and horticulture workers,1045,15973,20619,
        8431 General farm workers,940,16452,20673,
        8432 Nursery and greenhouse workers,105,13595,20142,
      844 Other workers in fishing and trapping and hunting occupations,10,0,0,
        8441 Fishing vessel deckhands,10,0,0,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",1595,18387,20794,
"      861 Harvesting, landscaping and natural resources labourers",1590,18387,20794,
        8611 Harvesting labourers,65,5818,10388,
        8612 Landscaping and grounds maintenance labourers,1420,18949,20760,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,15,0,0,
"        8615 Oil and gas drilling, servicing and related labourers",40,15400,24564,
        8616 Logging and forestry labourers,50,13696,14994,
  9 Occupations in manufacturing and utilities,12065,33262,37343,
"    92 Processing, manufacturing and utilities supervisors and central control operators",2150,56408,63433,
"      921 Supervisors, processing and manufacturing occupations",1000,55183,60499,
"        9211 Supervisors, mineral and metal processing",135,57262,58952,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",290,75520,81599,
"        9213 Supervisors, food and beverage processing",345,48049,50266,
"        9214 Supervisors, plastic and rubber products manufacturing",85,45972,51803,
"        9215 Supervisors, forest products processing",100,60140,58554,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",40,11455,23730,
"      922 Supervisors, assembly and fabrication",375,56162,56440,
"        9221 Supervisors, motor vehicle assembling",30,69319,75531,
"        9222 Supervisors, electronics manufacturing",40,55855,56594,
"        9223 Supervisors, electrical products manufacturing",45,60775,65322,
"        9224 Supervisors, furniture and fixtures manufacturing",105,56189,51449,
"        9226 Supervisors, other mechanical and metal products manufacturing",35,56685,59268,
"        9227 Supervisors, other products manufacturing and assembly",115,47078,51395,
      923 Central control and process operators in processing and manufacturing,235,75452,87751,
"        9231 Central control and process operators, mineral and metal processing",10,0,0,
"        9232 Central control and process operators, petroleum, gas and chemical processing",150,111027,98688,
"        9235 Pulping, papermaking and coating control operators",70,64968,70689,
      924 Utilities equipment operators and controllers,540,54418,63220,
        9241 Power engineers and power systems operators,325,51470,59549,
        9243 Water and waste treatment plant operators,215,59630,68744,
    94 Processing and manufacturing machine operators and related production workers,3615,32828,34921,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,950,37423,39188,
"        9411 Machine operators, mineral and metal processing",125,34673,46348,
        9412 Foundry workers,85,37999,34905,
        9413 Glass forming and finishing machine operators and glass cutters,120,38977,37520,
"        9414 Concrete, clay and stone forming operators",140,37498,43182,
"        9415 Inspectors and testers, mineral and metal processing",60,46358,47691,
        9416 Metalworking and forging machine operators,200,33950,33040,
        9417 Machining tool operators,125,37855,39922,
        9418 Other metal products machine operators,95,33699,35877,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",490,31510,31810,
        9421 Chemical plant machine operators,275,31273,30406,
        9422 Plastics processing machine operators,130,32354,31143,
        9423 Rubber processing machine operators and related workers,90,38153,37020,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,430,39793,40549,
        9431 Sawmill machine operators,115,24320,31063,
        9432 Pulp mill machine operators,40,61776,57321,
        9433 Papermaking and finishing machine operators,55,61263,67778,
        9434 Other wood processing machine operators,40,44088,34333,
        9435 Paper converting machine operators,50,36722,36469,
        9436 Lumber graders and other wood processing inspectors and graders,50,50522,44528,
        9437 Woodworking machine operators,85,30695,30921,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",485,21982,21821,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",45,20042,29129,
"        9442 Weavers, knitters and other fabric making occupations",45,15390,14758,
"        9445 Fabric, fur and leather cutters",30,0,0,
        9446 Industrial sewing machine operators,345,22024,20782,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",20,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",940,36950,38723,
"        9461 Process control and machine operators, food and beverage processing",680,39343,41149,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",175,32509,31838,
        9463 Fish and seafood plant workers,10,0,0,
"        9465 Testers and graders, food and beverage processing",75,34290,35446,
      947 Printing equipment operators and related occupations,305,26989,27948,
        9471 Plateless printing equipment operators,100,31161,29517,
"        9472 Camera, platemaking and other prepress occupations",45,29017,30002,
        9473 Binding and finishing machine operators,140,23650,25372,
        9474 Photographic and film processors,30,0,0,
    95 Assemblers in manufacturing,2735,31238,32531,
"      952 Mechanical, electrical and electronics assemblers",910,33088,35443,
        9521 Aircraft assemblers and aircraft assembly inspectors,30,0,0,
"        9522 Motor vehicle assemblers, inspectors and testers",70,44604,35417,
"        9523 Electronics assemblers, fabricators, inspectors and testers",390,30389,30176,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",175,31383,39119,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",75,34951,35317,
        9526 Mechanical assemblers and inspectors,150,51660,44906,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",35,0,33274,
      953 Other assembly and related occupations,1820,30657,31076,
        9531 Boat assemblers and inspectors,25,0,0,
        9532 Furniture and fixture assemblers and inspectors,335,29378,28079,
        9533 Other wood products assemblers and inspectors,255,26280,28232,
        9534 Furniture finishers and refinishers,85,32265,28501,
"        9535 Plastic products assemblers, finishers and inspectors",195,28408,28083,
"        9536 Industrial painters, coaters and metal finishing process operators",350,38321,38061,
"        9537 Other products assemblers, finishers and inspectors",580,30882,30979,
"    96 Labourers in processing, manufacturing and utilities",3570,26874,27775,
"      961 Labourers in processing, manufacturing and utilities",3570,26874,27775,
        9611 Labourers in mineral and metal processing,210,26625,28718,
        9612 Labourers in metal fabrication,160,36833,35470,
        9613 Labourers in chemical products processing and utilities,185,35047,34422,
"        9614 Labourers in wood, pulp and paper processing",365,32673,34375,
        9615 Labourers in rubber and plastic products manufacturing,135,29402,26228,
        9616 Labourers in textile processing,40,21862,22994,
        9617 Labourers in food and beverage processing,1365,25699,27355,
        9618 Labourers in fish and seafood processing,25,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",1075,23617,24363,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
