"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Toronto,,,,
Global non-response rate (GNR) =   4.2 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
        6621 Service station attendants,1175,17938,22794,
"        6622 Store shelf stockers, clerks and order fillers",29170,14760,19238,
        6623 Other sales related occupations,5500,12496,24767,
"    67 Service support and other service occupations, n.e.c.",150590,16399,22202,
"      671 Food counter attendants, kitchen helpers and related support occupations",61600,10774,14721,
"        6711 Food counter attendants, kitchen helpers and related support occupations",61595,10774,14721,
"      672 Support occupations in accommodation, travel and amusement services",6910,7797,14748,
"        6721 Support occupations in accommodation, travel and facilities set-up services",1290,25491,27665,
"        6722 Operators and attendants in amusement, recreation and sport",5620,6597,11784,
      673 Cleaners,73205,25082,29145,
        6731 Light duty cleaners,34015,19038,22496,
        6732 Specialized cleaners,5225,18193,23213,
"        6733 Janitors, caretakers and building superintendents",33960,34800,36719,
"      674 Other service support and related occupations, n.e.c.",8885,17220,22645,
"        6741 Dry cleaning, laundry and related occupations",3180,25144,25855,
"        6742 Other service support occupations, n.e.c.",5700,12269,20855,
"  7 Trades, transport and equipment operators and related occupations",342670,35662,42511,
"    72 Industrial, electrical and construction trades",107735,42029,47989,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",13100,45809,57580,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1305,69299,82771,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",2325,64989,80510,
"        7203 Contractors and supervisors, pipefitting trades",670,91413,91312,
"        7204 Contractors and supervisors, carpentry trades",2825,32551,45515,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",5975,33835,45060,
"      723 Machining, metal forming, shaping and erecting trades",20040,50587,53141,
        7231 Machinists and machining and tooling inspectors,4885,54584,55480,
        7232 Tool and die makers,3235,60089,61701,
        7233 Sheet metal workers,2150,54780,56560,
        7234 Boilermakers,135,75099,83944,
        7235 Structural metal and platework fabricators and fitters,555,52935,56387,
        7236 Ironworkers,1065,62975,60766,
        7237 Welders and related machine operators,8015,44269,45593,
      724 Electrical trades and electrical power line and telecommunications workers,22485,56770,59158,
        7241 Electricians (except industrial and power system),12840,49832,54446,
        7242 Industrial electricians,2305,77182,78993,
        7243 Power system electricians,350,89064,87610,
        7244 Electrical power line and cable workers,855,90440,88015,
        7245 Telecommunications line and cable workers,1845,48085,49357,
        7246 Telecommunications installation and repair workers,4140,58592,59193,
        7247 Cable television service and maintenance technicians,150,38363,45843,
"      725 Plumbers, pipefitters and gas fitters",8935,48514,54353,
        7251 Plumbers,6320,47768,53103,
"        7252 Steamfitters, pipefitters and sprinkler system installers",1390,65470,70390,
        7253 Gas fitters,1235,35051,42757,
      727 Carpenters and cabinetmakers,17520,32955,38227,
        7271 Carpenters,15085,32491,38608,
        7272 Cabinetmakers,2440,34588,35872,
      728 Masonry and plastering trades,11455,34916,39777,
        7281 Bricklayers,3130,41128,43371,
        7282 Concrete finishers,1435,62416,60747,
        7283 Tilesetters,2220,24064,30972,
"        7284 Plasterers, drywall installers and finishers and lathers",4665,28447,35119,
      729 Other construction trades,14195,20717,28837,
        7291 Roofers and shinglers,2590,31325,37517,
        7292 Glaziers,1225,40449,42757,
        7293 Insulators,765,33354,40142,
        7294 Painters and decorators (except interior decorators),7265,16413,23107,
        7295 Floor covering installers,2350,18633,26046,
    73 Maintenance and equipment operation trades,56435,54078,57434,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",9120,66814,69780,
"        7301 Contractors and supervisors, mechanic trades",2460,59763,65039,
"        7302 Contractors and supervisors, heavy equipment operator crews",3855,72366,75249,
"        7303 Supervisors, printing and related occupations",725,58021,61146,
"        7304 Supervisors, railway transport operations",245,79311,81743,
"        7305 Supervisors, motor transport and other ground transit operators",1835,65381,66438,
      731 Machinery and transportation equipment mechanics (except motor vehicles),15790,67749,68543,
        7311 Construction millwrights and industrial mechanics,6150,67846,69814,
        7312 Heavy-duty equipment mechanics,1190,66929,64833,
"        7313 Heating, refrigeration and air conditioning mechanics",4630,52557,56477,
        7314 Railway carmen/women,480,75017,68888,
        7315 Aircraft mechanics and aircraft inspectors,2230,77410,77699,
        7316 Machine fitters,190,52389,62406,
        7318 Elevator constructors and mechanics,915,106988,104636,
      732 Automotive service technicians,22990,42208,47285,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",19810,42572,47545,
        7322 Motor vehicle body repairers,3185,41559,45667,
      733 Other mechanics and related repairers,2340,39779,42286,
        7331 Oil and solid fuel heating mechanics,200,23525,38653,
        7332 Appliance servicers and repairers,930,27317,31639,
        7333 Electrical mechanics,550,52562,54736,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",425,55414,50583,
        7335 Other small engine and small equipment repairers,230,43784,43131,
      736 Train crew operating occupations,505,97806,94714,
        7361 Railway and yard locomotive engineers,295,114715,108881,
        7362 Railway conductors and brakemen/women,215,78663,74877,
"      737 Crane operators, drillers and blasters",1380,63430,67508,
        7371 Crane operators,1250,63815,68761,
"        7372 Drillers and blasters - surface mining, quarrying and construction",95,65388,57587,
        7373 Water well drillers,35,38372,49394,
"      738 Printing press operators and other trades and related occupations, n.e.c.",4305,42322,45357,
        7381 Printing press operators,3455,43030,45670,
"        7384 Other trades and related occupations, n.e.c.",855,38819,44091,
"    74 Other installers, repairers and servicers and material handlers",52925,30030,32430,
"      744 Other installers, repairers and servicers",10550,28508,34751,
        7441 Residential and commercial installers and servicers,7570,26679,32031,
        7442 Waterworks and gas maintenance workers,610,63021,63358,
        7444 Pest controllers and fumigators,465,39123,40112,
        7445 Other repairers and servicers,1910,28666,35123,
      745 Longshore workers and material handlers,42375,30344,31853,
        7451 Longshore workers,165,27573,29615,
        7452 Material handlers,42210,30355,31861,
    75 Transport and heavy equipment operation and related maintenance occupations,94715,25304,34506,
      751 Motor vehicle and transit drivers,83670,24008,32654,
        7511 Transport truck drivers,42030,26451,33197,
"        7512 Bus drivers, subway operators and other transit operators",15820,50343,47958,
        7513 Taxi and limousine drivers and chauffeurs,13550,12004,14882,
        7514 Delivery and courier service drivers,12275,25483,30691,
      752 Heavy equipment operators,6190,58353,56946,
        7521 Heavy equipment operators (except crane),4255,61139,60330,
        7522 Public works maintenance equipment operators and related workers,1940,51719,49525,
      753 Other transport equipment operators and related maintenance workers,4850,32494,37815,
        7531 Railway yard and track maintenance workers,550,70617,69067,
        7532 Water transport deck and engine room crew,125,42235,46570,
        7533 Boat and cable ferry operators and related occupations,80,10099,18680,
        7534 Air transport ramp attendants,2685,33799,36054,
        7535 Other automotive mechanical installers and servicers,1405,24923,29256,
"    76 Trades helpers, construction labourers and related occupations",30860,30694,37954,
      761 Trades helpers and labourers,28410,30277,37814,
        7611 Construction trades helpers and labourers,27275,30769,38266,
        7612 Other trades helpers and labourers,1130,20310,26923,
"      762 Public works and other labourers, n.e.c.",2450,38523,39572,
        7621 Public works and maintenance labourers,2130,38859,39511,
        7622 Railway and motor transport labourers,325,32155,39970,
"  8 Natural resources, agriculture and related production occupations",23450,17872,26336,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",4455,35376,44595,
"      821 Supervisors, logging and forestry",130,45697,49810,
"        8211 Supervisors, logging and forestry",130,45697,49810,
"      822 Contractors and supervisors, mining, oil and gas",265,87144,91534,
"        8221 Supervisors, mining and quarrying",160,98636,97222,
"        8222 Contractors and supervisors, oil and gas drilling and services",105,76796,83051,
"      823 Underground miners, oil and gas drillers and related occupations",385,46160,59836,
        8231 Underground production and development miners,125,50660,59773,
"        8232 Oil and gas well drillers, servicers, testers and related workers",260,45436,59867,
      824 Logging machinery operators,30,0,0,
        8241 Logging machinery operators,30,0,0,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",3630,31488,39458,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",600,21104,35889,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",3035,33059,40162,
      826 Fishing vessel masters and fishermen/women,25,0,0,
        8261 Fishing masters and officers,10,0,0,
        8262 Fishermen/women,20,0,0,
"    84 Workers in natural resources, agriculture and related production",3390,14887,22534,
      841 Mine service workers and operators in oil and gas drilling,95,67420,62426,
        8411 Underground mine service and support workers,60,67385,60835,
        8412 Oil and gas well drilling and related workers and services operators,35,79930,64900,
      842 Logging and forestry workers,130,29318,32905,
        8421 Chain saw and skidder operators,70,38011,38086,
        8422 Silviculture and forestry workers,60,16872,27188,
      843 Agriculture and horticulture workers,3150,14134,20732,
        8431 General farm workers,2460,15665,21898,
        8432 Nursery and greenhouse workers,695,10223,16614,
      844 Other workers in fishing and trapping and hunting occupations,15,0,0,
        8441 Fishing vessel deckhands,15,0,0,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",15600,15532,21949,
"      861 Harvesting, landscaping and natural resources labourers",15605,15532,21949,
        8611 Harvesting labourers,295,14835,19171,
        8612 Landscaping and grounds maintenance labourers,14795,15563,21851,
        8613 Aquaculture and marine harvest labourers,30,0,0,
        8614 Mine labourers,50,37350,51317,
"        8615 Oil and gas drilling, servicing and related labourers",75,71659,61582,
        8616 Logging and forestry labourers,355,12985,16037,
  9 Occupations in manufacturing and utilities,151040,33347,37687,
"    92 Processing, manufacturing and utilities supervisors and central control operators",14520,62267,68141,
"      921 Supervisors, processing and manufacturing occupations",6515,58921,65565,
"        9211 Supervisors, mineral and metal processing",770,62489,73531,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",1720,80489,83500,
"        9213 Supervisors, food and beverage processing",2250,54108,56564,
"        9214 Supervisors, plastic and rubber products manufacturing",1105,52313,55119,
"        9215 Supervisors, forest products processing",325,61299,76720,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",345,38421,40597,
"      922 Supervisors, assembly and fabrication",4025,61938,66003,
"        9221 Supervisors, motor vehicle assembling",1530,70718,74337,
"        9222 Supervisors, electronics manufacturing",490,52114,56582,
"        9223 Supervisors, electrical products manufacturing",230,57048,58731,
"        9224 Supervisors, furniture and fixtures manufacturing",590,56267,60270,
"        9226 Supervisors, other mechanical and metal products manufacturing",495,70498,72290,
"        9227 Supervisors, other products manufacturing and assembly",690,53596,56990,
      923 Central control and process operators in processing and manufacturing,1220,52882,59540,
"        9231 Central control and process operators, mineral and metal processing",105,48722,51652,
"        9232 Central control and process operators, petroleum, gas and chemical processing",720,57707,65999,
"        9235 Pulping, papermaking and coating control operators",400,44537,49738,
      924 Utilities equipment operators and controllers,2760,78517,81151,
        9241 Power engineers and power systems operators,1770,84661,89113,
        9243 Water and waste treatment plant operators,990,70391,66937,
    94 Processing and manufacturing machine operators and related production workers,41530,36401,38623,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,10210,42202,43402,
"        9411 Machine operators, mineral and metal processing",820,45982,46770,
        9412 Foundry workers,325,48298,45946,
        9413 Glass forming and finishing machine operators and glass cutters,785,34652,36634,
"        9414 Concrete, clay and stone forming operators",905,38736,41680,
"        9415 Inspectors and testers, mineral and metal processing",415,42941,44676,
        9416 Metalworking and forging machine operators,3180,42395,43943,
        9417 Machining tool operators,2255,47086,46212,
        9418 Other metal products machine operators,1520,39085,39915,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",7990,36795,39763,
        9421 Chemical plant machine operators,2515,38207,41184,
        9422 Plastics processing machine operators,4975,36756,39304,
        9423 Rubber processing machine operators and related workers,490,35462,37141,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,3375,40270,41419,
        9431 Sawmill machine operators,205,39415,41863,
        9432 Pulp mill machine operators,40,59661,53061,
        9433 Papermaking and finishing machine operators,470,46302,48984,
        9434 Other wood processing machine operators,435,36785,36919,
        9435 Paper converting machine operators,1150,43793,43655,
        9436 Lumber graders and other wood processing inspectors and graders,70,38104,37696,
        9437 Woodworking machine operators,1010,36827,37014,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",6035,25198,25628,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",450,30374,31773,
"        9442 Weavers, knitters and other fabric making occupations",545,25042,25038,
"        9445 Fabric, fur and leather cutters",485,26427,27718,
        9446 Industrial sewing machine operators,4105,24712,24317,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",445,24138,29915,
"      946 Machine operators and related workers in food, beverage and associated products processing",9080,38149,39682,
"        9461 Process control and machine operators, food and beverage processing",6895,38401,40139,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",1225,35814,34014,
        9463 Fish and seafood plant workers,125,24330,27546,
"        9465 Testers and graders, food and beverage processing",830,44353,46040,
      947 Printing equipment operators and related occupations,4835,37361,38937,
        9471 Plateless printing equipment operators,2255,37915,38970,
"        9472 Camera, platemaking and other prepress occupations",790,52820,51929,
        9473 Binding and finishing machine operators,1235,34447,34820,
        9474 Photographic and film processors,560,20795,29597,
    95 Assemblers in manufacturing,43395,36804,40679,
"      952 Mechanical, electrical and electronics assemblers",27205,39799,44187,
        9521 Aircraft assemblers and aircraft assembly inspectors,1345,70726,71372,
"        9522 Motor vehicle assemblers, inspectors and testers",17550,42444,45263,
"        9523 Electronics assemblers, fabricators, inspectors and testers",4480,31392,34105,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",1910,36893,40269,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",315,41891,44592,
        9526 Mechanical assemblers and inspectors,1160,39484,42901,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",440,41242,41104,
      953 Other assembly and related occupations,16195,33081,34785,
        9531 Boat assemblers and inspectors,50,23890,33478,
        9532 Furniture and fixture assemblers and inspectors,3155,32302,32511,
        9533 Other wood products assemblers and inspectors,955,33811,32528,
        9534 Furniture finishers and refinishers,1370,34856,35597,
"        9535 Plastic products assemblers, finishers and inspectors",3125,33227,34539,
"        9536 Industrial painters, coaters and metal finishing process operators",2385,38374,42088,
"        9537 Other products assemblers, finishers and inspectors",5160,31338,33168,
"    96 Labourers in processing, manufacturing and utilities",51595,23289,25845,
"      961 Labourers in processing, manufacturing and utilities",51590,23289,25845,
        9611 Labourers in mineral and metal processing,980,27986,37333,
        9612 Labourers in metal fabrication,2650,31664,34226,
        9613 Labourers in chemical products processing and utilities,2345,29376,34106,
"        9614 Labourers in wood, pulp and paper processing",1365,28036,29644,
        9615 Labourers in rubber and plastic products manufacturing,1915,29019,28296,
        9616 Labourers in textile processing,1085,22065,21191,
        9617 Labourers in food and beverage processing,15730,24141,26324,
        9618 Labourers in fish and seafood processing,240,20537,21644,
"        9619 Other labourers in processing, manufacturing and utilities",25280,20783,23304,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
