"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = British Columbia / Colombie-Britannique [1],,,,
Global non-response rate (GNR) =   6.1 %,,,,
Visible minority (15) = Total - Visible minority [2],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [3]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [4],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [5],Median employment income in 2015 ($) [6],Average employment income in 2015 ($) [7], 
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",15470,55018,61241,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",1735,79423,79011,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",2765,75003,82526,
"        7203 Contractors and supervisors, pipefitting trades",1040,74984,78345,
"        7204 Contractors and supervisors, carpentry trades",3535,45866,50281,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",6400,43392,50498,
"      723 Machining, metal forming, shaping and erecting trades",20340,55886,57422,
        7231 Machinists and machining and tooling inspectors,3035,60919,59072,
        7232 Tool and die makers,330,48842,48344,
        7233 Sheet metal workers,2755,54507,56402,
        7234 Boilermakers,550,63443,65631,
        7235 Structural metal and platework fabricators and fitters,1650,58561,55471,
        7236 Ironworkers,1940,53478,58001,
        7237 Welders and related machine operators,10075,54449,57261,
      724 Electrical trades and electrical power line and telecommunications workers,25905,63042,67742,
        7241 Electricians (except industrial and power system),14590,47322,53360,
        7242 Industrial electricians,4505,88994,89327,
        7243 Power system electricians,735,96028,91296,
        7244 Electrical power line and cable workers,1380,132190,129155,
        7245 Telecommunications line and cable workers,1535,74942,78394,
        7246 Telecommunications installation and repair workers,3030,71359,65603,
        7247 Cable television service and maintenance technicians,135,74766,71826,
"      725 Plumbers, pipefitters and gas fitters",12925,49044,54163,
        7251 Plumbers,8865,43338,47609,
"        7252 Steamfitters, pipefitters and sprinkler system installers",3005,65774,71740,
        7253 Gas fitters,1050,56203,59157,
      727 Carpenters and cabinetmakers,29785,35952,40233,
        7271 Carpenters,27455,36010,40548,
        7272 Cabinetmakers,2335,35411,36520,
      728 Masonry and plastering trades,9425,31309,35773,
        7281 Bricklayers,1705,36973,40336,
        7282 Concrete finishers,1715,40476,42374,
        7283 Tilesetters,1820,23673,29259,
"        7284 Plasterers, drywall installers and finishers and lathers",4195,29916,34045,
      729 Other construction trades,17920,27911,33092,
        7291 Roofers and shinglers,3235,33130,34834,
        7292 Glaziers,2185,44144,45132,
        7293 Insulators,1245,48850,49479,
        7294 Painters and decorators (except interior decorators),8650,20484,27166,
        7295 Floor covering installers,2595,27667,32644,
    73 Maintenance and equipment operation trades,64795,63510,66621,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",9335,74338,81266,
"        7301 Contractors and supervisors, mechanic trades",2440,78869,85684,
"        7302 Contractors and supervisors, heavy equipment operator crews",5175,74595,82677,
"        7303 Supervisors, printing and related occupations",270,54781,57507,
"        7304 Supervisors, railway transport operations",290,87735,90726,
"        7305 Supervisors, motor transport and other ground transit operators",1160,64612,68867,
      731 Machinery and transportation equipment mechanics (except motor vehicles),21645,76452,77184,
        7311 Construction millwrights and industrial mechanics,8785,80487,79344,
        7312 Heavy-duty equipment mechanics,5715,76916,80234,
"        7313 Heating, refrigeration and air conditioning mechanics",2680,63272,65161,
        7314 Railway carmen/women,375,75646,75836,
        7315 Aircraft mechanics and aircraft inspectors,3035,72168,70493,
        7316 Machine fitters,150,61973,62646,
        7318 Elevator constructors and mechanics,910,101876,97843,
      732 Automotive service technicians,22195,51277,52755,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",18070,51683,52963,
        7322 Motor vehicle body repairers,4125,49845,51842,
      733 Other mechanics and related repairers,2735,43287,47109,
        7331 Oil and solid fuel heating mechanics,115,43902,46198,
        7332 Appliance servicers and repairers,980,35938,40063,
        7333 Electrical mechanics,375,77820,80804,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",900,42579,43899,
        7335 Other small engine and small equipment repairers,365,38841,39931,
      736 Train crew operating occupations,1885,83993,83404,
        7361 Railway and yard locomotive engineers,845,96943,94439,
        7362 Railway conductors and brakemen/women,1040,76282,74454,
"      737 Crane operators, drillers and blasters",2870,72686,76157,
        7371 Crane operators,2210,74768,79578,
"        7372 Drillers and blasters - surface mining, quarrying and construction",575,68080,67074,
        7373 Water well drillers,95,57180,50750,
"      738 Printing press operators and other trades and related occupations, n.e.c.",4125,49880,51304,
        7381 Printing press operators,1470,43587,44227,
"        7384 Other trades and related occupations, n.e.c.",2660,53180,55205,
"    74 Other installers, repairers and servicers and material handlers",40250,34995,41986,
"      744 Other installers, repairers and servicers",11460,33984,38760,
        7441 Residential and commercial installers and servicers,7510,32977,36760,
        7442 Waterworks and gas maintenance workers,665,61501,64589,
        7444 Pest controllers and fumigators,650,42196,43249,
        7445 Other repairers and servicers,2630,30230,36836,
      745 Longshore workers and material handlers,28790,35496,43271,
        7451 Longshore workers,3540,92499,90702,
        7452 Material handlers,25255,32689,36626,
    75 Transport and heavy equipment operation and related maintenance occupations,92560,44029,47386,
      751 Motor vehicle and transit drivers,68610,40189,44077,
        7511 Transport truck drivers,40250,49568,51504,
"        7512 Bus drivers, subway operators and other transit operators",9670,49326,46429,
        7513 Taxi and limousine drivers and chauffeurs,7245,18350,21329,
        7514 Delivery and courier service drivers,11450,24735,30378,
      752 Heavy equipment operators,15805,61023,62239,
        7521 Heavy equipment operators (except crane),12860,62763,64605,
        7522 Public works maintenance equipment operators and related workers,2940,54933,51893,
      753 Other transport equipment operators and related maintenance workers,8150,43655,46438,
        7531 Railway yard and track maintenance workers,970,73300,71659,
        7532 Water transport deck and engine room crew,1665,56794,54144,
        7533 Boat and cable ferry operators and related occupations,1165,43504,46631,
        7534 Air transport ramp attendants,1895,32870,35375,
        7535 Other automotive mechanical installers and servicers,2455,31589,39698,
"    76 Trades helpers, construction labourers and related occupations",32220,27049,34388,
      761 Trades helpers and labourers,28565,25655,33106,
        7611 Construction trades helpers and labourers,27390,25610,32911,
        7612 Other trades helpers and labourers,1175,27111,37648,
"      762 Public works and other labourers, n.e.c.",3655,46850,44412,
        7621 Public works and maintenance labourers,3130,47405,44248,
        7622 Railway and motor transport labourers,520,41110,45393,
"  8 Natural resources, agriculture and related production occupations",64875,21577,35456,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",17090,53099,61905,
"      821 Supervisors, logging and forestry",1435,68474,71898,
"        8211 Supervisors, logging and forestry",1435,68474,71898,
"      822 Contractors and supervisors, mining, oil and gas",1955,113913,118372,
"        8221 Supervisors, mining and quarrying",850,127470,119625,
"        8222 Contractors and supervisors, oil and gas drilling and services",1105,106860,117412,
"      823 Underground miners, oil and gas drillers and related occupations",2610,88072,87296,
        8231 Underground production and development miners,1395,95153,89392,
"        8232 Oil and gas well drillers, servicers, testers and related workers",1215,79698,84885,
      824 Logging machinery operators,3610,72349,68583,
        8241 Logging machinery operators,3610,72349,68583,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",4820,29295,35520,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",1140,23090,31091,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",3680,30880,36893,
      826 Fishing vessel masters and fishermen/women,2660,17839,28924,
        8261 Fishing masters and officers,305,29924,43652,
        8262 Fishermen/women,2355,16829,27030,
"    84 Workers in natural resources, agriculture and related production",21110,16521,27283,
      841 Mine service workers and operators in oil and gas drilling,1070,83373,81747,
        8411 Underground mine service and support workers,280,82968,78162,
        8412 Oil and gas well drilling and related workers and services operators,790,83633,83010,
      842 Logging and forestry workers,4075,41245,45334,
        8421 Chain saw and skidder operators,2460,48600,50621,
        8422 Silviculture and forestry workers,1615,31255,37285,
      843 Agriculture and horticulture workers,15160,12801,18721,
        8431 General farm workers,11230,12011,19123,
        8432 Nursery and greenhouse workers,3930,14640,17573,
      844 Other workers in fishing and trapping and hunting occupations,810,17742,24858,
        8441 Fishing vessel deckhands,745,17858,25363,
        8442 Trappers and hunters,65,0,0,
"    86 Harvesting, landscaping and natural resources labourers",26675,16938,24982,
"      861 Harvesting, landscaping and natural resources labourers",26675,16938,24982,
        8611 Harvesting labourers,3340,10364,13364,
        8612 Landscaping and grounds maintenance labourers,18865,16765,22751,
        8613 Aquaculture and marine harvest labourers,600,24374,27864,
        8614 Mine labourers,525,58400,61055,
"        8615 Oil and gas drilling, servicing and related labourers",890,50472,57001,
        8616 Logging and forestry labourers,2455,29438,37941,
  9 Occupations in manufacturing and utilities,78825,38622,46807,
"    92 Processing, manufacturing and utilities supervisors and central control operators",13950,77094,84503,
"      921 Supervisors, processing and manufacturing occupations",5220,73625,79216,
"        9211 Supervisors, mineral and metal processing",675,83237,89260,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",1210,80279,90980,
"        9213 Supervisors, food and beverage processing",1375,52274,54380,
"        9214 Supervisors, plastic and rubber products manufacturing",265,55228,63894,
"        9215 Supervisors, forest products processing",1595,93433,91470,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",105,56515,57500,
"      922 Supervisors, assembly and fabrication",1085,59171,63902,
"        9221 Supervisors, motor vehicle assembling",70,69158,74904,
"        9222 Supervisors, electronics manufacturing",185,63090,73143,
"        9223 Supervisors, electrical products manufacturing",95,71617,75360,
"        9224 Supervisors, furniture and fixtures manufacturing",190,54838,50789,
"        9226 Supervisors, other mechanical and metal products manufacturing",205,70305,68454,
"        9227 Supervisors, other products manufacturing and assembly",340,50107,57929,
      923 Central control and process operators in processing and manufacturing,2340,96883,103511,
"        9231 Central control and process operators, mineral and metal processing",390,90815,84976,
"        9232 Central control and process operators, petroleum, gas and chemical processing",1410,111630,116191,
"        9235 Pulping, papermaking and coating control operators",535,87812,83752,
      924 Utilities equipment operators and controllers,5300,76794,85539,
        9241 Power engineers and power systems operators,3725,87664,95787,
        9243 Water and waste treatment plant operators,1575,65765,61341,
    94 Processing and manufacturing machine operators and related production workers,25220,40414,45421,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,4410,45538,50961,
"        9411 Machine operators, mineral and metal processing",730,78842,74327,
        9412 Foundry workers,240,70523,75690,
        9413 Glass forming and finishing machine operators and glass cutters,520,32192,30858,
"        9414 Concrete, clay and stone forming operators",755,37262,44110,
"        9415 Inspectors and testers, mineral and metal processing",155,39060,45207,
        9416 Metalworking and forging machine operators,1210,47764,49194,
        9417 Machining tool operators,345,48151,47480,
        9418 Other metal products machine operators,465,41695,44327,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",2030,40530,44196,
        9421 Chemical plant machine operators,630,32032,41786,
        9422 Plastics processing machine operators,960,39934,41632,
        9423 Rubber processing machine operators and related workers,435,49917,53264,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,7655,60492,58778,
        9431 Sawmill machine operators,2815,60095,57483,
        9432 Pulp mill machine operators,590,86789,83506,
        9433 Papermaking and finishing machine operators,465,78496,74880,
        9434 Other wood processing machine operators,1660,61403,57666,
        9435 Paper converting machine operators,285,44890,53610,
        9436 Lumber graders and other wood processing inspectors and graders,1020,63092,59382,
        9437 Woodworking machine operators,815,38314,39514,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",2660,24996,25886,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",230,23678,30489,
"        9442 Weavers, knitters and other fabric making occupations",380,20133,23038,
"        9445 Fabric, fur and leather cutters",150,30903,30271,
        9446 Industrial sewing machine operators,1690,25028,24897,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",210,28446,30808,
"      946 Machine operators and related workers in food, beverage and associated products processing",6485,33046,36584,
"        9461 Process control and machine operators, food and beverage processing",3490,35915,40001,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",1135,40337,40263,
        9463 Fish and seafood plant workers,1315,20944,23435,
"        9465 Testers and graders, food and beverage processing",545,33056,38665,
      947 Printing equipment operators and related occupations,1985,33979,37902,
        9471 Plateless printing equipment operators,725,34863,42815,
"        9472 Camera, platemaking and other prepress occupations",355,43460,44220,
        9473 Binding and finishing machine operators,475,31956,33159,
        9474 Photographic and film processors,430,25098,29684,
    95 Assemblers in manufacturing,12365,35368,38015,
"      952 Mechanical, electrical and electronics assemblers",3840,36984,41386,
        9521 Aircraft assemblers and aircraft assembly inspectors,135,64655,62098,
"        9522 Motor vehicle assemblers, inspectors and testers",720,35097,41371,
"        9523 Electronics assemblers, fabricators, inspectors and testers",1445,35316,36686,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",635,36273,44026,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",135,45074,50584,
        9526 Mechanical assemblers and inspectors,635,42319,43428,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",135,39244,39892,
      953 Other assembly and related occupations,8530,34249,36497,
        9531 Boat assemblers and inspectors,445,45623,46466,
        9532 Furniture and fixture assemblers and inspectors,1040,28512,29455,
        9533 Other wood products assemblers and inspectors,1400,34531,37807,
        9534 Furniture finishers and refinishers,860,29058,29110,
"        9535 Plastic products assemblers, finishers and inspectors",750,37425,36695,
"        9536 Industrial painters, coaters and metal finishing process operators",1460,43351,47023,
"        9537 Other products assemblers, finishers and inspectors",2570,30931,33361,
"    96 Labourers in processing, manufacturing and utilities",27290,27515,32806,
"      961 Labourers in processing, manufacturing and utilities",27290,27515,32806,
        9611 Labourers in mineral and metal processing,780,37394,43612,
        9612 Labourers in metal fabrication,1295,34096,37015,
        9613 Labourers in chemical products processing and utilities,955,27165,32853,
"        9614 Labourers in wood, pulp and paper processing",5905,47646,48297,
        9615 Labourers in rubber and plastic products manufacturing,470,30744,29998,
        9616 Labourers in textile processing,260,24853,26252,
        9617 Labourers in food and beverage processing,9685,25382,27839,
        9618 Labourers in fish and seafood processing,1245,13212,17032,
"        9619 Other labourers in processing, manufacturing and utilities",6690,23784,27623,
Note,,,,
[1] Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements.,,,,
"[1] Data quality index showing a long-form income non-response rate higher than or equal to 10%, but lower than 20%.",,,,
"[2] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[2] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[2] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[3] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[4] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[5] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[6] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
