"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Hamilton,,,,
Global non-response rate (GNR) =   4.5 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
        6533 Casino occupations,155,42822,40714,
      654 Security guards and related security service occupations,2065,25115,31284,
        6541 Security guards and related security service occupations,2065,25115,31284,
      655 Customer and information services representatives,6850,30549,34824,
        6551 Customer services representatives - financial institutions,1530,31220,33171,
        6552 Other customer and information services representatives,5325,30399,35300,
      656 Other occupations in personal service,1805,14745,18988,
"        6561 Image, social and other personal consultants",60,27122,56595,
"        6562 Estheticians, electrologists and related occupations",1025,15008,16866,
        6563 Pet groomers and animal care workers,675,12693,18881,
        6564 Other personal service occupations,50,0,0,
    66 Sales support occupations,12765,9409,13414,
      661 Cashiers,7650,8558,11344,
        6611 Cashiers,7650,8558,11344,
      662 Other sales support and related occupations,5120,11187,16509,
        6621 Service station attendants,105,18529,19766,
"        6622 Store shelf stockers, clerks and order fillers",4115,10909,15777,
        6623 Other sales related occupations,900,11849,19480,
"    67 Service support and other service occupations, n.e.c.",22460,14000,19747,
"      671 Food counter attendants, kitchen helpers and related support occupations",10140,9569,13860,
"        6711 Food counter attendants, kitchen helpers and related support occupations",10140,9569,13860,
"      672 Support occupations in accommodation, travel and amusement services",825,8620,13841,
"        6721 Support occupations in accommodation, travel and facilities set-up services",90,23002,28988,
"        6722 Operators and attendants in amusement, recreation and sport",735,8123,12004,
      673 Cleaners,10440,21963,26126,
        6731 Light duty cleaners,4730,16207,19660,
        6732 Specialized cleaners,985,20137,23701,
"        6733 Janitors, caretakers and building superintendents",4730,29335,33103,
"      674 Other service support and related occupations, n.e.c.",1060,13740,17806,
"        6741 Dry cleaning, laundry and related occupations",470,23624,23372,
"        6742 Other service support occupations, n.e.c.",585,9085,13343,
"  7 Trades, transport and equipment operators and related occupations",51985,44216,48724,
"    72 Industrial, electrical and construction trades",18520,47724,53474,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",2170,59344,77874,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",375,73171,161664,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",350,73103,72509,
"        7203 Contractors and supervisors, pipefitting trades",100,96934,92440,
"        7204 Contractors and supervisors, carpentry trades",430,35004,50336,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",915,45242,56571,
"      723 Machining, metal forming, shaping and erecting trades",4990,53877,54934,
        7231 Machinists and machining and tooling inspectors,1145,58275,57592,
        7232 Tool and die makers,405,62155,65492,
        7233 Sheet metal workers,395,55402,55593,
        7234 Boilermakers,90,85015,78198,
        7235 Structural metal and platework fabricators and fitters,265,53822,52583,
        7236 Ironworkers,355,62660,65356,
        7237 Welders and related machine operators,2335,49614,49468,
      724 Electrical trades and electrical power line and telecommunications workers,3765,57800,61409,
        7241 Electricians (except industrial and power system),1795,44949,51059,
        7242 Industrial electricians,910,81696,79436,
        7243 Power system electricians,75,103538,97578,
        7244 Electrical power line and cable workers,150,99584,86062,
        7245 Telecommunications line and cable workers,305,50820,57304,
        7246 Telecommunications installation and repair workers,515,54005,56618,
        7247 Cable television service and maintenance technicians,30,0,49475,
"      725 Plumbers, pipefitters and gas fitters",1540,53236,56985,
        7251 Plumbers,950,48956,50864,
"        7252 Steamfitters, pipefitters and sprinkler system installers",335,78597,81182,
        7253 Gas fitters,255,45685,47873,
      727 Carpenters and cabinetmakers,2435,35601,41753,
        7271 Carpenters,2195,35396,41844,
        7272 Cabinetmakers,240,38583,40924,
      728 Masonry and plastering trades,1460,30532,37094,
        7281 Bricklayers,500,27870,36523,
        7282 Concrete finishers,220,55883,59711,
        7283 Tilesetters,190,16156,24294,
"        7284 Plasterers, drywall installers and finishers and lathers",545,28630,32784,
      729 Other construction trades,2165,27994,33565,
        7291 Roofers and shinglers,495,33868,36496,
        7292 Glaziers,185,48624,50825,
        7293 Insulators,245,49880,52062,
        7294 Painters and decorators (except interior decorators),895,16889,23526,
        7295 Floor covering installers,345,27534,32895,
    73 Maintenance and equipment operation trades,10590,59927,62701,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",1340,74037,76248,
"        7301 Contractors and supervisors, mechanic trades",430,73552,73840,
"        7302 Contractors and supervisors, heavy equipment operator crews",620,78305,75787,
"        7303 Supervisors, printing and related occupations",45,64259,58532,
"        7304 Supervisors, railway transport operations",30,0,89350,
"        7305 Supervisors, motor transport and other ground transit operators",210,68793,84761,
      731 Machinery and transportation equipment mechanics (except motor vehicles),3775,69206,68656,
        7311 Construction millwrights and industrial mechanics,2085,72483,71915,
        7312 Heavy-duty equipment mechanics,305,64035,60564,
"        7313 Heating, refrigeration and air conditioning mechanics",850,61706,63852,
        7314 Railway carmen/women,20,0,0,
        7315 Aircraft mechanics and aircraft inspectors,305,66232,68726,
        7316 Machine fitters,70,43205,42944,
        7318 Elevator constructors and mechanics,140,81899,81327,
      732 Automotive service technicians,3350,50878,52782,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",2790,51861,52579,
        7322 Motor vehicle body repairers,565,45865,53792,
      733 Other mechanics and related repairers,375,46918,52910,
        7331 Oil and solid fuel heating mechanics,45,40612,47710,
        7332 Appliance servicers and repairers,110,44751,46775,
        7333 Electrical mechanics,110,70770,67310,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",75,60541,57161,
        7335 Other small engine and small equipment repairers,45,33413,31049,
      736 Train crew operating occupations,100,76592,80245,
        7361 Railway and yard locomotive engineers,60,85161,93907,
        7362 Railway conductors and brakemen/women,50,57813,62869,
"      737 Crane operators, drillers and blasters",1130,60544,64003,
        7371 Crane operators,1090,61243,64660,
"        7372 Drillers and blasters - surface mining, quarrying and construction",35,27319,37580,
        7373 Water well drillers,10,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",510,40758,49014,
        7381 Printing press operators,310,40746,51280,
"        7384 Other trades and related occupations, n.e.c.",200,41510,45459,
"    74 Other installers, repairers and servicers and material handlers",6005,35384,38158,
"      744 Other installers, repairers and servicers",1735,35828,36891,
        7441 Residential and commercial installers and servicers,1205,27138,31784,
        7442 Waterworks and gas maintenance workers,120,70430,74407,
        7444 Pest controllers and fumigators,150,41714,46705,
        7445 Other repairers and servicers,265,37008,37749,
      745 Longshore workers and material handlers,4270,35224,38674,
        7451 Longshore workers,85,48315,49075,
        7452 Material handlers,4185,35116,38462,
    75 Transport and heavy equipment operation and related maintenance occupations,12160,33939,39678,
      751 Motor vehicle and transit drivers,10025,30384,36858,
        7511 Transport truck drivers,5250,38358,42000,
"        7512 Bus drivers, subway operators and other transit operators",1905,33519,41340,
        7513 Taxi and limousine drivers and chauffeurs,1205,14268,19375,
        7514 Delivery and courier service drivers,1665,25270,28153,
      752 Heavy equipment operators,1570,55988,54942,
        7521 Heavy equipment operators (except crane),985,57430,57426,
        7522 Public works maintenance equipment operators and related workers,585,52573,50731,
      753 Other transport equipment operators and related maintenance workers,565,35154,47313,
        7531 Railway yard and track maintenance workers,110,63708,62976,
        7532 Water transport deck and engine room crew,25,0,0,
        7533 Boat and cable ferry operators and related occupations,20,0,0,
        7534 Air transport ramp attendants,140,45768,37214,
        7535 Other automotive mechanical installers and servicers,275,27454,33305,
"    76 Trades helpers, construction labourers and related occupations",4710,30529,35449,
      761 Trades helpers and labourers,4110,29736,35030,
        7611 Construction trades helpers and labourers,3870,29748,34831,
        7612 Other trades helpers and labourers,240,26473,38275,
"      762 Public works and other labourers, n.e.c.",600,36134,38330,
        7621 Public works and maintenance labourers,530,37223,38890,
        7622 Railway and motor transport labourers,70,33828,33955,
"  8 Natural resources, agriculture and related production occupations",6205,17164,24798,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",935,37987,45370,
"      821 Supervisors, logging and forestry",15,0,0,
"        8211 Supervisors, logging and forestry",20,0,0,
"      822 Contractors and supervisors, mining, oil and gas",50,106562,125434,
"        8221 Supervisors, mining and quarrying",35,0,105223,
"        8222 Contractors and supervisors, oil and gas drilling and services",20,0,0,
"      823 Underground miners, oil and gas drillers and related occupations",35,36241,41458,
        8231 Underground production and development miners,10,0,0,
"        8232 Oil and gas well drillers, servicers, testers and related workers",20,0,0,
      824 Logging machinery operators,15,0,0,
        8241 Logging machinery operators,15,0,0,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",815,34619,40227,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",145,9813,29775,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",670,38594,42486,
      826 Fishing vessel masters and fishermen/women,0,0,0,
        8261 Fishing masters and officers,0,0,0,
        8262 Fishermen/women,0,0,0,
"    84 Workers in natural resources, agriculture and related production",1555,15756,20968,
      841 Mine service workers and operators in oil and gas drilling,30,0,0,
        8411 Underground mine service and support workers,0,0,0,
        8412 Oil and gas well drilling and related workers and services operators,25,0,0,
      842 Logging and forestry workers,40,21332,24122,
        8421 Chain saw and skidder operators,15,0,0,
        8422 Silviculture and forestry workers,30,0,25750,
      843 Agriculture and horticulture workers,1480,14964,19560,
        8431 General farm workers,750,13261,19251,
        8432 Nursery and greenhouse workers,740,17571,19874,
      844 Other workers in fishing and trapping and hunting occupations,0,0,0,
        8441 Fishing vessel deckhands,0,0,0,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",3715,14903,21225,
"      861 Harvesting, landscaping and natural resources labourers",3720,14903,21225,
        8611 Harvesting labourers,110,34415,31354,
        8612 Landscaping and grounds maintenance labourers,3560,14593,20639,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,10,0,0,
"        8615 Oil and gas drilling, servicing and related labourers",15,0,0,
        8616 Logging and forestry labourers,20,0,0,
  9 Occupations in manufacturing and utilities,20805,41011,47343,
"    92 Processing, manufacturing and utilities supervisors and central control operators",2955,75772,78792,
"      921 Supervisors, processing and manufacturing occupations",1270,75415,79726,
"        9211 Supervisors, mineral and metal processing",485,92804,87808,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",280,88136,98229,
"        9213 Supervisors, food and beverage processing",310,62596,65839,
"        9214 Supervisors, plastic and rubber products manufacturing",105,57831,56474,
"        9215 Supervisors, forest products processing",65,58219,57693,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",15,0,0,
"      922 Supervisors, assembly and fabrication",705,72987,74561,
"        9221 Supervisors, motor vehicle assembling",355,81671,86214,
"        9222 Supervisors, electronics manufacturing",40,76551,70506,
"        9223 Supervisors, electrical products manufacturing",25,0,0,
"        9224 Supervisors, furniture and fixtures manufacturing",45,59907,56121,
"        9226 Supervisors, other mechanical and metal products manufacturing",135,77616,71381,
"        9227 Supervisors, other products manufacturing and assembly",105,45556,50858,
      923 Central control and process operators in processing and manufacturing,270,73510,82137,
"        9231 Central control and process operators, mineral and metal processing",115,78525,75814,
"        9232 Central control and process operators, petroleum, gas and chemical processing",130,92250,95391,
"        9235 Pulping, papermaking and coating control operators",20,0,42364,
      924 Utilities equipment operators and controllers,715,79741,80044,
        9241 Power engineers and power systems operators,410,83768,88961,
        9243 Water and waste treatment plant operators,310,73353,68272,
    94 Processing and manufacturing machine operators and related production workers,5795,41795,44661,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,2475,54055,54502,
"        9411 Machine operators, mineral and metal processing",555,67614,66098,
        9412 Foundry workers,115,46310,49587,
        9413 Glass forming and finishing machine operators and glass cutters,40,47379,44929,
"        9414 Concrete, clay and stone forming operators",155,48978,49074,
"        9415 Inspectors and testers, mineral and metal processing",230,72412,62314,
        9416 Metalworking and forging machine operators,765,52819,52409,
        9417 Machining tool operators,430,46666,46742,
        9418 Other metal products machine operators,185,47628,46751,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",510,44282,47129,
        9421 Chemical plant machine operators,150,54760,61005,
        9422 Plastics processing machine operators,250,36304,38943,
        9423 Rubber processing machine operators and related workers,105,47426,46192,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,340,33391,35672,
        9431 Sawmill machine operators,50,33737,43401,
        9432 Pulp mill machine operators,0,0,0,
        9433 Papermaking and finishing machine operators,70,31171,36781,
        9434 Other wood processing machine operators,80,30999,28313,
        9435 Paper converting machine operators,65,41160,44601,
        9436 Lumber graders and other wood processing inspectors and graders,10,0,0,
        9437 Woodworking machine operators,70,29128,28093,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",385,24702,24038,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",55,23295,24056,
"        9442 Weavers, knitters and other fabric making occupations",55,22308,17841,
"        9445 Fabric, fur and leather cutters",40,28555,27112,
        9446 Industrial sewing machine operators,220,25218,24856,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",15,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",1745,39300,37963,
"        9461 Process control and machine operators, food and beverage processing",1175,38422,37971,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",455,41270,37905,
        9463 Fish and seafood plant workers,0,0,0,
"        9465 Testers and graders, food and beverage processing",115,39164,38744,
      947 Printing equipment operators and related occupations,340,36657,36352,
        9471 Plateless printing equipment operators,140,33445,35480,
"        9472 Camera, platemaking and other prepress occupations",55,50877,53024,
        9473 Binding and finishing machine operators,100,36052,31279,
        9474 Photographic and film processors,45,17646,29833,
    95 Assemblers in manufacturing,5900,45718,52022,
"      952 Mechanical, electrical and electronics assemblers",4290,49411,55795,
        9521 Aircraft assemblers and aircraft assembly inspectors,65,78335,72880,
"        9522 Motor vehicle assemblers, inspectors and testers",3280,51858,58525,
"        9523 Electronics assemblers, fabricators, inspectors and testers",370,30520,34240,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",190,42885,51106,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",80,57154,56984,
        9526 Mechanical assemblers and inspectors,245,53218,54774,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",60,41652,37228,
      953 Other assembly and related occupations,1610,35821,41964,
        9531 Boat assemblers and inspectors,20,0,0,
        9532 Furniture and fixture assemblers and inspectors,70,19502,19907,
        9533 Other wood products assemblers and inspectors,115,34711,38480,
        9534 Furniture finishers and refinishers,105,31231,32531,
"        9535 Plastic products assemblers, finishers and inspectors",180,24058,28845,
"        9536 Industrial painters, coaters and metal finishing process operators",600,54259,55317,
"        9537 Other products assemblers, finishers and inspectors",520,30151,36414,
"    96 Labourers in processing, manufacturing and utilities",6160,27221,30309,
"      961 Labourers in processing, manufacturing and utilities",6155,27221,30309,
        9611 Labourers in mineral and metal processing,750,49770,47500,
        9612 Labourers in metal fabrication,610,35639,37831,
        9613 Labourers in chemical products processing and utilities,215,29695,36000,
"        9614 Labourers in wood, pulp and paper processing",150,30456,30076,
        9615 Labourers in rubber and plastic products manufacturing,140,29073,29469,
        9616 Labourers in textile processing,85,23134,24979,
        9617 Labourers in food and beverage processing,2320,26529,28092,
        9618 Labourers in fish and seafood processing,0,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",1880,19444,23482,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
