"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = Winnipeg,,,,
Global non-response rate (GNR) =   4.0 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
"        6524 Ground and water transport ticket agents, cargo service representatives and related clerks",85,53378,47049,
        6525 Hotel front desk clerks,565,22488,22920,
      653 Tourism and amusement services occupations,650,36055,33332,
        6531 Tour and travel guides,60,13805,18285,
        6532 Outdoor sport and recreational guides,60,8445,12268,
        6533 Casino occupations,530,38116,37414,
      654 Security guards and related security service occupations,3245,28591,31279,
        6541 Security guards and related security service occupations,3250,28591,31279,
      655 Customer and information services representatives,7595,30116,31390,
        6551 Customer services representatives - financial institutions,1550,29949,29878,
        6552 Other customer and information services representatives,6040,30119,31778,
      656 Other occupations in personal service,1640,15602,18127,
"        6561 Image, social and other personal consultants",65,14158,17680,
"        6562 Estheticians, electrologists and related occupations",1115,17628,18884,
        6563 Pet groomers and animal care workers,410,10475,16691,
        6564 Other personal service occupations,45,13127,13384,
    66 Sales support occupations,11875,12801,16396,
      661 Cashiers,6670,11161,14052,
        6611 Cashiers,6670,11161,14052,
      662 Other sales support and related occupations,5200,15330,19403,
        6621 Service station attendants,600,12113,15221,
"        6622 Store shelf stockers, clerks and order fillers",3755,17729,20572,
        6623 Other sales related occupations,845,8395,17176,
"    67 Service support and other service occupations, n.e.c.",23360,16044,20264,
"      671 Food counter attendants, kitchen helpers and related support occupations",9330,10994,13617,
"        6711 Food counter attendants, kitchen helpers and related support occupations",9330,10994,13617,
"      672 Support occupations in accommodation, travel and amusement services",920,7648,18043,
"        6721 Support occupations in accommodation, travel and facilities set-up services",210,22617,26628,
"        6722 Operators and attendants in amusement, recreation and sport",710,6825,15478,
      673 Cleaners,11755,22886,25461,
        6731 Light duty cleaners,5490,19739,20963,
        6732 Specialized cleaners,1360,18818,22369,
"        6733 Janitors, caretakers and building superintendents",4910,29349,31345,
"      674 Other service support and related occupations, n.e.c.",1355,18669,22453,
"        6741 Dry cleaning, laundry and related occupations",565,26980,28635,
"        6742 Other service support occupations, n.e.c.",790,12401,18047,
"  7 Trades, transport and equipment operators and related occupations",58515,41455,45297,
"    72 Industrial, electrical and construction trades",19825,46426,50477,
"      720 Contractors and supervisors, industrial, electrical and construction trades and related workers",2245,58209,64644,
"        7201 Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",315,64892,73924,
"        7202 Contractors and supervisors, electrical trades and telecommunications occupations",405,82260,86991,
"        7203 Contractors and supervisors, pipefitting trades",135,75764,76918,
"        7204 Contractors and supervisors, carpentry trades",400,43638,46268,
"        7205 Contractors and supervisors, other construction trades, installers, repairers and servicers",990,51965,58220,
"      723 Machining, metal forming, shaping and erecting trades",4370,49015,49785,
        7231 Machinists and machining and tooling inspectors,815,54854,53749,
        7232 Tool and die makers,165,58900,57305,
        7233 Sheet metal workers,550,48595,49811,
        7234 Boilermakers,90,73155,75862,
        7235 Structural metal and platework fabricators and fitters,100,43141,44290,
        7236 Ironworkers,265,51363,58618,
        7237 Welders and related machine operators,2385,46301,46195,
      724 Electrical trades and electrical power line and telecommunications workers,4140,65705,63148,
        7241 Electricians (except industrial and power system),2320,55535,56902,
        7242 Industrial electricians,510,73721,72894,
        7243 Power system electricians,205,81670,81833,
        7244 Electrical power line and cable workers,245,69699,74624,
        7245 Telecommunications line and cable workers,310,70660,68420,
        7246 Telecommunications installation and repair workers,520,69758,65604,
        7247 Cable television service and maintenance technicians,35,62035,63783,
"      725 Plumbers, pipefitters and gas fitters",1865,50376,57675,
        7251 Plumbers,1265,49191,57879,
"        7252 Steamfitters, pipefitters and sprinkler system installers",435,50277,54589,
        7253 Gas fitters,170,57456,64090,
      727 Carpenters and cabinetmakers,3120,35822,38550,
        7271 Carpenters,2770,35698,39052,
        7272 Cabinetmakers,350,36092,34543,
      728 Masonry and plastering trades,1475,38264,39652,
        7281 Bricklayers,295,38141,41114,
        7282 Concrete finishers,335,40528,41698,
        7283 Tilesetters,175,36894,36811,
"        7284 Plasterers, drywall installers and finishers and lathers",675,38255,38766,
      729 Other construction trades,2610,30024,34547,
        7291 Roofers and shinglers,675,28011,31686,
        7292 Glaziers,120,46472,44824,
        7293 Insulators,205,43367,47429,
        7294 Painters and decorators (except interior decorators),1190,28685,31980,
        7295 Floor covering installers,420,30710,37180,
    73 Maintenance and equipment operation trades,11835,55689,57669,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",1740,64522,67261,
"        7301 Contractors and supervisors, mechanic trades",450,64841,63800,
"        7302 Contractors and supervisors, heavy equipment operator crews",770,64097,71144,
"        7303 Supervisors, printing and related occupations",90,55234,56043,
"        7304 Supervisors, railway transport operations",135,83949,82472,
"        7305 Supervisors, motor transport and other ground transit operators",290,56357,58852,
      731 Machinery and transportation equipment mechanics (except motor vehicles),3870,64233,63963,
        7311 Construction millwrights and industrial mechanics,995,66439,67018,
        7312 Heavy-duty equipment mechanics,950,65761,66065,
"        7313 Heating, refrigeration and air conditioning mechanics",805,54220,56283,
        7314 Railway carmen/women,290,69987,71649,
        7315 Aircraft mechanics and aircraft inspectors,730,61008,60993,
        7316 Machine fitters,25,0,0,
        7318 Elevator constructors and mechanics,60,78820,87748,
      732 Automotive service technicians,4070,43014,46196,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",3280,42957,45111,
        7322 Motor vehicle body repairers,790,43785,50711,
      733 Other mechanics and related repairers,400,41803,45097,
        7331 Oil and solid fuel heating mechanics,30,0,0,
        7332 Appliance servicers and repairers,140,37211,43614,
        7333 Electrical mechanics,115,57494,62671,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",75,36364,36347,
        7335 Other small engine and small equipment repairers,40,20099,25160,
      736 Train crew operating occupations,590,88401,92144,
        7361 Railway and yard locomotive engineers,260,108462,102639,
        7362 Railway conductors and brakemen/women,330,83583,83790,
"      737 Crane operators, drillers and blasters",315,54262,60928,
        7371 Crane operators,280,54107,60628,
"        7372 Drillers and blasters - surface mining, quarrying and construction",35,66388,63228,
        7373 Water well drillers,0,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",855,42376,45211,
        7381 Printing press operators,685,42306,46222,
"        7384 Other trades and related occupations, n.e.c.",170,43833,41125,
"    74 Other installers, repairers and servicers and material handlers",6060,32869,34154,
"      744 Other installers, repairers and servicers",1840,34701,37354,
        7441 Residential and commercial installers and servicers,1175,34140,36738,
        7442 Waterworks and gas maintenance workers,145,51675,48484,
        7444 Pest controllers and fumigators,150,30904,35486,
        7445 Other repairers and servicers,375,35407,35635,
      745 Longshore workers and material handlers,4220,32499,32759,
        7451 Longshore workers,40,26319,31803,
        7452 Material handlers,4185,32532,32767,
    75 Transport and heavy equipment operation and related maintenance occupations,15660,34700,37986,
      751 Motor vehicle and transit drivers,13185,32609,36185,
        7511 Transport truck drivers,7590,38817,40988,
"        7512 Bus drivers, subway operators and other transit operators",2010,39839,39138,
        7513 Taxi and limousine drivers and chauffeurs,1505,15626,17295,
        7514 Delivery and courier service drivers,2080,25656,29506,
      752 Heavy equipment operators,1460,47443,49306,
        7521 Heavy equipment operators (except crane),1125,50390,51811,
        7522 Public works maintenance equipment operators and related workers,330,42469,40754,
      753 Other transport equipment operators and related maintenance workers,1010,40174,45121,
        7531 Railway yard and track maintenance workers,355,71946,70082,
        7532 Water transport deck and engine room crew,0,0,0,
        7533 Boat and cable ferry operators and related occupations,10,0,0,
        7534 Air transport ramp attendants,345,29978,31428,
        7535 Other automotive mechanical installers and servicers,300,29203,31291,
"    76 Trades helpers, construction labourers and related occupations",5125,28453,32200,
      761 Trades helpers and labourers,4415,27570,31744,
        7611 Construction trades helpers and labourers,4220,27481,31648,
        7612 Other trades helpers and labourers,195,28273,33864,
"      762 Public works and other labourers, n.e.c.",710,32610,35025,
        7621 Public works and maintenance labourers,540,28762,32433,
        7622 Railway and motor transport labourers,175,49572,43057,
"  8 Natural resources, agriculture and related production occupations",4800,18051,26797,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",815,48965,55659,
"      821 Supervisors, logging and forestry",20,0,0,
"        8211 Supervisors, logging and forestry",15,0,0,
"      822 Contractors and supervisors, mining, oil and gas",50,85751,96801,
"        8221 Supervisors, mining and quarrying",25,0,0,
"        8222 Contractors and supervisors, oil and gas drilling and services",25,0,0,
"      823 Underground miners, oil and gas drillers and related occupations",175,61490,73010,
        8231 Underground production and development miners,100,61672,80870,
"        8232 Oil and gas well drillers, servicers, testers and related workers",75,59979,62486,
      824 Logging machinery operators,15,0,0,
        8241 Logging machinery operators,10,0,0,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",525,42276,48791,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",120,43000,49170,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",405,40268,48676,
      826 Fishing vessel masters and fishermen/women,35,0,0,
        8261 Fishing masters and officers,10,0,0,
        8262 Fishermen/women,30,0,0,
"    84 Workers in natural resources, agriculture and related production",1360,20236,25458,
      841 Mine service workers and operators in oil and gas drilling,35,80214,85313,
        8411 Underground mine service and support workers,25,0,0,
        8412 Oil and gas well drilling and related workers and services operators,10,0,0,
      842 Logging and forestry workers,80,21993,30999,
        8421 Chain saw and skidder operators,45,13565,25757,
        8422 Silviculture and forestry workers,35,24929,37700,
      843 Agriculture and horticulture workers,1240,17948,23448,
        8431 General farm workers,990,22842,24891,
        8432 Nursery and greenhouse workers,250,8949,17705,
      844 Other workers in fishing and trapping and hunting occupations,10,0,0,
        8441 Fishing vessel deckhands,0,0,0,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",2630,14028,18548,
"      861 Harvesting, landscaping and natural resources labourers",2625,14028,18548,
        8611 Harvesting labourers,215,20427,21255,
        8612 Landscaping and grounds maintenance labourers,2270,13229,17286,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,45,36114,28994,
"        8615 Oil and gas drilling, servicing and related labourers",50,67867,60500,
        8616 Logging and forestry labourers,50,14688,18348,
  9 Occupations in manufacturing and utilities,18600,36010,39600,
"    92 Processing, manufacturing and utilities supervisors and central control operators",2500,59484,64254,
"      921 Supervisors, processing and manufacturing occupations",935,57720,65174,
"        9211 Supervisors, mineral and metal processing",160,58518,65740,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",260,82116,83257,
"        9213 Supervisors, food and beverage processing",320,57425,58018,
"        9214 Supervisors, plastic and rubber products manufacturing",115,54602,60889,
"        9215 Supervisors, forest products processing",40,42876,47587,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",45,31734,35507,
"      922 Supervisors, assembly and fabrication",560,57879,63006,
"        9221 Supervisors, motor vehicle assembling",95,68384,71441,
"        9222 Supervisors, electronics manufacturing",35,53155,57141,
"        9223 Supervisors, electrical products manufacturing",55,54427,78722,
"        9224 Supervisors, furniture and fixtures manufacturing",160,49672,49593,
"        9226 Supervisors, other mechanical and metal products manufacturing",135,70295,71715,
"        9227 Supervisors, other products manufacturing and assembly",80,49912,55611,
      923 Central control and process operators in processing and manufacturing,150,49627,55726,
"        9231 Central control and process operators, mineral and metal processing",25,0,0,
"        9232 Central control and process operators, petroleum, gas and chemical processing",75,51420,62658,
"        9235 Pulping, papermaking and coating control operators",45,45079,42765,
      924 Utilities equipment operators and controllers,855,64082,65556,
        9241 Power engineers and power systems operators,590,69667,71386,
        9243 Water and waste treatment plant operators,265,55886,52647,
    94 Processing and manufacturing machine operators and related production workers,6155,34425,35699,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,1580,41581,42356,
"        9411 Machine operators, mineral and metal processing",135,48939,49820,
        9412 Foundry workers,170,47776,45017,
        9413 Glass forming and finishing machine operators and glass cutters,75,32465,32874,
"        9414 Concrete, clay and stone forming operators",80,35000,34941,
"        9415 Inspectors and testers, mineral and metal processing",40,49336,39184,
        9416 Metalworking and forging machine operators,510,38490,40404,
        9417 Machining tool operators,410,41687,44521,
        9418 Other metal products machine operators,155,44096,43242,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",940,36021,40517,
        9421 Chemical plant machine operators,240,35765,37668,
        9422 Plastics processing machine operators,575,36072,41857,
        9423 Rubber processing machine operators and related workers,125,35072,39902,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,660,33227,35702,
        9431 Sawmill machine operators,60,31866,38184,
        9432 Pulp mill machine operators,10,0,0,
        9433 Papermaking and finishing machine operators,45,40027,31825,
        9434 Other wood processing machine operators,45,31951,29959,
        9435 Paper converting machine operators,170,47952,49523,
        9436 Lumber graders and other wood processing inspectors and graders,10,0,0,
        9437 Woodworking machine operators,330,31624,30278,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",1065,23325,22843,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",90,19990,19736,
"        9442 Weavers, knitters and other fabric making occupations",65,21989,21899,
"        9445 Fabric, fur and leather cutters",90,26615,27291,
        9446 Industrial sewing machine operators,795,23256,22849,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",35,24768,20758,
"      946 Machine operators and related workers in food, beverage and associated products processing",1190,36087,36508,
"        9461 Process control and machine operators, food and beverage processing",630,36308,36850,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",370,36370,36046,
        9463 Fish and seafood plant workers,45,24056,24429,
"        9465 Testers and graders, food and beverage processing",140,36172,40380,
      947 Printing equipment operators and related occupations,715,31593,32516,
        9471 Plateless printing equipment operators,235,31382,31682,
"        9472 Camera, platemaking and other prepress occupations",85,45610,47498,
        9473 Binding and finishing machine operators,275,33382,33652,
        9474 Photographic and film processors,125,21420,21706,
    95 Assemblers in manufacturing,5620,37957,40020,
"      952 Mechanical, electrical and electronics assemblers",2570,47961,46836,
        9521 Aircraft assemblers and aircraft assembly inspectors,490,63890,64519,
"        9522 Motor vehicle assemblers, inspectors and testers",220,35782,39402,
"        9523 Electronics assemblers, fabricators, inspectors and testers",305,32630,33187,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",265,34209,37783,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",115,44029,43083,
        9526 Mechanical assemblers and inspectors,1140,49980,47016,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",40,39807,42009,
      953 Other assembly and related occupations,3050,33610,34279,
        9531 Boat assemblers and inspectors,15,0,0,
        9532 Furniture and fixture assemblers and inspectors,740,32125,31338,
        9533 Other wood products assemblers and inspectors,180,29028,29949,
        9534 Furniture finishers and refinishers,325,33709,34045,
"        9535 Plastic products assemblers, finishers and inspectors",390,32503,34036,
"        9536 Industrial painters, coaters and metal finishing process operators",695,40036,41960,
"        9537 Other products assemblers, finishers and inspectors",705,30233,31107,
"    96 Labourers in processing, manufacturing and utilities",4315,29937,30330,
"      961 Labourers in processing, manufacturing and utilities",4315,29937,30330,
        9611 Labourers in mineral and metal processing,170,35627,36511,
        9612 Labourers in metal fabrication,320,33839,34162,
        9613 Labourers in chemical products processing and utilities,170,34337,37583,
"        9614 Labourers in wood, pulp and paper processing",130,32207,38313,
        9615 Labourers in rubber and plastic products manufacturing,145,26119,28941,
        9616 Labourers in textile processing,30,0,25377,
        9617 Labourers in food and beverage processing,1830,29024,28091,
        9618 Labourers in fish and seafood processing,120,31205,28734,
"        9619 Other labourers in processing, manufacturing and utilities",1405,29949,30394,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
