"Occupation - National Occupational Classification (NOC) 2016 (691), Employment Income Statistics (3), Highest Certificate, Diploma or Degree (7), Visible Minority (15), Work Activity During the Reference Year (4), Age (4D) and Sex (3) for the Population Aged 15 Years and Over Who Worked in 2015 and Reported Employment Income in 2015, in Private Households of Canada, Provinces and Territories and Census Metropolitan Areas, 2016 Census - 25% Sample Data",,,,
Geography = St. Catharines - Niagara,,,,
Global non-response rate (GNR) =   5.1 %,,,,
Visible minority (15) = Total - Visible minority [1],,,,
"Highest certificate, diploma or degree (7) = Total - Highest certificate, diploma or degree [2]",,,,
Work activity during the reference year (4) = Total - Work activity during the reference year [3],,,,
Age (4D) = Total - Age,,,,
Sex (3) = Total - Sex,,,,
Occupation - National Occupational Classification (NOC) 2016 (691),Total - Number of employment income recipients [4],Median employment income in 2015 ($) [5],Average employment income in 2015 ($) [6], 
        7236 Ironworkers,160,55752,61083,
        7237 Welders and related machine operators,1245,46249,46532,
      724 Electrical trades and electrical power line and telecommunications workers,1820,58056,60522,
        7241 Electricians (except industrial and power system),875,50650,50805,
        7242 Industrial electricians,360,82600,82948,
        7243 Power system electricians,60,99749,85105,
        7244 Electrical power line and cable workers,150,87410,75848,
        7245 Telecommunications line and cable workers,170,52752,52270,
        7246 Telecommunications installation and repair workers,170,45532,50348,
        7247 Cable television service and maintenance technicians,25,0,50576,
"      725 Plumbers, pipefitters and gas fitters",925,50115,52701,
        7251 Plumbers,505,46146,48060,
"        7252 Steamfitters, pipefitters and sprinkler system installers",255,60987,66044,
        7253 Gas fitters,170,42532,46409,
      727 Carpenters and cabinetmakers,1540,33269,35705,
        7271 Carpenters,1275,33245,36841,
        7272 Cabinetmakers,265,34364,30213,
      728 Masonry and plastering trades,725,34882,36813,
        7281 Bricklayers,190,38979,38058,
        7282 Concrete finishers,130,48827,46508,
        7283 Tilesetters,65,41265,33709,
"        7284 Plasterers, drywall installers and finishers and lathers",340,30182,33017,
      729 Other construction trades,1270,25303,31376,
        7291 Roofers and shinglers,275,32884,38501,
        7292 Glaziers,170,35042,38704,
        7293 Insulators,85,52098,56513,
        7294 Painters and decorators (except interior decorators),540,19985,23710,
        7295 Floor covering installers,205,22067,25441,
    73 Maintenance and equipment operation trades,5670,54847,57085,
"      730 Contractors and supervisors, maintenance trades and heavy equipment and transport operators",795,72685,70400,
"        7301 Contractors and supervisors, mechanic trades",235,67666,67372,
"        7302 Contractors and supervisors, heavy equipment operator crews",460,78713,73876,
"        7303 Supervisors, printing and related occupations",15,0,0,
"        7304 Supervisors, railway transport operations",25,0,0,
"        7305 Supervisors, motor transport and other ground transit operators",65,53977,53188,
      731 Machinery and transportation equipment mechanics (except motor vehicles),1815,64187,64937,
        7311 Construction millwrights and industrial mechanics,980,68769,72332,
        7312 Heavy-duty equipment mechanics,255,63633,60511,
"        7313 Heating, refrigeration and air conditioning mechanics",370,57632,56154,
        7314 Railway carmen/women,0,0,0,
        7315 Aircraft mechanics and aircraft inspectors,130,43313,50207,
        7316 Machine fitters,35,35163,38117,
        7318 Elevator constructors and mechanics,50,50134,67470,
      732 Automotive service technicians,2080,46751,46876,
"        7321 Automotive service technicians, truck and bus mechanics and mechanical repairers",1775,46659,46629,
        7322 Motor vehicle body repairers,305,47507,48315,
      733 Other mechanics and related repairers,275,49169,50338,
        7331 Oil and solid fuel heating mechanics,20,0,0,
        7332 Appliance servicers and repairers,80,34885,35099,
        7333 Electrical mechanics,65,79909,73740,
"        7334 Motorcycle, all-terrain vehicle and other related mechanics",85,49226,50128,
        7335 Other small engine and small equipment repairers,25,0,49496,
      736 Train crew operating occupations,70,64625,58829,
        7361 Railway and yard locomotive engineers,20,0,0,
        7362 Railway conductors and brakemen/women,45,71924,59690,
"      737 Crane operators, drillers and blasters",325,58637,62522,
        7371 Crane operators,295,58799,63264,
"        7372 Drillers and blasters - surface mining, quarrying and construction",20,0,0,
        7373 Water well drillers,10,0,0,
"      738 Printing press operators and other trades and related occupations, n.e.c.",315,40930,45495,
        7381 Printing press operators,120,41747,37861,
"        7384 Other trades and related occupations, n.e.c.",200,40916,50120,
"    74 Other installers, repairers and servicers and material handlers",2940,33057,37540,
"      744 Other installers, repairers and servicers",1165,33112,37657,
        7441 Residential and commercial installers and servicers,755,31961,35143,
        7442 Waterworks and gas maintenance workers,105,61635,52921,
        7444 Pest controllers and fumigators,55,29886,33296,
        7445 Other repairers and servicers,245,35757,40020,
      745 Longshore workers and material handlers,1775,32735,37463,
        7451 Longshore workers,35,0,0,
        7452 Material handlers,1745,33250,37638,
    75 Transport and heavy equipment operation and related maintenance occupations,7860,35635,38662,
      751 Motor vehicle and transit drivers,6330,31094,35296,
        7511 Transport truck drivers,3615,43088,43370,
"        7512 Bus drivers, subway operators and other transit operators",1060,17585,30131,
        7513 Taxi and limousine drivers and chauffeurs,590,12031,15153,
        7514 Delivery and courier service drivers,1070,19820,24255,
      752 Heavy equipment operators,1030,55551,55780,
        7521 Heavy equipment operators (except crane),695,58780,61557,
        7522 Public works maintenance equipment operators and related workers,335,49647,43733,
      753 Other transport equipment operators and related maintenance workers,500,37744,46124,
        7531 Railway yard and track maintenance workers,85,70161,65314,
        7532 Water transport deck and engine room crew,100,57368,54677,
        7533 Boat and cable ferry operators and related occupations,55,38648,69479,
        7534 Air transport ramp attendants,35,37465,42982,
        7535 Other automotive mechanical installers and servicers,220,26939,29277,
"    76 Trades helpers, construction labourers and related occupations",2845,29648,35032,
      761 Trades helpers and labourers,2495,28392,34377,
        7611 Construction trades helpers and labourers,2385,28387,34419,
        7612 Other trades helpers and labourers,105,28405,33388,
"      762 Public works and other labourers, n.e.c.",355,41210,39641,
        7621 Public works and maintenance labourers,345,41054,38868,
        7622 Railway and motor transport labourers,15,0,0,
"  8 Natural resources, agriculture and related production occupations",5155,16368,22865,
"    82 Supervisors and technical occupations in natural resources, agriculture and related production",640,37499,42348,
"      821 Supervisors, logging and forestry",0,0,0,
"        8211 Supervisors, logging and forestry",10,0,0,
"      822 Contractors and supervisors, mining, oil and gas",40,83683,80278,
"        8221 Supervisors, mining and quarrying",30,0,78403,
"        8222 Contractors and supervisors, oil and gas drilling and services",10,0,0,
"      823 Underground miners, oil and gas drillers and related occupations",55,71654,73758,
        8231 Underground production and development miners,35,80243,91376,
"        8232 Oil and gas well drillers, servicers, testers and related workers",25,0,0,
      824 Logging machinery operators,0,0,0,
        8241 Logging machinery operators,0,0,0,
"      825 Contractors and supervisors, agriculture, horticulture and related operations and services",530,32123,36078,
"        8252 Agricultural service contractors, farm supervisors and specialized livestock workers",105,22875,29379,
"        8255 Contractors and supervisors, landscaping, grounds maintenance and horticulture services",425,34018,37703,
      826 Fishing vessel masters and fishermen/women,10,0,0,
        8261 Fishing masters and officers,0,0,0,
        8262 Fishermen/women,15,0,0,
"    84 Workers in natural resources, agriculture and related production",2390,13955,19775,
      841 Mine service workers and operators in oil and gas drilling,15,0,0,
        8411 Underground mine service and support workers,10,0,0,
        8412 Oil and gas well drilling and related workers and services operators,10,0,0,
      842 Logging and forestry workers,10,0,0,
        8421 Chain saw and skidder operators,10,0,0,
        8422 Silviculture and forestry workers,0,0,0,
      843 Agriculture and horticulture workers,2355,13747,19252,
        8431 General farm workers,1050,14979,19836,
        8432 Nursery and greenhouse workers,1300,13565,18781,
      844 Other workers in fishing and trapping and hunting occupations,15,0,0,
        8441 Fishing vessel deckhands,10,0,0,
        8442 Trappers and hunters,0,0,0,
"    86 Harvesting, landscaping and natural resources labourers",2120,15349,20432,
"      861 Harvesting, landscaping and natural resources labourers",2120,15349,20432,
        8611 Harvesting labourers,65,8789,10683,
        8612 Landscaping and grounds maintenance labourers,2005,15488,19998,
        8613 Aquaculture and marine harvest labourers,0,0,0,
        8614 Mine labourers,30,0,0,
"        8615 Oil and gas drilling, servicing and related labourers",0,0,0,
        8616 Logging and forestry labourers,15,0,0,
  9 Occupations in manufacturing and utilities,9310,41178,47051,
"    92 Processing, manufacturing and utilities supervisors and central control operators",1625,67700,70846,
"      921 Supervisors, processing and manufacturing occupations",590,60181,68450,
"        9211 Supervisors, mineral and metal processing",150,61722,73287,
"        9212 Supervisors, petroleum, gas and chemical processing and utilities",165,89821,92947,
"        9213 Supervisors, food and beverage processing",155,43367,49265,
"        9214 Supervisors, plastic and rubber products manufacturing",80,38799,44982,
"        9215 Supervisors, forest products processing",30,60112,83486,
"        9217 Supervisors, textile, fabric, fur and leather products processing and manufacturing",10,0,0,
"      922 Supervisors, assembly and fabrication",455,76099,76899,
"        9221 Supervisors, motor vehicle assembling",255,94901,88858,
"        9222 Supervisors, electronics manufacturing",25,0,0,
"        9223 Supervisors, electrical products manufacturing",20,0,0,
"        9224 Supervisors, furniture and fixtures manufacturing",20,0,0,
"        9226 Supervisors, other mechanical and metal products manufacturing",95,61912,65442,
"        9227 Supervisors, other products manufacturing and assembly",40,38506,43992,
      923 Central control and process operators in processing and manufacturing,155,65669,66473,
"        9231 Central control and process operators, mineral and metal processing",40,62696,72557,
"        9232 Central control and process operators, petroleum, gas and chemical processing",65,64973,65264,
"        9235 Pulping, papermaking and coating control operators",50,65878,62863,
      924 Utilities equipment operators and controllers,430,68028,69305,
        9241 Power engineers and power systems operators,195,81442,83299,
        9243 Water and waste treatment plant operators,235,64013,57898,
    94 Processing and manufacturing machine operators and related production workers,2530,37802,41041,
      941 Machine operators and related workers in mineral and metal products processing and manufacturing,935,48888,48657,
"        9411 Machine operators, mineral and metal processing",145,57176,55316,
        9412 Foundry workers,45,48983,48269,
        9413 Glass forming and finishing machine operators and glass cutters,30,0,0,
"        9414 Concrete, clay and stone forming operators",70,41988,47359,
"        9415 Inspectors and testers, mineral and metal processing",55,52031,58546,
        9416 Metalworking and forging machine operators,335,48990,49955,
        9417 Machining tool operators,195,38454,46986,
        9418 Other metal products machine operators,60,37050,33119,
"      942 Machine operators and related workers in chemical, plastic and rubber processing",310,35821,44637,
        9421 Chemical plant machine operators,110,58798,60649,
        9422 Plastics processing machine operators,150,30688,34550,
        9423 Rubber processing machine operators and related workers,50,34771,37785,
      943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing,170,37670,38553,
        9431 Sawmill machine operators,15,0,0,
        9432 Pulp mill machine operators,10,0,0,
        9433 Papermaking and finishing machine operators,40,64209,63026,
        9434 Other wood processing machine operators,35,33813,24418,
        9435 Paper converting machine operators,10,0,0,
        9436 Lumber graders and other wood processing inspectors and graders,0,0,0,
        9437 Woodworking machine operators,55,32990,32651,
"      944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",170,23201,29473,
"        9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",40,26195,40750,
"        9442 Weavers, knitters and other fabric making occupations",30,43041,42128,
"        9445 Fabric, fur and leather cutters",0,0,0,
        9446 Industrial sewing machine operators,80,16385,19768,
"        9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",10,0,0,
"      946 Machine operators and related workers in food, beverage and associated products processing",745,33664,35590,
"        9461 Process control and machine operators, food and beverage processing",600,37834,39016,
"        9462 Industrial butchers and meat cutters, poultry preparers and related workers",105,27894,22886,
        9463 Fish and seafood plant workers,10,0,0,
"        9465 Testers and graders, food and beverage processing",25,0,0,
      947 Printing equipment operators and related occupations,205,32496,32180,
        9471 Plateless printing equipment operators,70,32064,34981,
"        9472 Camera, platemaking and other prepress occupations",35,39460,35493,
        9473 Binding and finishing machine operators,70,31601,32337,
        9474 Photographic and film processors,25,0,20914,
    95 Assemblers in manufacturing,2870,43345,50059,
"      952 Mechanical, electrical and electronics assemblers",2065,49766,55414,
        9521 Aircraft assemblers and aircraft assembly inspectors,55,48129,49939,
"        9522 Motor vehicle assemblers, inspectors and testers",1475,53328,58157,
"        9523 Electronics assemblers, fabricators, inspectors and testers",95,33589,37251,
"        9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",80,33490,39383,
"        9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",40,27790,27805,
        9526 Mechanical assemblers and inspectors,315,48383,57040,
"        9527 Machine operators and inspectors, electrical apparatus manufacturing",10,0,0,
      953 Other assembly and related occupations,800,31196,36248,
        9531 Boat assemblers and inspectors,15,0,0,
        9532 Furniture and fixture assemblers and inspectors,50,33762,43987,
        9533 Other wood products assemblers and inspectors,80,29144,29881,
        9534 Furniture finishers and refinishers,65,26171,26077,
"        9535 Plastic products assemblers, finishers and inspectors",110,30337,28540,
"        9536 Industrial painters, coaters and metal finishing process operators",265,42956,45731,
"        9537 Other products assemblers, finishers and inspectors",215,28043,32592,
"    96 Labourers in processing, manufacturing and utilities",2285,30039,33010,
"      961 Labourers in processing, manufacturing and utilities",2285,30039,33010,
        9611 Labourers in mineral and metal processing,230,41061,42105,
        9612 Labourers in metal fabrication,250,41663,42081,
        9613 Labourers in chemical products processing and utilities,115,48210,49583,
"        9614 Labourers in wood, pulp and paper processing",75,25778,34399,
        9615 Labourers in rubber and plastic products manufacturing,30,0,0,
        9616 Labourers in textile processing,15,0,0,
        9617 Labourers in food and beverage processing,690,23126,28016,
        9618 Labourers in fish and seafood processing,0,0,0,
"        9619 Other labourers in processing, manufacturing and utilities",890,27994,29804,
Note,,,,
"[1] For more information on the Visible minority variable, including information on its classification, the questions from which it is derived, data quality and its comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2016.",,,,
"[1] Users are advised to consult data quality comments for 'Highest certificate, diploma or degree,' available in the Education Reference Guide, Census of Population, 2016, Catalogue no. 98-500-X2016013.",,,,
"[1] Refers to the number of weeks in which a person aged 15 years and over worked for pay or in self-employment in 2015 at all jobs held, even if only for a few hours, and whether these weeks were mostly full time (30 hours or more per week) or mostly part time (less than 30 hours per week). Full year is 49 weeks or over. Part year is less than 49 weeks.",,,,
"[2] Employment income - All income received as wages, salaries and commissions from paid employment and net self-employment income from farm or non-farm unincorporated business and/or professional practice during the reference period. For the 2016 Census, the reference period is the calendar year 2015 for all income variables.",,,,
"[3] Median income - The median income of a specified group is the amount that divides the income distribution of that group into two halves, i.e., the incomes of half of the units in that group are below the median, while those of the other half are above the median. Median incomes of individuals are calculated for those with income (positive or negative).",,,,
[4] Average income - Average income of a specified group is calculated by dividing the aggregate income of that group by the number of units in that group. Average incomes of individuals are calculated for those with income (positive or negative).,,,,
[5] Refers to the kind of work performed by persons aged 15 years and over as determined by their kind of work and the description of the main activities in their job. The occupation data are produced according to the NOC 2016.,,,,
Source: Statistics Canada - 2016 Census. Catalogue Number 98-400-X2016356.,,,,
